Group,,activeArea,firingRate_mean,firingRate_std,firingRate_CV,firingRate_median,firingRate_P10,firingRate_P90,amplitude_mean,amplitude_std,amplitude_CV,amplitude_median,amplitude_P10,amplitude_P90,ISI_mean,ISI_std,ISI_CV,ISI_median,ISI_P10,ISI_P90,date,wellplateID,wellNo,runID,assayTag,div,wellGroupName,wellGroupColor,Plating Date,control
1,10,44.71,0.63,0.51,0.81,0.48,0.17,1.3,77.8,63.62,0.82,58.27,34.11,138.53,55.23,25.76,0.47,50.9,29.01,85.51,5/22/2024,M04707,4,165,DOP28 W3 Organoids M04707,28,Default Group,#999999,24.4.2024,0
1,11,25.61,0.31,0.22,0.71,0.25,0.13,0.58,74.37,57.56,0.77,56.34,35.26,131.53,54.2,34.93,0.64,43.83,21.41,102.71,5/22/2024,M04707,5,165,DOP28 W3 Organoids M04707,28,Default Group,#999999,24.4.2024,0
1,12,6.57,0.2,0.1,0.48,0.17,0.12,0.33,70.19,61.5,0.88,52.83,34.72,127.43,78.73,51.61,0.66,67.35,21.13,151.68,5/22/2024,M04707,6,165,DOP28 W3 Organoids M04707,28,Default Group,#999999,24.4.2024,0
1,13,18.91,0.47,0.41,0.87,0.33,0.13,1,50.12,31.27,0.62,40.6,29.25,80.05,51.5,28.34,0.55,43.85,25.96,87.82,5/22/2024,M04632,1,168,DOP28 W3 Organoids M04632,28,Default Group,#999999,24.4.2024,0
1,14,11.92,0.39,0.3,0.78,0.28,0.13,0.8,46.13,20.07,0.44,40.27,30.17,69.33,52.15,31.27,0.6,41.5,24.54,93.52,5/22/2024,M04632,2,168,DOP28 W3 Organoids M04632,28,Default Group,#999999,24.4.2024,0
1,15,34.05,0.5,0.42,0.85,0.35,0.13,1.05,60.77,50.43,0.83,45.5,29.32,104.43,55.33,27.89,0.5,49.35,26.99,90.6,5/22/2024,M04632,3,168,DOP28 W3 Organoids M04632,28,Default Group,#999999,24.4.2024,0
1,16,41.46,0.53,0.49,0.93,0.35,0.13,1.12,55.86,39.47,0.71,42.92,29.43,95.6,55.89,29.48,0.53,48.81,27.2,95.73,5/22/2024,M04632,4,168,DOP28 W3 Organoids M04632,28,Default Group,#999999,24.4.2024,0
1,17,6.49,0.38,0.36,0.95,0.27,0.13,0.77,46.09,24.42,0.53,38.26,28.34,72.72,58.17,32.9,0.57,49.4,24.62,103.78,5/22/2024,M04632,5,168,DOP28 W3 Organoids M04632,28,Default Group,#999999,24.4.2024,0
1,18,0.06,0.15,0.06,0.41,0.12,0.12,0.21,27.86,5.6,0.2,26.88,22.46,35.24,101.42,38.6,0.38,113.4,69.28,128.76,5/22/2024,M04632,6,168,DOP28 W3 Organoids M04632,28,Default Group,#999999,24.4.2024,0
1,19,24.56,0.38,0.3,0.78,0.27,0.13,0.78,92.29,71.44,0.77,69.29,42.71,166.86,40.42,21.73,0.54,34.55,21.3,66.07,5/22/2024,M05368,1,170,DOP28 W3 Organoids M05368,28,Default Group,#999999,24.4.2024,0
1,20,28.08,0.44,0.37,0.84,0.32,0.13,0.9,71.22,66.79,0.94,51.02,32.25,128.65,52.46,27.9,0.53,45.58,26.08,87.16,5/22/2024,M05368,2,170,DOP28 W3 Organoids M05368,28,Default Group,#999999,24.4.2024,0
1,21,36.59,0.49,0.39,0.8,0.37,0.15,0.97,84.43,65.88,0.78,63.65,37.16,151.43,45.09,28.85,0.64,37.72,18.76,80.89,5/22/2024,M05368,3,170,DOP28 W3 Organoids M05368,28,Default Group,#999999,24.4.2024,0
1,22,6.32,0.25,0.15,0.6,0.2,0.12,0.43,75.21,43.69,0.58,61.73,41.88,122.89,101.87,46.26,0.45,105.2,36.05,160.52,5/22/2024,M05368,4,170,DOP28 W3 Organoids M05368,28,Default Group,#999999,24.4.2024,0
1,23,1.48,0.24,0.14,0.59,0.18,0.12,0.43,51.94,44,0.85,41.42,31.78,67.3,104.87,49.63,0.47,116.05,37.79,169.81,5/22/2024,M05368,5,170,DOP28 W3 Organoids M05368,28,Default Group,#999999,24.4.2024,0
1,24,0.38,3.52,5.24,1.49,0.32,0.12,11.95,77.09,43.94,0.57,84.25,27.3,139.22,92.51,49.17,0.53,64.99,61.3,163.7,5/22/2024,M05368,6,170,DOP28 W3 Organoids M05368,28,Default Group,#999999,24.4.2024,0
