Group,,activeArea,firingRate_mean,firingRate_std,firingRate_CV,firingRate_median,firingRate_P10,firingRate_P90,amplitude_mean,amplitude_std,amplitude_CV,amplitude_median,amplitude_P10,amplitude_P90,ISI_mean,ISI_std,ISI_CV,ISI_median,ISI_P10,ISI_P90,date,wellplateID,wellNo,runID,assayTag,div,wellGroupName,wellGroupColor,Plating Date,control
2,18,0.57,0.63,0.71,1.12,0.28,0.15,1.91,41.99,11.78,0.28,39.67,30.84,51.38,79.36,21.99,0.28,75.69,55.26,106.17,7/26/2024,T002604,18,4,DOP2 W3 Organoids T002604,2,Default Group,#999999,24.7.2024,0
2,19,0.28,0.23,0.19,0.83,0.15,0.12,0.42,31.33,7.09,0.23,31.57,22.94,38.9,82.55,29.22,0.35,82.86,47,114.6,7/26/2024,T002604,19,4,DOP2 W3 Organoids T002604,2,Default Group,#999999,24.7.2024,0
2,20,0.52,0.24,0.13,0.55,0.18,0.12,0.46,37.65,12.64,0.34,33.48,27.31,57.33,87.23,36.54,0.42,82.16,55.36,133.57,7/26/2024,T002604,20,4,DOP2 W3 Organoids T002604,2,Default Group,#999999,24.7.2024,0
2,21,1.05,0.26,0.14,0.56,0.2,0.13,0.47,36.99,8.43,0.23,35.5,28.59,48.04,86.77,35.6,0.41,84.8,47.06,131.21,7/26/2024,T002604,21,4,DOP2 W3 Organoids T002604,2,Default Group,#999999,24.7.2024,0
2,22,0.57,0.39,0.32,0.83,0.27,0.12,0.97,40.46,10.64,0.26,37.79,29.37,56.92,71.17,24.89,0.35,68.89,47.86,104.5,7/26/2024,T002604,22,4,DOP2 W3 Organoids T002604,2,Default Group,#999999,24.7.2024,0
2,23,0.99,0.36,0.3,0.83,0.25,0.13,0.8,36.77,9.24,0.25,34.72,27.15,48.17,80.47,34.16,0.42,73.7,42.52,124.75,7/26/2024,T002604,23,4,DOP2 W3 Organoids T002604,2,Default Group,#999999,24.7.2024,0
2,24,1.07,0.45,0.37,0.82,0.32,0.13,0.97,42.38,12.62,0.3,38.32,29.24,61.92,110.26,41.06,0.37,111.3,64.23,154.82,7/26/2024,T002604,24,4,DOP2 W3 Organoids T002604,2,Default Group,#999999,24.7.2024,0
2,25,1.63,0.41,0.38,0.95,0.25,0.12,0.93,37.15,10.32,0.28,34.08,27.89,50.66,69.91,28.13,0.4,65.26,38.65,102.15,7/29/2024,T002604,1,9,DOP5 W3 Organoids T002604,5,Default Group,#999999,24.7.2024,0
2,26,2.1,0.31,0.25,0.83,0.23,0.13,0.5,39.22,12.48,0.32,35.3,28.45,53.75,61.53,28.19,0.46,55.39,32.42,97.66,7/29/2024,T002604,2,9,DOP5 W3 Organoids T002604,5,Default Group,#999999,24.7.2024,0
2,27,1.46,0.29,0.18,0.63,0.23,0.13,0.53,36.85,8.34,0.23,35.57,28.59,48.63,70.03,32.67,0.47,61.93,39.62,108.07,7/29/2024,T002604,3,9,DOP5 W3 Organoids T002604,5,Default Group,#999999,24.7.2024,0
2,28,2.04,0.42,0.42,0.99,0.27,0.13,0.97,36.69,10.58,0.29,33.31,27.11,51.68,68.07,27.28,0.4,64,37.9,100.98,7/29/2024,T002604,4,9,DOP5 W3 Organoids T002604,5,Default Group,#999999,24.7.2024,0
2,29,1.24,0.27,0.17,0.64,0.22,0.12,0.48,35.26,9.89,0.28,33.16,26.97,43.88,70.93,29.1,0.41,66.34,38.93,116.9,7/29/2024,T002604,5,9,DOP5 W3 Organoids T002604,5,Default Group,#999999,24.7.2024,0
2,30,0.48,0.33,0.21,0.63,0.28,0.13,0.62,37.19,9.3,0.25,34.88,28.42,49.94,61.04,32.06,0.53,61.67,15.96,98.8,7/29/2024,T002604,6,9,DOP5 W3 Organoids T002604,5,Default Group,#999999,24.7.2024,0
2,31,0.26,0.24,0.13,0.53,0.2,0.12,0.43,45.8,11.67,0.25,44.66,30.58,60.33,55.82,30.13,0.54,43.36,29.78,99.48,7/29/2024,T002604,7,9,DOP5 W3 Organoids T002604,5,Default Group,#999999,24.7.2024,0
2,32,0.65,0.71,1.23,1.74,0.17,0.12,3.31,32.23,5.58,0.17,32.03,26.89,38.24,79.73,38.82,0.49,82.04,32.91,123.9,7/29/2024,T002604,8,9,DOP5 W3 Organoids T002604,5,Default Group,#999999,24.7.2024,0
2,33,0.27,0.16,0.04,0.25,0.15,0.12,0.22,28.41,2.97,0.1,28.52,24.38,32.15,50.65,35.06,0.69,38.92,17.3,96.56,7/29/2024,T002604,9,9,DOP5 W3 Organoids T002604,5,Default Group,#999999,24.7.2024,0
2,34,0.3,0.93,0.56,0.6,1.08,0.12,1.56,31.11,5.83,0.19,28.26,25.85,38.87,98.16,17.52,0.18,100.32,78.78,113.38,7/29/2024,T002604,10,9,DOP5 W3 Organoids T002604,5,Default Group,#999999,24.7.2024,0
2,35,0.15,0.16,0.04,0.26,0.15,0.12,0.22,25.81,2.09,0.08,25.94,22.8,27.95,105.6,59.67,0.57,118.3,56.14,149.98,7/29/2024,T002604,11,9,DOP5 W3 Organoids T002604,5,Default Group,#999999,24.7.2024,0
2,36,0.03,0.13,0.01,0.11,0.12,0.12,0.14,28.98,2.02,0.07,29.14,27.15,30.69,N/A,N/A,N/A,N/A,N/A,N/A,7/29/2024,T002604,12,9,DOP5 W3 Organoids T002604,5,Default Group,#999999,24.7.2024,0
2,37,1.68,0.3,0.23,0.77,0.2,0.12,0.6,37.09,10.18,0.27,35.31,27.08,47.16,66,38.11,0.58,55.99,34.11,114.8,7/29/2024,T002604,13,9,DOP5 W3 Organoids T002604,5,Default Group,#999999,24.7.2024,0
2,38,0.86,0.52,0.56,1.08,0.28,0.13,1.58,41.23,10.91,0.26,40.16,30.32,53.66,71.33,33.68,0.47,68.72,32.27,113.94,7/29/2024,T002604,14,9,DOP5 W3 Organoids T002604,5,Default Group,#999999,24.7.2024,0
2,39,1.24,0.35,0.35,1.01,0.22,0.12,0.7,36.23,9.88,0.27,33.59,27.06,47.62,66.82,37.7,0.56,59,30,117.55,7/29/2024,T002604,15,9,DOP5 W3 Organoids T002604,5,Default Group,#999999,24.7.2024,0
2,40,1.08,0.27,0.17,0.63,0.2,0.12,0.45,39.79,11.01,0.28,36.22,29.33,55.56,76.25,45.55,0.6,72.14,27.04,147.11,7/29/2024,T002604,16,9,DOP5 W3 Organoids T002604,5,Default Group,#999999,24.7.2024,0
2,41,0.04,0.13,0.02,0.16,0.12,0.12,0.15,32.65,9.46,0.29,38.73,21.98,39.83,N/A,N/A,N/A,N/A,N/A,N/A,7/29/2024,T002604,17,9,DOP5 W3 Organoids T002604,5,Default Group,#999999,24.7.2024,0
2,42,0.14,1.5,0.8,0.53,1.73,0.12,2.21,43.94,7.89,0.18,47.16,30.35,49.56,85.07,9.75,0.11,83.38,72,93.34,7/29/2024,T002604,18,9,DOP5 W3 Organoids T002604,5,Default Group,#999999,24.7.2024,0
2,43,1.09,0.22,0.1,0.46,0.18,0.12,0.35,36.7,9.27,0.25,34.51,28.09,47.35,112.75,38.37,0.34,112.92,63.8,159.71,7/29/2024,T002604,19,9,DOP5 W3 Organoids T002604,5,Default Group,#999999,24.7.2024,0
2,44,0.32,0.27,0.14,0.52,0.25,0.13,0.42,32.94,4.48,0.14,32.1,28.95,38.28,87.93,45.2,0.51,80.7,34.01,150.95,7/29/2024,T002604,20,9,DOP5 W3 Organoids T002604,5,Default Group,#999999,24.7.2024,0
2,45,1.57,0.26,0.15,0.58,0.2,0.12,0.48,38.78,14.98,0.39,35.75,28.32,50.5,116.26,46.24,0.4,118.62,58.85,166.35,7/29/2024,T002604,21,9,DOP5 W3 Organoids T002604,5,Default Group,#999999,24.7.2024,0
2,46,0.24,0.14,0.03,0.18,0.13,0.12,0.18,35.56,7.27,0.2,33.03,27.71,47.07,80.8,72.63,0.9,49.5,25.38,160.46,7/29/2024,T002604,22,9,DOP5 W3 Organoids T002604,5,Default Group,#999999,24.7.2024,0
2,47,0.27,0.15,0.04,0.28,0.13,0.12,0.22,32.93,7.24,0.22,32.71,27.16,41.31,70.9,58.65,0.83,70.6,1.27,135.25,7/29/2024,T002604,23,9,DOP5 W3 Organoids T002604,5,Default Group,#999999,24.7.2024,0
2,48,0.12,0.84,0.33,0.4,0.98,0.3,1.13,60.44,9.63,0.16,61.62,58.62,63.98,107.17,21.56,0.2,106.52,82.76,121.86,7/29/2024,T002604,24,9,DOP5 W3 Organoids T002604,5,Default Group,#999999,24.7.2024,0
2,49,1.96,0.34,0.26,0.77,0.25,0.13,0.72,41.34,12.91,0.31,37.52,29.63,58.84,63.8,27.62,0.43,58.16,36.78,100.55,7/31/2024,T002604,1,12,DOP7 W3 Organoids T002604,7,Default Group,#999999,24.7.2024,0
2,50,2.38,0.28,0.21,0.76,0.2,0.12,0.58,42.3,16.65,0.39,37.95,30,57.05,66.2,27.54,0.42,60.42,35.21,103.24,7/31/2024,T002604,2,12,DOP7 W3 Organoids T002604,7,Default Group,#999999,24.7.2024,0
2,51,1.88,0.43,0.4,0.94,0.28,0.13,1.01,44.19,18.7,0.42,38.59,29.98,65.99,65.38,25.54,0.39,61.74,38.41,92.82,7/31/2024,T002604,3,12,DOP7 W3 Organoids T002604,7,Default Group,#999999,24.7.2024,0
2,52,2.26,0.32,0.22,0.68,0.25,0.13,0.63,43.2,16.54,0.38,38.58,29.65,63.28,65.18,26.38,0.4,60.34,35.44,97.05,7/31/2024,T002604,4,12,DOP7 W3 Organoids T002604,7,Default Group,#999999,24.7.2024,0
2,53,1.98,0.36,0.35,0.96,0.25,0.13,0.7,42.31,13.35,0.32,38.99,29.38,59.83,63.87,29.45,0.46,57.82,31.29,104.22,7/31/2024,T002604,5,12,DOP7 W3 Organoids T002604,7,Default Group,#999999,24.7.2024,0
2,54,0.65,0.4,0.35,0.88,0.28,0.13,0.87,41.88,15.92,0.38,36.99,27.79,68.12,68.68,28.49,0.41,66.6,37.19,103.93,7/31/2024,T002604,6,12,DOP7 W3 Organoids T002604,7,Default Group,#999999,24.7.2024,0
2,55,0.46,0.2,0.1,0.51,0.17,0.12,0.4,48.84,13.76,0.28,44.96,33.65,64.32,68.14,39.97,0.59,56.18,32.11,123.24,7/31/2024,T002604,7,12,DOP7 W3 Organoids T002604,7,Default Group,#999999,24.7.2024,0
2,56,0.88,0.56,1,1.79,0.18,0.12,3.07,38.66,14.09,0.36,33.16,28.02,59.15,66.62,30.28,0.45,63.52,32.12,98.21,7/31/2024,T002604,8,12,DOP7 W3 Organoids T002604,7,Default Group,#999999,24.7.2024,0
2,57,0.18,0.15,0.04,0.27,0.13,0.12,0.19,28.99,2.04,0.07,28.65,26.89,31.89,84.3,4.53,0.05,84.3,81.74,86.86,7/31/2024,T002604,9,12,DOP7 W3 Organoids T002604,7,Default Group,#999999,24.7.2024,0
2,58,0.29,0.96,0.51,0.53,1.21,0.16,1.46,31.24,5.85,0.19,27.85,25.23,38.79,102.16,35.5,0.35,103.11,76.06,123.2,7/31/2024,T002604,10,12,DOP7 W3 Organoids T002604,7,Default Group,#999999,24.7.2024,0
2,59,0.16,0.14,0.02,0.15,0.13,0.12,0.17,27.07,1.92,0.07,27.59,24.33,29.15,127.08,53.78,0.42,155.43,58.45,167.35,7/31/2024,T002604,11,12,DOP7 W3 Organoids T002604,7,Default Group,#999999,24.7.2024,0
2,60,0.02,0.14,0.03,0.21,0.12,0.12,0.16,30.88,2,0.06,31.87,29.23,32.13,N/A,N/A,N/A,N/A,N/A,N/A,7/31/2024,T002604,12,12,DOP7 W3 Organoids T002604,7,Default Group,#999999,24.7.2024,0
2,61,2.66,0.39,0.31,0.8,0.27,0.13,0.82,43.98,14.19,0.32,40.31,29.82,64.7,58.8,25.9,0.44,55.1,33.3,87.24,7/31/2024,T002604,13,12,DOP7 W3 Organoids T002604,7,Default Group,#999999,24.7.2024,0
2,62,1.2,0.49,0.5,1.02,0.32,0.12,0.9,42.65,16.26,0.38,38.97,29.68,56.64,69.58,33.98,0.49,60.84,33.83,117.91,7/31/2024,T002604,14,12,DOP7 W3 Organoids T002604,7,Default Group,#999999,24.7.2024,0
2,63,1.83,0.33,0.3,0.91,0.22,0.12,0.6,40.11,14.11,0.35,36.72,28.17,55.98,65.83,34.71,0.53,57.9,32.71,116.42,7/31/2024,T002604,15,12,DOP7 W3 Organoids T002604,7,Default Group,#999999,24.7.2024,0
2,64,1.89,0.29,0.26,0.89,0.2,0.12,0.54,41,12.29,0.3,37.09,29.89,56.91,58,35.53,0.61,44.84,22.4,113.15,7/31/2024,T002604,16,12,DOP7 W3 Organoids T002604,7,Default Group,#999999,24.7.2024,0
2,65,0.02,0.12,0.01,0.05,0.12,0.12,0.13,22.35,1.57,0.07,23.25,21.07,23.26,N/A,N/A,N/A,N/A,N/A,N/A,7/31/2024,T002604,17,12,DOP7 W3 Organoids T002604,7,Default Group,#999999,24.7.2024,0
2,66,0.11,2.05,0.35,0.17,2.01,1.57,2.53,48.07,1.98,0.04,48.46,45.36,49.81,94.53,10.71,0.11,92.78,85.45,107.25,7/31/2024,T002604,18,12,DOP7 W3 Organoids T002604,7,Default Group,#999999,24.7.2024,0
2,67,2.97,0.37,0.26,0.71,0.3,0.13,0.72,43.24,13.53,0.31,40.43,29.76,61.83,116.78,34.06,0.29,118.68,79.08,158.02,7/31/2024,T002604,19,12,DOP7 W3 Organoids T002604,7,Default Group,#999999,24.7.2024,0
2,68,1.11,0.24,0.14,0.56,0.2,0.12,0.43,41.33,14.04,0.34,37.12,29.86,57.71,59,27.98,0.47,53.53,30.23,100.72,7/31/2024,T002604,20,12,DOP7 W3 Organoids T002604,7,Default Group,#999999,24.7.2024,0
2,69,2.38,0.26,0.13,0.5,0.22,0.13,0.45,40.42,9.83,0.24,38.47,29.75,52.41,118.58,49.61,0.42,128.74,42.16,179.94,7/31/2024,T002604,21,12,DOP7 W3 Organoids T002604,7,Default Group,#999999,24.7.2024,0
2,70,0.41,0.21,0.11,0.52,0.17,0.12,0.33,48.38,16.13,0.33,46.29,31.68,64.63,115.04,53.79,0.47,105.7,57.22,189,7/31/2024,T002604,22,12,DOP7 W3 Organoids T002604,7,Default Group,#999999,24.7.2024,0
2,71,0.21,0.14,0.02,0.17,0.13,0.12,0.17,31.57,4.75,0.15,32.86,24.83,36.39,83.95,117.31,1.4,83.95,17.59,150.31,7/31/2024,T002604,23,12,DOP7 W3 Organoids T002604,7,Default Group,#999999,24.7.2024,0
2,72,0.2,0.54,0.39,0.73,0.52,0.12,1,44.85,18.7,0.42,59.09,22.9,62.77,118.12,43.23,0.37,120.82,74.96,162.02,7/31/2024,T002604,24,12,DOP7 W3 Organoids T002604,7,Default Group,#999999,24.7.2024,0
2,73,3.16,0.37,0.29,0.8,0.28,0.13,0.75,44.59,15.03,0.34,41.46,30.87,62.07,62.58,24.62,0.39,57.03,37.4,92.24,8/2/2024,T002604,1,15,DOP9 W3 Organoids T002604,9,Default Group,#999999,24.7.2024,0
2,74,3.15,0.36,0.31,0.85,0.25,0.13,0.65,48.16,17.94,0.37,43.25,31.32,73.07,59.99,27.12,0.45,54.63,32.6,93.93,8/2/2024,T002604,2,15,DOP9 W3 Organoids T002604,9,Default Group,#999999,24.7.2024,0
2,75,3.08,0.4,0.34,0.85,0.28,0.13,0.8,43.92,13.59,0.31,40.1,31.25,62.99,57.49,22.57,0.39,52.88,31.41,86.31,8/2/2024,T002604,3,15,DOP9 W3 Organoids T002604,9,Default Group,#999999,24.7.2024,0
2,76,3.41,0.4,0.32,0.81,0.3,0.13,0.78,45.46,15.3,0.34,41.5,30.15,65.67,66.33,27.65,0.42,60.82,36.53,100.42,8/2/2024,T002604,4,15,DOP9 W3 Organoids T002604,9,Default Group,#999999,24.7.2024,0
2,77,4.07,0.44,0.37,0.85,0.32,0.13,0.92,46.02,18.61,0.4,41.38,30,70,63.1,25.61,0.41,59.4,36.38,92.94,8/2/2024,T002604,5,15,DOP9 W3 Organoids T002604,9,Default Group,#999999,24.7.2024,0
2,78,1.24,0.72,0.67,0.94,0.47,0.13,1.66,48.97,18.52,0.38,43.43,31.4,74.94,60.6,20.9,0.34,57.9,38.39,88.06,8/2/2024,T002604,6,15,DOP9 W3 Organoids T002604,9,Default Group,#999999,24.7.2024,0
2,79,1,0.19,0.09,0.47,0.17,0.12,0.32,48.14,16.01,0.33,44.18,32.11,67.45,66.23,34.84,0.53,53.2,34.49,114.75,8/2/2024,T002604,7,15,DOP9 W3 Organoids T002604,9,Default Group,#999999,24.7.2024,0
2,80,2.16,0.42,0.64,1.52,0.23,0.13,0.67,39.81,10.94,0.27,36.25,29.11,54.8,62.05,30.42,0.49,53.52,30.78,100.4,8/2/2024,T002604,8,15,DOP9 W3 Organoids T002604,9,Default Group,#999999,24.7.2024,0
2,81,0.22,0.15,0.04,0.24,0.13,0.12,0.2,29.12,3.45,0.12,28.98,25.05,33.35,92.6,60.13,0.65,89.15,32.89,164.1,8/2/2024,T002604,9,15,DOP9 W3 Organoids T002604,9,Default Group,#999999,24.7.2024,0
2,82,0.26,0.98,0.44,0.45,1.14,0.19,1.46,31.79,6.13,0.19,29.16,25.61,39.09,102.59,18.72,0.18,104.85,75.48,123.32,8/2/2024,T002604,10,15,DOP9 W3 Organoids T002604,9,Default Group,#999999,24.7.2024,0
2,83,0.12,0.15,0.02,0.16,0.15,0.12,0.18,26.1,2.51,0.1,26.29,23.04,29.25,132.4,N/A,N/A,132.4,132.4,132.4,8/2/2024,T002604,11,15,DOP9 W3 Organoids T002604,9,Default Group,#999999,24.7.2024,0
2,84,0.01,0.13,N/A,N/A,0.13,0.13,0.13,30.82,N/A,N/A,30.82,30.82,30.82,N/A,N/A,N/A,N/A,N/A,N/A,8/2/2024,T002604,12,15,DOP9 W3 Organoids T002604,9,Default Group,#999999,24.7.2024,0
2,85,4.85,0.44,0.36,0.81,0.32,0.13,0.92,45.1,15.19,0.34,41.28,29.94,63.21,63.7,27.42,0.43,58.44,34.35,99.95,8/2/2024,T002604,13,15,DOP9 W3 Organoids T002604,9,Default Group,#999999,24.7.2024,0
2,86,2.72,0.36,0.36,1.02,0.23,0.12,0.67,42.73,14.81,0.35,38.31,29.66,62.14,67.31,29.84,0.44,61.02,35.32,105.15,8/2/2024,T002604,14,15,DOP9 W3 Organoids T002604,9,Default Group,#999999,24.7.2024,0
2,87,3.04,0.33,0.27,0.81,0.23,0.12,0.63,40.19,12.07,0.3,37.54,28.48,56.13,66.31,30.77,0.46,60.2,33.44,106.7,8/2/2024,T002604,15,15,DOP9 W3 Organoids T002604,9,Default Group,#999999,24.7.2024,0
2,88,3.14,0.34,0.31,0.9,0.25,0.12,0.66,39.65,10.81,0.27,36.72,29.05,55.07,58.6,32.71,0.56,50.15,23.97,104.44,8/2/2024,T002604,16,15,DOP9 W3 Organoids T002604,9,Default Group,#999999,24.7.2024,0
2,89,0.03,0.12,0,0,0.12,0.12,0.12,35.36,7.07,0.2,37.26,28.41,40.78,N/A,N/A,N/A,N/A,N/A,N/A,8/2/2024,T002604,17,15,DOP9 W3 Organoids T002604,9,Default Group,#999999,24.7.2024,0
2,90,0.12,1.7,0.7,0.41,1.81,0.86,2.2,45.77,6.5,0.14,48.34,37.8,49.92,84.18,11.45,0.14,78.59,72.95,100.73,8/2/2024,T002604,18,15,DOP9 W3 Organoids T002604,9,Default Group,#999999,24.7.2024,0
2,91,4.45,0.45,0.36,0.81,0.32,0.13,0.94,46.11,17.09,0.37,41.53,31.24,66.2,116.06,30.53,0.26,117.38,81.5,151.58,8/2/2024,T002604,19,15,DOP9 W3 Organoids T002604,9,Default Group,#999999,24.7.2024,0
2,92,3.31,0.48,0.43,0.91,0.32,0.13,1.11,46.05,16.54,0.36,41.6,31.54,67.99,59.88,23.63,0.39,56.75,34.11,89.7,8/2/2024,T002604,20,15,DOP9 W3 Organoids T002604,9,Default Group,#999999,24.7.2024,0
2,93,3.67,0.35,0.22,0.62,0.3,0.13,0.65,43.01,13.66,0.32,39.61,30.44,57.98,126.49,38.72,0.31,130,75.24,172.1,8/2/2024,T002604,21,15,DOP9 W3 Organoids T002604,9,Default Group,#999999,24.7.2024,0
2,94,0.47,0.19,0.07,0.4,0.17,0.12,0.28,52.53,19.66,0.37,47.1,31.82,76.97,116.58,53.44,0.46,109.35,61.16,196.32,8/2/2024,T002604,22,15,DOP9 W3 Organoids T002604,9,Default Group,#999999,24.7.2024,0
2,95,0.12,0.14,0.03,0.23,0.12,0.12,0.19,32.83,3.71,0.11,32.95,28.8,35.75,99.52,86.95,0.87,130.15,27.15,159.63,8/2/2024,T002604,23,15,DOP9 W3 Organoids T002604,9,Default Group,#999999,24.7.2024,0
2,96,0.13,0.77,0.37,0.49,0.85,0.13,1.16,55.2,14.26,0.26,61.06,27.74,63.8,108.26,17.59,0.16,111.03,83.89,126.4,8/2/2024,T002604,24,15,DOP9 W3 Organoids T002604,9,Default Group,#999999,24.7.2024,0
2,97,6.02,0.48,0.43,0.88,0.33,0.13,1.06,44.25,15.92,0.36,39.54,30.41,64.65,66.55,25.1,0.38,62.64,38.64,96.22,8/5/2024,T002604,1,17,DOP12 W3 Organoids T002604,12,Default Group,#999999,24.7.2024,0
2,98,5.49,0.48,0.43,0.9,0.33,0.13,0.98,46.13,15.84,0.34,41.81,30.86,68.3,63.91,26.89,0.42,58.74,35.89,101.48,8/5/2024,T002604,2,17,DOP12 W3 Organoids T002604,12,Default Group,#999999,24.7.2024,0
2,99,5.76,0.46,0.4,0.87,0.35,0.15,0.92,45.02,15.77,0.35,40.48,30.52,65.82,62.19,22.39,0.36,58.76,37.52,92.28,8/5/2024,T002604,3,17,DOP12 W3 Organoids T002604,12,Default Group,#999999,24.7.2024,0
2,100,5.8,0.43,0.32,0.75,0.32,0.15,0.82,45.08,16.36,0.36,40.58,30.65,63.27,63.19,24.55,0.39,58.7,37.03,94.94,8/5/2024,T002604,4,17,DOP12 W3 Organoids T002604,12,Default Group,#999999,24.7.2024,0
2,101,7.36,0.52,0.45,0.86,0.37,0.13,1.07,45.25,17.04,0.38,40.49,29.96,66.52,63.11,24.99,0.4,58.06,37.39,96.39,8/5/2024,T002604,5,17,DOP12 W3 Organoids T002604,12,Default Group,#999999,24.7.2024,0
2,102,2.37,0.76,0.66,0.88,0.5,0.13,1.77,42.22,12.44,0.29,39.86,29.21,57.38,69.98,29.08,0.42,64.26,41.85,105.53,8/5/2024,T002604,6,17,DOP12 W3 Organoids T002604,12,Default Group,#999999,24.7.2024,0
