Group,,activeArea,firingRate_mean,firingRate_std,firingRate_CV,firingRate_median,firingRate_P10,firingRate_P90,amplitude_mean,amplitude_std,amplitude_CV,amplitude_median,amplitude_P10,amplitude_P90,ISI_mean,ISI_std,ISI_CV,ISI_median,ISI_P10,ISI_P90,date,wellplateID,wellNo,runID,assayTag,div,wellGroupName,wellGroupColor,Plating Date,control
2,103,1.49,0.2,0.1,0.53,0.15,0.12,0.33,44.47,11.51,0.26,42.29,30.94,60.03,56.93,28.19,0.5,46.53,30.88,94.62,8/5/2024,T002604,7,17,DOP12 W3 Organoids T002604,12,Default Group,#999999,24.7.2024,0
2,104,3.34,0.36,0.5,1.39,0.22,0.13,0.63,39.61,11.74,0.3,36.39,29.11,53.75,62.63,28.19,0.45,57.44,31.13,100.58,8/5/2024,T002604,8,17,DOP12 W3 Organoids T002604,12,Default Group,#999999,24.7.2024,0
2,105,0.16,0.15,0.04,0.27,0.15,0.12,0.22,28.37,3.46,0.12,28.56,23.61,33.06,102.15,53.37,0.52,104.95,49.82,151.68,8/5/2024,T002604,9,17,DOP12 W3 Organoids T002604,12,Default Group,#999999,24.7.2024,0
2,106,0.25,1,0.45,0.45,1.15,0.19,1.41,32.27,5.99,0.19,29.23,26.02,39.35,93.27,22.01,0.24,99.12,64.73,118.65,8/5/2024,T002604,10,17,DOP12 W3 Organoids T002604,12,Default Group,#999999,24.7.2024,0
2,107,0.13,0.17,0.04,0.25,0.15,0.12,0.22,26.97,1.96,0.07,26.99,24.75,29.29,113.15,90.16,0.8,113.15,62.15,164.15,8/5/2024,T002604,11,17,DOP12 W3 Organoids T002604,12,Default Group,#999999,24.7.2024,0
2,108,0.02,0.14,0.03,0.21,0.12,0.12,0.16,29.59,0.92,0.03,29.8,28.83,30.27,76.85,N/A,N/A,76.85,76.85,76.85,8/5/2024,T002604,12,17,DOP12 W3 Organoids T002604,12,Default Group,#999999,24.7.2024,0
2,109,6.96,0.45,0.4,0.9,0.3,0.13,0.9,42.12,13.35,0.32,38.78,29.17,60.34,62.79,27.07,0.43,58.22,33.75,97.67,8/5/2024,T002604,13,17,DOP12 W3 Organoids T002604,12,Default Group,#999999,24.7.2024,0
2,110,3.8,0.42,0.41,0.98,0.27,0.12,0.9,42.81,16.21,0.38,38.12,29.87,59.35,66.52,30.97,0.47,60.37,32.46,107.15,8/5/2024,T002604,14,17,DOP12 W3 Organoids T002604,12,Default Group,#999999,24.7.2024,0
2,111,4.2,0.36,0.3,0.84,0.25,0.13,0.76,39.11,12.95,0.33,35.67,28.21,53.05,60.56,33.6,0.55,50.25,29.04,101.57,8/5/2024,T002604,15,17,DOP12 W3 Organoids T002604,12,Default Group,#999999,24.7.2024,0
2,112,3.57,0.35,0.28,0.82,0.25,0.13,0.7,37.86,9.32,0.25,35.75,29.06,50.28,62.06,33.05,0.53,51.05,30.54,106.71,8/5/2024,T002604,16,17,DOP12 W3 Organoids T002604,12,Default Group,#999999,24.7.2024,0
2,113,0.03,0.14,0.01,0.07,0.13,0.13,0.14,40.34,0.77,0.02,40.46,39.58,41,N/A,N/A,N/A,N/A,N/A,N/A,8/5/2024,T002604,17,17,DOP12 W3 Organoids T002604,12,Default Group,#999999,24.7.2024,0
2,114,0.12,1.71,0.66,0.39,1.58,1.17,2.53,46.16,5,0.11,47.07,44.51,49.67,91.9,21.36,0.23,88.67,74.31,104.14,8/5/2024,T002604,18,17,DOP12 W3 Organoids T002604,12,Default Group,#999999,24.7.2024,0
2,115,6.39,0.44,0.34,0.78,0.33,0.15,0.85,43.37,14.13,0.33,39.85,30.29,60.69,111.21,32.68,0.29,110.46,73.69,155.56,8/5/2024,T002604,19,17,DOP12 W3 Organoids T002604,12,Default Group,#999999,24.7.2024,0
2,116,7.06,0.54,0.43,0.81,0.38,0.15,1.18,44.09,15.22,0.35,39.64,30.29,64.53,61.73,25.07,0.41,56.3,36.46,93.37,8/5/2024,T002604,20,17,DOP12 W3 Organoids T002604,12,Default Group,#999999,24.7.2024,0
2,117,5.9,0.47,0.35,0.73,0.37,0.15,0.95,46.18,15.94,0.35,41.73,30.77,67.54,123.96,35.91,0.29,123.65,85.34,171.81,8/5/2024,T002604,21,17,DOP12 W3 Organoids T002604,12,Default Group,#999999,24.7.2024,0
2,118,1.39,0.21,0.09,0.44,0.18,0.12,0.37,50.36,17.81,0.35,46.31,32.28,73.11,105.64,55.2,0.52,116.1,31.45,175.27,8/5/2024,T002604,22,17,DOP12 W3 Organoids T002604,12,Default Group,#999999,24.7.2024,0
2,119,0.19,0.17,0.07,0.41,0.13,0.12,0.25,37.86,10.29,0.27,35.59,30.65,47.18,61.39,81.16,1.32,21.6,1.17,161.4,8/5/2024,T002604,23,17,DOP12 W3 Organoids T002604,12,Default Group,#999999,24.7.2024,0
2,120,0.12,0.77,0.32,0.42,0.88,0.26,1.06,57.16,11.93,0.21,60.4,44.06,63.62,117.32,24.49,0.21,112.07,89.92,148.61,8/5/2024,T002604,24,17,DOP12 W3 Organoids T002604,12,Default Group,#999999,24.7.2024,0
2,121,8.75,0.44,0.34,0.77,0.32,0.13,0.88,45.02,16.18,0.36,40.15,31.01,65.78,68.99,26.79,0.39,65.18,39.25,101.3,8/7/2024,T002604,1,20,DOP14 W3 Organoids T002604,14,Default Group,#999999,24.7.2024,0
2,122,6.91,0.42,0.34,0.8,0.3,0.13,0.94,46.75,15.96,0.34,42.36,32.04,66.08,66.02,29,0.44,60.91,35.13,104.77,8/7/2024,T002604,2,20,DOP14 W3 Organoids T002604,14,Default Group,#999999,24.7.2024,0
2,123,7.47,0.45,0.36,0.8,0.33,0.13,0.92,46.46,16.62,0.36,42.22,31.49,66.59,62.83,24.64,0.39,59.07,35.75,92,8/7/2024,T002604,3,20,DOP14 W3 Organoids T002604,14,Default Group,#999999,24.7.2024,0
2,124,8.31,0.49,0.43,0.88,0.33,0.13,1.05,44.95,14.5,0.32,41.22,31.4,64.67,64.72,24.58,0.38,61.2,37.65,97.2,8/7/2024,T002604,4,20,DOP14 W3 Organoids T002604,14,Default Group,#999999,24.7.2024,0
2,125,8.56,0.5,0.46,0.91,0.35,0.13,1.08,46.12,17.95,0.39,41.07,30.98,68.16,65.4,26.83,0.41,60.73,36.84,97.41,8/7/2024,T002604,5,20,DOP14 W3 Organoids T002604,14,Default Group,#999999,24.7.2024,0
2,126,3.73,0.67,0.57,0.85,0.47,0.15,1.52,45.7,16.3,0.36,41,30.78,68.55,75.13,28.17,0.37,70.61,44.45,109.83,8/7/2024,T002604,6,20,DOP14 W3 Organoids T002604,14,Default Group,#999999,24.7.2024,0
2,127,2.6,0.19,0.09,0.45,0.17,0.12,0.28,50.66,17.97,0.35,45.96,33.81,71.75,50.59,24.86,0.49,42.47,29.77,79.89,8/7/2024,T002604,7,20,DOP14 W3 Organoids T002604,14,Default Group,#999999,24.7.2024,0
2,128,5.02,0.43,0.48,1.13,0.25,0.13,0.92,40.79,12.26,0.3,37.86,30.14,54.36,63.69,32.5,0.51,55.14,30.67,100.54,8/7/2024,T002604,8,20,DOP14 W3 Organoids T002604,14,Default Group,#999999,24.7.2024,0
2,129,0.15,0.15,0.03,0.22,0.13,0.12,0.18,30.36,1.77,0.06,29.91,28.58,33.05,116.41,39.35,0.34,123.15,78.31,149.13,8/7/2024,T002604,9,20,DOP14 W3 Organoids T002604,14,Default Group,#999999,24.7.2024,0
2,130,0.31,0.8,0.51,0.63,0.9,0.12,1.38,31.84,5.66,0.18,29.06,26.18,39.48,100.85,28.58,0.28,103.02,74.85,128.1,8/7/2024,T002604,10,20,DOP14 W3 Organoids T002604,14,Default Group,#999999,24.7.2024,0
2,131,0.1,0.15,0.06,0.37,0.13,0.12,0.2,27.09,2.88,0.11,27.14,23.43,30.46,65.9,36.7,0.56,55.15,38.84,101.56,8/7/2024,T002604,11,20,DOP14 W3 Organoids T002604,14,Default Group,#999999,24.7.2024,0
2,132,0.01,0.12,N/A,N/A,0.12,0.12,0.12,31.92,N/A,N/A,31.92,31.92,31.92,N/A,N/A,N/A,N/A,N/A,N/A,8/7/2024,T002604,12,20,DOP14 W3 Organoids T002604,14,Default Group,#999999,24.7.2024,0
2,133,9.37,0.43,0.4,0.93,0.3,0.13,0.86,44.2,17.06,0.39,38.9,30.38,63.8,64.5,27.93,0.43,59.68,33.89,99.5,8/7/2024,T002604,13,20,DOP14 W3 Organoids T002604,14,Default Group,#999999,24.7.2024,0
2,134,5.21,0.37,0.33,0.88,0.25,0.13,0.72,42.12,15.01,0.36,38.16,29.62,58.46,67.78,30.27,0.45,61.77,35.9,109.5,8/7/2024,T002604,14,20,DOP14 W3 Organoids T002604,14,Default Group,#999999,24.7.2024,0
2,135,6.76,0.36,0.31,0.86,0.25,0.13,0.81,39.28,11.3,0.29,36.09,29.16,52.12,56.49,30.5,0.54,48.48,27.71,97.94,8/7/2024,T002604,15,20,DOP14 W3 Organoids T002604,14,Default Group,#999999,24.7.2024,0
2,136,2.79,0.29,0.22,0.75,0.22,0.12,0.57,37.07,7.95,0.21,35.18,29.02,48.21,55.91,33.95,0.61,45.26,24.05,106.78,8/7/2024,T002604,16,20,DOP14 W3 Organoids T002604,14,Default Group,#999999,24.7.2024,0
2,137,0.02,0.12,0,0,0.12,0.12,0.12,38.76,0.31,0.01,38.76,38.58,38.94,N/A,N/A,N/A,N/A,N/A,N/A,8/7/2024,T002604,17,20,DOP14 W3 Organoids T002604,14,Default Group,#999999,24.7.2024,0
2,138,0.11,2.34,0.16,0.07,2.34,2.15,2.53,51.41,1.84,0.04,51.47,49.17,54.17,88.08,7.69,0.09,90.83,78.12,93.62,8/7/2024,T002604,18,20,DOP14 W3 Organoids T002604,14,Default Group,#999999,24.7.2024,0
2,139,8.24,0.47,0.39,0.82,0.35,0.13,0.93,46.28,17.13,0.37,41.68,31.28,67.55,112.67,31.67,0.28,112.38,75.11,152.82,8/7/2024,T002604,19,20,DOP14 W3 Organoids T002604,14,Default Group,#999999,24.7.2024,0
2,140,8.78,0.44,0.36,0.83,0.32,0.13,0.95,47.53,17.92,0.38,42.72,31.74,69.77,62.99,23.55,0.37,59.97,36.1,93.15,8/7/2024,T002604,20,20,DOP14 W3 Organoids T002604,14,Default Group,#999999,24.7.2024,0
2,141,7.76,0.45,0.31,0.68,0.37,0.13,0.85,49.21,18,0.37,44.19,32.51,72.25,119.02,36.56,0.31,120.48,75,162.16,8/7/2024,T002604,21,20,DOP14 W3 Organoids T002604,14,Default Group,#999999,24.7.2024,0
2,142,1.5,0.2,0.08,0.41,0.18,0.12,0.33,50.95,17.51,0.34,46.25,35.07,70.53,120.17,49.74,0.41,123.87,57.02,184.7,8/7/2024,T002604,22,20,DOP14 W3 Organoids T002604,14,Default Group,#999999,24.7.2024,0
2,143,0.08,0.2,0.1,0.48,0.16,0.12,0.33,37.26,6.66,0.18,35.52,31.16,44.94,40.4,N/A,N/A,40.4,40.4,40.4,8/7/2024,T002604,23,20,DOP14 W3 Organoids T002604,14,Default Group,#999999,24.7.2024,0
2,144,0.13,0.71,0.31,0.44,0.81,0.2,1.01,54.82,13.01,0.24,60.32,28.79,62.66,107.71,26.83,0.25,118.51,73.52,132.45,8/7/2024,T002604,24,20,DOP14 W3 Organoids T002604,14,Default Group,#999999,24.7.2024,0
2,145,8.95,0.35,0.25,0.72,0.28,0.13,0.66,44.57,15.3,0.34,40.38,31.32,62.09,64.27,29.41,0.46,58.76,34.55,99.81,8/9/2024,T002604,1,23,DOP16 W3 Organoids T002604,16,Default Group,#999999,24.7.2024,0
2,146,6.85,0.35,0.27,0.77,0.26,0.13,0.64,48.6,17.99,0.37,43.68,32.33,72.08,62.49,26.53,0.42,57.16,35.16,94.69,8/9/2024,T002604,2,23,DOP16 W3 Organoids T002604,16,Default Group,#999999,24.7.2024,0
2,147,7.42,0.34,0.22,0.66,0.26,0.13,0.66,46.93,17.61,0.38,41.96,31.42,69.69,65.91,27.61,0.42,60.21,38.74,99.1,8/9/2024,T002604,3,23,DOP16 W3 Organoids T002604,16,Default Group,#999999,24.7.2024,0
2,148,9.24,0.4,0.33,0.83,0.28,0.13,0.81,43.94,14.99,0.34,39.77,31.05,62.29,65.24,26.47,0.41,61.29,34.84,101.45,8/9/2024,T002604,4,23,DOP16 W3 Organoids T002604,16,Default Group,#999999,24.7.2024,0
2,149,7.93,0.37,0.29,0.76,0.28,0.13,0.71,45.68,15.87,0.35,41.47,32.03,64,63.62,26.16,0.41,59.81,33.9,96.83,8/9/2024,T002604,5,23,DOP16 W3 Organoids T002604,16,Default Group,#999999,24.7.2024,0
2,150,4.01,0.45,0.34,0.76,0.35,0.13,0.87,44.29,14.57,0.33,40.13,31.05,64.42,70.56,26.81,0.38,66.91,40.81,104.58,8/9/2024,T002604,6,23,DOP16 W3 Organoids T002604,16,Default Group,#999999,24.7.2024,0
2,151,5.16,0.23,0.13,0.55,0.18,0.12,0.4,44.96,14.69,0.33,40.38,31.43,64.47,58.92,30.1,0.51,51.02,30.52,100.04,8/9/2024,T002604,7,23,DOP16 W3 Organoids T002604,16,Default Group,#999999,24.7.2024,0
2,152,5.29,0.34,0.37,1.07,0.23,0.12,0.63,41.72,12.69,0.3,37.85,30.2,58.32,60.55,29.9,0.49,52.53,31.52,101.54,8/9/2024,T002604,8,23,DOP16 W3 Organoids T002604,16,Default Group,#999999,24.7.2024,0
2,153,0.52,0.16,0.04,0.24,0.15,0.12,0.22,39.54,13.28,0.34,36.73,29.4,51.1,53.84,31.04,0.58,45.65,22.3,92.45,8/9/2024,T002604,9,23,DOP16 W3 Organoids T002604,16,Default Group,#999999,24.7.2024,0
2,154,0.29,0.86,0.47,0.54,0.93,0.15,1.4,32.19,5.71,0.18,29.55,26.32,39.45,102.32,27.14,0.27,104.72,79.12,127.76,8/9/2024,T002604,10,23,DOP16 W3 Organoids T002604,16,Default Group,#999999,24.7.2024,0
2,155,0.07,0.18,0.06,0.35,0.15,0.12,0.24,26.59,2.04,0.08,25.52,24.99,29.69,163.87,29.27,0.18,154.8,143.12,188.24,8/9/2024,T002604,11,23,DOP16 W3 Organoids T002604,16,Default Group,#999999,24.7.2024,0
2,156,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,8/9/2024,T002604,12,23,DOP16 W3 Organoids T002604,16,Default Group,#999999,24.7.2024,0
2,157,9.77,0.39,0.35,0.9,0.27,0.13,0.77,43.48,14.95,0.34,39.65,30.87,60.11,61.35,28.48,0.46,55.45,31.49,97.58,8/9/2024,T002604,13,23,DOP16 W3 Organoids T002604,16,Default Group,#999999,24.7.2024,0
2,158,6.11,0.38,0.34,0.89,0.25,0.13,0.75,43.25,15.32,0.35,38.64,30.23,60.22,60.67,27.85,0.46,55.3,29.97,96.55,8/9/2024,T002604,14,23,DOP16 W3 Organoids T002604,16,Default Group,#999999,24.7.2024,0
2,159,8.91,0.36,0.27,0.73,0.27,0.13,0.72,40.01,11.61,0.29,37.14,29.89,54.58,56.12,30.94,0.55,47.57,28.82,95.42,8/9/2024,T002604,15,23,DOP16 W3 Organoids T002604,16,Default Group,#999999,24.7.2024,0
2,160,4.06,0.32,0.25,0.79,0.22,0.12,0.68,38.75,10.63,0.27,35.66,29.15,52.62,54.94,33.08,0.6,44.16,25.37,101.89,8/9/2024,T002604,16,23,DOP16 W3 Organoids T002604,16,Default Group,#999999,24.7.2024,0
2,161,0.01,0.13,N/A,N/A,0.13,0.13,0.13,38.37,N/A,N/A,38.37,38.37,38.37,193.2,N/A,N/A,193.2,193.2,193.2,8/9/2024,T002604,17,23,DOP16 W3 Organoids T002604,16,Default Group,#999999,24.7.2024,0
2,162,0.11,1.65,0.32,0.19,1.56,1.39,2.1,48.42,2.02,0.04,48.5,45.51,50.78,81.69,7.66,0.09,81.11,73.08,91.75,8/9/2024,T002604,18,23,DOP16 W3 Organoids T002604,16,Default Group,#999999,24.7.2024,0
2,163,8.94,0.41,0.29,0.71,0.33,0.13,0.77,46.67,17.72,0.38,42.16,32.03,66.22,116.28,32.26,0.28,116.19,78.48,155.3,8/9/2024,T002604,19,23,DOP16 W3 Organoids T002604,16,Default Group,#999999,24.7.2024,0
2,164,9.17,0.44,0.34,0.77,0.33,0.13,0.88,46.82,17.04,0.36,41.95,32.07,67.42,65.14,27.2,0.42,59.36,37.45,99.05,8/9/2024,T002604,20,23,DOP16 W3 Organoids T002604,16,Default Group,#999999,24.7.2024,0
2,165,9.78,0.5,0.34,0.68,0.4,0.15,0.98,51.34,19.8,0.39,46.49,34.02,75.2,115.75,35.05,0.3,115.1,77.43,160.59,8/9/2024,T002604,21,23,DOP16 W3 Organoids T002604,16,Default Group,#999999,24.7.2024,0
2,166,4.34,0.3,0.19,0.61,0.25,0.13,0.57,58.91,25.98,0.44,51.64,35.45,88.24,99.26,45.13,0.45,100.92,40.21,165.07,8/9/2024,T002604,22,23,DOP16 W3 Organoids T002604,16,Default Group,#999999,24.7.2024,0
2,167,0.05,0.13,0.02,0.14,0.13,0.12,0.16,39.41,8.53,0.22,36.31,32.61,47.94,108.4,N/A,N/A,108.4,108.4,108.4,8/9/2024,T002604,23,23,DOP16 W3 Organoids T002604,16,Default Group,#999999,24.7.2024,0
2,168,0.12,0.8,0.26,0.32,0.85,0.49,1.07,59.38,9.4,0.16,61.44,60.71,62.64,103.12,17.95,0.17,99,90.03,120.36,8/9/2024,T002604,24,23,DOP16 W3 Organoids T002604,16,Default Group,#999999,24.7.2024,0
2,169,9.58,0.4,0.33,0.83,0.3,0.13,0.76,42.84,12.61,0.29,39.74,31.41,59.57,64.49,28.83,0.45,58.52,33.97,101.91,8/12/2024,T002604,1,25,DOP18 W3 Organoids T002604,19,Default Group,#999999,24.7.2024,0
2,170,6.14,0.39,0.32,0.81,0.28,0.13,0.84,44.49,14.81,0.33,40.44,31.88,61.48,66.87,29.96,0.45,60.79,32.78,107.35,8/12/2024,T002604,2,25,DOP18 W3 Organoids T002604,19,Default Group,#999999,24.7.2024,0
2,171,6.11,0.35,0.27,0.76,0.27,0.13,0.72,44.13,14.76,0.33,39.48,31.12,63.17,69.57,30.91,0.44,63.41,36.52,111.55,8/12/2024,T002604,3,25,DOP18 W3 Organoids T002604,19,Default Group,#999999,24.7.2024,0
2,172,9.58,0.39,0.3,0.76,0.3,0.13,0.8,42.04,12.63,0.3,38.74,31.03,56.52,61.96,27.82,0.45,56.92,32.01,94.65,8/12/2024,T002604,4,25,DOP18 W3 Organoids T002604,19,Default Group,#999999,24.7.2024,0
2,173,7.64,0.4,0.33,0.82,0.28,0.13,0.83,44.18,14.51,0.33,40.28,31.4,60.1,63.62,27.89,0.44,57.92,33.78,98.38,8/12/2024,T002604,5,25,DOP18 W3 Organoids T002604,19,Default Group,#999999,24.7.2024,0
2,174,4.2,0.43,0.34,0.79,0.32,0.13,0.93,42.1,13.74,0.33,37.95,30.43,59.47,68.63,30.74,0.45,63.23,37.49,108.59,8/12/2024,T002604,6,25,DOP18 W3 Organoids T002604,19,Default Group,#999999,24.7.2024,0
2,175,7.16,0.28,0.19,0.68,0.22,0.12,0.48,41.48,13.89,0.33,37.5,29.5,58.45,60.72,28.14,0.46,53,34.42,100.19,8/12/2024,T002604,7,25,DOP18 W3 Organoids T002604,19,Default Group,#999999,24.7.2024,0
2,176,6.85,0.39,0.36,0.92,0.27,0.13,0.77,41.3,11.89,0.29,38.17,30.5,56.72,60.09,29.62,0.49,53.83,31.43,98.83,8/12/2024,T002604,8,25,DOP18 W3 Organoids T002604,19,Default Group,#999999,24.7.2024,0
2,177,2.3,0.21,0.09,0.43,0.18,0.12,0.35,41.34,11.34,0.27,38.14,30.78,55.81,56.85,31.38,0.55,46.03,29.94,92.31,8/12/2024,T002604,9,25,DOP18 W3 Organoids T002604,19,Default Group,#999999,24.7.2024,0
2,178,0.34,0.7,0.46,0.66,0.78,0.13,1.27,34.8,7.73,0.22,34.03,26.96,42.32,104.22,24.19,0.23,109.84,75.43,128.7,8/12/2024,T002604,10,25,DOP18 W3 Organoids T002604,19,Default Group,#999999,24.7.2024,0
2,179,0.04,0.19,0.02,0.12,0.18,0.17,0.22,27.21,0.91,0.03,27.46,26.23,28.06,194.1,N/A,N/A,194.1,194.1,194.1,8/12/2024,T002604,11,25,DOP18 W3 Organoids T002604,19,Default Group,#999999,24.7.2024,0
2,180,0.02,0.12,0,0,0.12,0.12,0.12,31.16,2.42,0.08,31.16,29.79,32.53,194.3,N/A,N/A,194.3,194.3,194.3,8/12/2024,T002604,12,25,DOP18 W3 Organoids T002604,19,Default Group,#999999,24.7.2024,0
2,181,8.57,0.4,0.37,0.94,0.27,0.13,0.8,42.86,14.66,0.34,38.07,30.85,60.41,62.08,30.91,0.5,55.8,29.62,101.59,8/12/2024,T002604,13,25,DOP18 W3 Organoids T002604,19,Default Group,#999999,24.7.2024,0
2,182,6.75,0.39,0.35,0.9,0.25,0.13,0.82,40.22,12.41,0.31,36.6,29.7,54.33,62.42,28.79,0.46,56.93,31.19,103.87,8/12/2024,T002604,14,25,DOP18 W3 Organoids T002604,19,Default Group,#999999,24.7.2024,0
2,183,11.03,0.38,0.25,0.67,0.3,0.13,0.72,40.44,11.76,0.29,37.68,30.1,53.54,55.82,29.64,0.53,47.2,28.16,95.87,8/12/2024,T002604,15,25,DOP18 W3 Organoids T002604,19,Default Group,#999999,24.7.2024,0
2,184,3.74,0.31,0.25,0.8,0.23,0.12,0.6,38.88,10.14,0.26,35.88,29.67,52.38,60.44,34.94,0.58,50.34,27.01,107.11,8/12/2024,T002604,16,25,DOP18 W3 Organoids T002604,19,Default Group,#999999,24.7.2024,0
2,185,0.02,0.16,0.02,0.15,0.17,0.14,0.17,39.73,1.2,0.03,39.7,38.78,40.69,94.6,12.45,0.13,94.6,87.56,101.64,8/12/2024,T002604,17,25,DOP18 W3 Organoids T002604,19,Default Group,#999999,24.7.2024,0
2,186,0.11,1.46,0.27,0.18,1.42,1.14,1.72,51.11,2.68,0.05,50.96,49.67,53.4,96.12,15.03,0.16,95.38,81.98,110.27,8/12/2024,T002604,18,25,DOP18 W3 Organoids T002604,19,Default Group,#999999,24.7.2024,0
2,187,6.86,0.3,0.2,0.67,0.23,0.13,0.57,45.14,17.07,0.38,40.49,31.18,63.54,109.32,39.06,0.36,107.84,59.44,160.84,8/12/2024,T002604,19,25,DOP18 W3 Organoids T002604,19,Default Group,#999999,24.7.2024,0
2,188,10.93,0.45,0.4,0.91,0.32,0.13,0.86,44.48,14.63,0.33,40.47,31.45,63.37,67.87,27.69,0.41,63.3,36.94,100.24,8/12/2024,T002604,20,25,DOP18 W3 Organoids T002604,19,Default Group,#999999,24.7.2024,0
2,189,11.36,0.46,0.32,0.7,0.37,0.15,0.91,52.21,21.51,0.41,45.74,33.82,77.45,114.41,34.06,0.3,113.83,75.78,158.53,8/12/2024,T002604,21,25,DOP18 W3 Organoids T002604,19,Default Group,#999999,24.7.2024,0
2,190,3.78,0.24,0.12,0.52,0.2,0.12,0.42,56.15,22.86,0.41,50.75,35.27,85.38,101.41,52.95,0.52,103.3,21.22,169.68,8/12/2024,T002604,22,25,DOP18 W3 Organoids T002604,19,Default Group,#999999,24.7.2024,0
2,191,0.02,0.13,0,0,0.13,0.13,0.13,33.29,2.15,0.06,33.29,32.07,34.51,N/A,N/A,N/A,N/A,N/A,N/A,8/12/2024,T002604,23,25,DOP18 W3 Organoids T002604,19,Default Group,#999999,24.7.2024,0
2,192,0.12,0.82,0.27,0.33,0.87,0.46,1.02,58.2,9.64,0.17,60.82,57.69,62.16,107.54,24.83,0.23,116.89,80.98,126.75,8/12/2024,T002604,24,25,DOP18 W3 Organoids T002604,19,Default Group,#999999,24.7.2024,0
2,193,9.14,0.38,0.28,0.75,0.28,0.13,0.77,44.94,15.88,0.35,40.62,31.18,62.94,61.44,33.11,0.54,53.71,27.55,106.54,8/14/2024,T002604,1,28,DOP20 W3 Organoids T002604,21,Default Group,#999999,24.7.2024,0
2,194,5.53,0.42,0.34,0.81,0.3,0.13,0.85,46.08,14.26,0.31,42.36,33.34,63.17,65.7,32.68,0.5,58.1,33.7,112.33,8/14/2024,T002604,2,28,DOP20 W3 Organoids T002604,21,Default Group,#999999,24.7.2024,0
2,195,5.52,0.34,0.24,0.71,0.25,0.13,0.67,45.18,15.05,0.33,41.58,32,61.83,65.58,28.93,0.44,59.97,33.65,106.47,8/14/2024,T002604,3,28,DOP20 W3 Organoids T002604,21,Default Group,#999999,24.7.2024,0
2,196,10.51,0.4,0.32,0.8,0.3,0.13,0.8,41.86,13.18,0.31,38.25,31.18,56.15,62.49,31.4,0.5,56.78,27.71,103.14,8/14/2024,T002604,4,28,DOP20 W3 Organoids T002604,21,Default Group,#999999,24.7.2024,0
2,197,7.75,0.41,0.38,0.93,0.28,0.13,0.82,46.28,15.58,0.34,42.2,32.56,64.82,63.57,30.12,0.47,57.44,30.75,103.24,8/14/2024,T002604,5,28,DOP20 W3 Organoids T002604,21,Default Group,#999999,24.7.2024,0
2,198,4.55,0.46,0.35,0.77,0.35,0.13,0.95,43.36,14.06,0.32,38.94,31.59,60.9,72,31.63,0.44,66.83,37.46,116.54,8/14/2024,T002604,6,28,DOP20 W3 Organoids T002604,21,Default Group,#999999,24.7.2024,0
2,199,7.5,0.27,0.19,0.68,0.22,0.12,0.48,42.63,14.05,0.33,38.63,30.67,59.53,60.82,30.15,0.5,52,33.9,102.8,8/14/2024,T002604,7,28,DOP20 W3 Organoids T002604,21,Default Group,#999999,24.7.2024,0
2,200,9.84,0.47,0.41,0.87,0.33,0.13,0.99,46.17,15.12,0.33,41.98,32.17,66.31,55.37,27.67,0.5,48.42,29.08,90.28,8/14/2024,T002604,8,28,DOP20 W3 Organoids T002604,21,Default Group,#999999,24.7.2024,0
2,201,3.28,0.26,0.15,0.57,0.2,0.12,0.48,44.05,14.08,0.32,40.54,31.78,61.7,54.92,31.66,0.58,44.82,26.6,97.5,8/14/2024,T002604,9,28,DOP20 W3 Organoids T002604,21,Default Group,#999999,24.7.2024,0
2,202,0.59,0.48,0.43,0.88,0.27,0.12,1.21,38.99,12.31,0.32,38.3,27.13,49.32,92.77,30.14,0.32,103.74,46.8,124.23,8/14/2024,T002604,10,28,DOP20 W3 Organoids T002604,21,Default Group,#999999,24.7.2024,0
2,203,0.06,0.15,0.03,0.19,0.15,0.13,0.19,26.75,1.18,0.04,26.79,25.49,27.93,83.2,0.14,0,83.2,83.12,83.28,8/14/2024,T002604,11,28,DOP20 W3 Organoids T002604,21,Default Group,#999999,24.7.2024,0
2,204,0.01,0.13,N/A,N/A,0.13,0.13,0.13,27.51,N/A,N/A,27.51,27.51,27.51,N/A,N/A,N/A,N/A,N/A,N/A,8/14/2024,T002604,12,28,DOP20 W3 Organoids T002604,21,Default Group,#999999,24.7.2024,0
2,205,8.37,0.44,0.43,0.98,0.3,0.13,0.9,44.76,15.68,0.35,40.17,31.88,64.04,62.63,31.89,0.51,54.7,32.05,105.32,8/14/2024,T002604,13,28,DOP20 W3 Organoids T002604,21,Default Group,#999999,24.7.2024,0
2,206,7.39,0.39,0.37,0.94,0.25,0.12,0.78,41.2,13.25,0.32,37.49,29.9,57.28,58.5,29.07,0.5,49.32,31.48,100.22,8/14/2024,T002604,14,28,DOP20 W3 Organoids T002604,21,Default Group,#999999,24.7.2024,0
2,207,14.93,0.5,0.38,0.77,0.38,0.15,1,45.31,15.2,0.34,41.1,32.39,63.78,53.95,27.9,0.52,46.92,28.16,89.51,8/14/2024,T002604,15,28,DOP20 W3 Organoids T002604,21,Default Group,#999999,24.7.2024,0
