Group,,instance,neuron,branch,branchLen,branchConductionVel,conductionVelFit,latFromInitSite,distFromInitSite,totNoSpikes,neuronFiringRate,isiViolationRate,fisherProjectionDistance,silhouetteScore,spikesNoPerConfig_mean,completeness,date,wellplateID,wellNo,runID,assayTag,div,wellGroupName,wellGroupColor,Cell Type,Media Type,Plating Date,control
Group,Instance,Instance,,,Branch Length,Branch Conduction Velocity,Conduction Velocity Fit,Latency From Initiation Site,Distance From Initiation Site,Total Number of Spikes,Neuron Firing Rate,ISI Violation Rate,Fisher Projection Distance,Silhouette Score,Mean Number Spikes per Config,Footprint Completeness,Date,Wellplate ID,Well Number,Assay Run ID,Assay Tag,DIV,Well Group Name,Well Group Color,,,,Control
1,358,49,37,8,98.9,0.392,0.998,0,17.5,353,0.42,0,22,0.7,25,0.93,5/7/2024,M04632,1,79,DOP13 W3 Organoids M04632,13,Default Group,#999999,N/A,N/A,24.4.2024,0
1,359,51,2,1,512.9,0.486,0.997,0.1,106.4,322,0.38,46.66,1.03,-0.35,23,0.86,5/7/2024,M04632,3,79,DOP13 W3 Organoids M04632,13,Default Group,#999999,N/A,N/A,24.4.2024,0
1,360,51,2,2,266.7,0.473,0.999,0.6,302.1,322,0.38,46.66,1.03,-0.35,23,0.86,5/7/2024,M04632,3,79,DOP13 W3 Organoids M04632,13,Default Group,#999999,N/A,N/A,24.4.2024,0
1,361,51,2,3,147,0.355,0.989,0.4,247.5,322,0.38,46.66,1.03,-0.35,23,0.86,5/7/2024,M04632,3,79,DOP13 W3 Organoids M04632,13,Default Group,#999999,N/A,N/A,24.4.2024,0
1,362,51,2,4,262.6,0.445,0.999,0.1,133.3,322,0.38,46.66,1.03,-0.35,23,0.86,5/7/2024,M04632,3,79,DOP13 W3 Organoids M04632,13,Default Group,#999999,N/A,N/A,24.4.2024,0
1,363,51,4,1,237.3,0.317,0.995,0.6,407,212,0.25,0,16.29,0.75,15,0.79,5/7/2024,M04632,3,79,DOP13 W3 Organoids M04632,13,Default Group,#999999,N/A,N/A,24.4.2024,0
1,364,51,4,2,211.2,0.522,0.998,0.7,377.8,212,0.25,0,16.29,0.75,15,0.79,5/7/2024,M04632,3,79,DOP13 W3 Organoids M04632,13,Default Group,#999999,N/A,N/A,24.4.2024,0
1,365,51,4,3,340.7,0.427,0.996,0.25,199.5,212,0.25,0,16.29,0.75,15,0.79,5/7/2024,M04632,3,79,DOP13 W3 Organoids M04632,13,Default Group,#999999,N/A,N/A,24.4.2024,0
1,366,51,4,4,237.9,0.418,0.996,0.4,233.5,212,0.25,0,16.29,0.75,15,0.79,5/7/2024,M04632,3,79,DOP13 W3 Organoids M04632,13,Default Group,#999999,N/A,N/A,24.4.2024,0
1,367,51,4,5,129.7,0.541,0.991,0.6,407,212,0.25,0,16.29,0.75,15,0.79,5/7/2024,M04632,3,79,DOP13 W3 Organoids M04632,13,Default Group,#999999,N/A,N/A,24.4.2024,0
1,368,51,4,6,102,0.492,0.993,0.65,319.3,212,0.25,0,16.29,0.75,15,0.79,5/7/2024,M04632,3,79,DOP13 W3 Organoids M04632,13,Default Group,#999999,N/A,N/A,24.4.2024,0
1,369,51,4,7,354.2,0.451,0.996,0,24.7,212,0.25,0,16.29,0.75,15,0.79,5/7/2024,M04632,3,79,DOP13 W3 Organoids M04632,13,Default Group,#999999,N/A,N/A,24.4.2024,0
1,370,51,4,8,151.4,0.336,0.984,0,0,212,0.25,0,16.29,0.75,15,0.79,5/7/2024,M04632,3,79,DOP13 W3 Organoids M04632,13,Default Group,#999999,N/A,N/A,24.4.2024,0
1,371,51,7,1,102,0.404,0.996,0.25,35,160,0.19,0,13.25,0.66,11,0.64,5/7/2024,M04632,3,79,DOP13 W3 Organoids M04632,13,Default Group,#999999,N/A,N/A,24.4.2024,0
1,372,51,11,1,116.4,0.384,0.998,0.35,35,294,0.35,0,2.15,0.41,21,1,5/7/2024,M04632,3,79,DOP13 W3 Organoids M04632,13,Default Group,#999999,N/A,N/A,24.4.2024,0
1,373,51,18,1,172,0.431,0.995,0.2,112.1,345,0.41,0,12.43,0.59,24,1,5/7/2024,M04632,3,79,DOP13 W3 Organoids M04632,13,Default Group,#999999,N/A,N/A,24.4.2024,0
1,374,51,19,1,172,0.415,0.992,0.5,1596.2,515,0.61,0,14.58,0.65,36,1,5/7/2024,M04632,3,79,DOP13 W3 Organoids M04632,13,Default Group,#999999,N/A,N/A,24.4.2024,0
1,375,51,19,2,119.5,0.597,0.998,0.65,1754.3,515,0.61,0,14.58,0.65,36,1,5/7/2024,M04632,3,79,DOP13 W3 Organoids M04632,13,Default Group,#999999,N/A,N/A,24.4.2024,0
1,376,51,19,3,259.5,0.542,0.996,0.25,1566.1,515,0.61,0,14.58,0.65,36,1,5/7/2024,M04632,3,79,DOP13 W3 Organoids M04632,13,Default Group,#999999,N/A,N/A,24.4.2024,0
1,377,51,19,4,119.5,0.453,0.992,0.5,1596.2,515,0.61,0,14.58,0.65,36,1,5/7/2024,M04632,3,79,DOP13 W3 Organoids M04632,13,Default Group,#999999,N/A,N/A,24.4.2024,0
1,378,51,19,5,209.2,0.339,0.997,0.1,1605.8,515,0.61,0,14.58,0.65,36,1,5/7/2024,M04632,3,79,DOP13 W3 Organoids M04632,13,Default Group,#999999,N/A,N/A,24.4.2024,0
1,379,51,19,6,189.5,0.421,0.999,0.15,1438.8,515,0.61,0,14.58,0.65,36,1,5/7/2024,M04632,3,79,DOP13 W3 Organoids M04632,13,Default Group,#999999,N/A,N/A,24.4.2024,0
1,380,51,19,7,220.6,0.429,0.998,0,1429.9,515,0.61,0,14.58,0.65,36,1,5/7/2024,M04632,3,79,DOP13 W3 Organoids M04632,13,Default Group,#999999,N/A,N/A,24.4.2024,0
1,381,51,26,1,944.4,0.42,0.998,0.25,728.3,428,0.51,0,8.05,0.48,30,1,5/7/2024,M04632,3,79,DOP13 W3 Organoids M04632,13,Default Group,#999999,N/A,N/A,24.4.2024,0
1,382,51,26,2,361.7,0.462,0.998,1.5,1147.2,428,0.51,0,8.05,0.48,30,1,5/7/2024,M04632,3,79,DOP13 W3 Organoids M04632,13,Default Group,#999999,N/A,N/A,24.4.2024,0
1,383,51,26,3,129.7,0.331,0.985,1.9,1163.5,428,0.51,0,8.05,0.48,30,1,5/7/2024,M04632,3,79,DOP13 W3 Organoids M04632,13,Default Group,#999999,N/A,N/A,24.4.2024,0
1,384,51,26,4,173.1,0.411,0.989,1.75,1200.9,428,0.51,0,8.05,0.48,30,1,5/7/2024,M04632,3,79,DOP13 W3 Organoids M04632,13,Default Group,#999999,N/A,N/A,24.4.2024,0
1,385,51,26,5,139.8,0.396,0.994,1.25,1050.1,428,0.51,0,8.05,0.48,30,1,5/7/2024,M04632,3,79,DOP13 W3 Organoids M04632,13,Default Group,#999999,N/A,N/A,24.4.2024,0
1,386,51,26,6,194,0.378,0.998,0.9,962.7,428,0.51,0,8.05,0.48,30,1,5/7/2024,M04632,3,79,DOP13 W3 Organoids M04632,13,Default Group,#999999,N/A,N/A,24.4.2024,0
1,387,51,26,7,176.1,0.447,0.99,0.95,994,428,0.51,0,8.05,0.48,30,1,5/7/2024,M04632,3,79,DOP13 W3 Organoids M04632,13,Default Group,#999999,N/A,N/A,24.4.2024,0
1,388,51,26,8,98.9,0.399,0.999,0.8,916.2,428,0.51,0,8.05,0.48,30,1,5/7/2024,M04632,3,79,DOP13 W3 Organoids M04632,13,Default Group,#999999,N/A,N/A,24.4.2024,0
1,389,51,26,9,112.2,0.269,0.989,0.05,35,428,0.51,0,8.05,0.48,30,1,5/7/2024,M04632,3,79,DOP13 W3 Organoids M04632,13,Default Group,#999999,N/A,N/A,24.4.2024,0
1,390,51,26,10,105,0.344,0.974,0.1,52.5,428,0.51,0,8.05,0.48,30,1,5/7/2024,M04632,3,79,DOP13 W3 Organoids M04632,13,Default Group,#999999,N/A,N/A,24.4.2024,0
1,391,52,2,1,249.6,0.454,1,0.05,94.2,290,0.32,104.51,8.33,0.41,19,0.93,5/7/2024,M04632,4,79,DOP13 W3 Organoids M04632,13,Default Group,#999999,N/A,N/A,24.4.2024,0
1,392,52,2,2,267,0.452,0.999,0,0,290,0.32,104.51,8.33,0.41,19,0.93,5/7/2024,M04632,4,79,DOP13 W3 Organoids M04632,13,Default Group,#999999,N/A,N/A,24.4.2024,0
1,393,52,2,3,186.7,0.407,1,0.1,39.1,290,0.32,104.51,8.33,0.41,19,0.93,5/7/2024,M04632,4,79,DOP13 W3 Organoids M04632,13,Default Group,#999999,N/A,N/A,24.4.2024,0
1,394,52,2,4,147.2,0.419,0.999,0.2,74.2,290,0.32,104.51,8.33,0.41,19,0.93,5/7/2024,M04632,4,79,DOP13 W3 Organoids M04632,13,Default Group,#999999,N/A,N/A,24.4.2024,0
1,395,52,2,5,116.4,0.453,0.994,0.05,17.5,290,0.32,104.51,8.33,0.41,19,0.93,5/7/2024,M04632,4,79,DOP13 W3 Organoids M04632,13,Default Group,#999999,N/A,N/A,24.4.2024,0
1,396,52,3,1,192.3,0.346,0.995,2,613.5,206,0.23,0,14.69,0.67,13,0.93,5/7/2024,M04632,4,79,DOP13 W3 Organoids M04632,13,Default Group,#999999,N/A,N/A,24.4.2024,0
1,397,52,3,2,344.6,0.315,0.994,0.35,192.5,206,0.23,0,14.69,0.67,13,0.93,5/7/2024,M04632,4,79,DOP13 W3 Organoids M04632,13,Default Group,#999999,N/A,N/A,24.4.2024,0
1,398,52,3,3,189.5,0.43,0.998,0,63.1,206,0.23,0,14.69,0.67,13,0.93,5/7/2024,M04632,4,79,DOP13 W3 Organoids M04632,13,Default Group,#999999,N/A,N/A,24.4.2024,0
1,399,52,4,1,239,0.39,0.998,0.05,72.2,528,0.59,66.29,6.5,0.67,35,1,5/7/2024,M04632,4,79,DOP13 W3 Organoids M04632,13,Default Group,#999999,N/A,N/A,24.4.2024,0
1,400,52,5,1,109.1,0.359,0.981,0.2,35,227,0.25,0,13.24,0.66,15,1,5/7/2024,M04632,4,79,DOP13 W3 Organoids M04632,13,Default Group,#999999,N/A,N/A,24.4.2024,0
1,401,52,11,1,87.5,0.278,0.993,0.05,17.5,189,0.21,6.31,9.68,0.74,12,0.93,5/7/2024,M04632,4,79,DOP13 W3 Organoids M04632,13,Default Group,#999999,N/A,N/A,24.4.2024,0
1,402,52,15,1,119.5,0.466,0.993,1.2,820.3,341,0.38,0,12.06,0.49,22,1,5/7/2024,M04632,4,79,DOP13 W3 Organoids M04632,13,Default Group,#999999,N/A,N/A,24.4.2024,0
1,403,52,15,2,140.3,0.301,0.992,0.05,94.2,341,0.38,0,12.06,0.49,22,1,5/7/2024,M04632,4,79,DOP13 W3 Organoids M04632,13,Default Group,#999999,N/A,N/A,24.4.2024,0
1,404,52,15,3,144.2,0.358,0.995,0.15,127.4,341,0.38,0,12.06,0.49,22,1,5/7/2024,M04632,4,79,DOP13 W3 Organoids M04632,13,Default Group,#999999,N/A,N/A,24.4.2024,0
1,405,52,15,4,144.2,0.361,0.989,0,89.2,341,0.38,0,12.06,0.49,22,1,5/7/2024,M04632,4,79,DOP13 W3 Organoids M04632,13,Default Group,#999999,N/A,N/A,24.4.2024,0
1,406,52,18,1,266.5,0.334,0.997,0.95,195.7,500,0.55,0,8.06,0.5,33,1,5/7/2024,M04632,4,79,DOP13 W3 Organoids M04632,13,Default Group,#999999,N/A,N/A,24.4.2024,0
1,407,52,18,2,126.7,0.25,0.997,0.05,17.5,500,0.55,0,8.06,0.5,33,1,5/7/2024,M04632,4,79,DOP13 W3 Organoids M04632,13,Default Group,#999999,N/A,N/A,24.4.2024,0
1,408,52,19,1,119.5,0.298,0.997,0.05,17.5,205,0.23,0,22.73,0.68,13,1,5/7/2024,M04632,4,79,DOP13 W3 Organoids M04632,13,Default Group,#999999,N/A,N/A,24.4.2024,0
1,409,52,23,1,158.6,0.403,0.999,0.2,35,173,0.19,0,10.71,0.61,11,0.67,5/7/2024,M04632,4,79,DOP13 W3 Organoids M04632,13,Default Group,#999999,N/A,N/A,24.4.2024,0
1,410,52,26,1,98.9,0.401,0.999,0,0,229,0.25,0,9.49,0.65,15,0.6,5/7/2024,M04632,4,79,DOP13 W3 Organoids M04632,13,Default Group,#999999,N/A,N/A,24.4.2024,0
1,411,52,27,1,133.9,0.255,0.996,0.1,35,174,0.19,0,10.01,0.56,11,0.8,5/7/2024,M04632,4,79,DOP13 W3 Organoids M04632,13,Default Group,#999999,N/A,N/A,24.4.2024,0
1,412,52,27,2,158.6,0.494,0.995,0,180.2,174,0.19,0,10.01,0.56,11,0.8,5/7/2024,M04632,4,79,DOP13 W3 Organoids M04632,13,Default Group,#999999,N/A,N/A,24.4.2024,0
1,413,52,37,1,185.9,0.336,0.997,4.1,1378.5,792,0.88,0,N/A,N/A,52,1,5/7/2024,M04632,4,79,DOP13 W3 Organoids M04632,13,Default Group,#999999,N/A,N/A,24.4.2024,0
1,414,52,37,2,102,0.285,0.984,0.05,24.7,792,0.88,0,N/A,N/A,52,1,5/7/2024,M04632,4,79,DOP13 W3 Organoids M04632,13,Default Group,#999999,N/A,N/A,24.4.2024,0
1,415,52,38,1,189.3,0.394,0.994,0.6,238,450,0.5,0,8.35,0.54,30,1,5/7/2024,M04632,4,79,DOP13 W3 Organoids M04632,13,Default Group,#999999,N/A,N/A,24.4.2024,0
1,416,52,40,1,161.6,0.33,0.998,0,0,378,0.42,0,7.55,0.51,25,0.93,5/7/2024,M04632,4,79,DOP13 W3 Organoids M04632,13,Default Group,#999999,N/A,N/A,24.4.2024,0
1,417,55,4,1,151.5,0.275,0.958,0.5,199.5,359,0.43,0,7.42,0.53,25,0.93,5/7/2024,M05368,1,80,DOP13 W3 Organoids M05368,13,Default Group,#999999,N/A,N/A,24.4.2024,0
1,418,55,4,2,239,0.346,0.983,0.15,35,359,0.43,0,7.42,0.53,25,0.93,5/7/2024,M05368,1,80,DOP13 W3 Organoids M05368,13,Default Group,#999999,N/A,N/A,24.4.2024,0
1,419,55,4,3,116.4,0.307,0.974,0.15,1119.2,359,0.43,0,7.42,0.53,25,0.93,5/7/2024,M05368,1,80,DOP13 W3 Organoids M05368,13,Default Group,#999999,N/A,N/A,24.4.2024,0
1,420,55,4,4,150.1,0.465,0.993,0.15,35,359,0.43,0,7.42,0.53,25,0.93,5/7/2024,M05368,1,80,DOP13 W3 Organoids M05368,13,Default Group,#999999,N/A,N/A,24.4.2024,0
1,421,55,11,1,102,0.342,0.965,0.15,35,201,0.24,0,5.23,0.63,14,0.86,5/7/2024,M05368,1,80,DOP13 W3 Organoids M05368,13,Default Group,#999999,N/A,N/A,24.4.2024,0
1,422,55,12,1,228.6,0.338,0.997,0.05,35,274,0.33,0,4.95,0.51,19,0.93,5/7/2024,M05368,1,80,DOP13 W3 Organoids M05368,13,Default Group,#999999,N/A,N/A,24.4.2024,0
1,423,55,13,1,87.5,0.251,0.964,0.05,24.7,164,0.19,0,8.04,0.64,11,0.86,5/7/2024,M05368,1,80,DOP13 W3 Organoids M05368,13,Default Group,#999999,N/A,N/A,24.4.2024,0
1,424,55,18,1,123.6,0.413,0.999,3,490.3,188,0.22,0,4.7,0.54,13,0.93,5/7/2024,M05368,1,80,DOP13 W3 Organoids M05368,13,Default Group,#999999,N/A,N/A,24.4.2024,0
1,425,55,29,1,239,0.32,0.984,0,89.2,445,0.53,0,3.39,0.28,31,1,5/7/2024,M05368,1,80,DOP13 W3 Organoids M05368,13,Default Group,#999999,N/A,N/A,24.4.2024,0
1,426,55,34,1,291.5,0.385,0.998,0.4,178.5,182,0.22,0,4.55,0.43,13,0.86,5/7/2024,M05368,1,80,DOP13 W3 Organoids M05368,13,Default Group,#999999,N/A,N/A,24.4.2024,0
1,427,56,6,1,98.9,0.339,0.986,0,0,195,0.23,0,7.54,0.57,13,1,5/7/2024,M05368,2,80,DOP13 W3 Organoids M05368,13,Default Group,#999999,N/A,N/A,24.4.2024,0
1,428,56,9,1,172,0.3,0.991,0,39.1,471,0.56,0,10.69,0.65,33,1,5/7/2024,M05368,2,80,DOP13 W3 Organoids M05368,13,Default Group,#999999,N/A,N/A,24.4.2024,0
1,429,56,15,1,207,0.417,0.999,0.55,264.8,199,0.24,0,7.6,0.44,14,0.86,5/7/2024,M05368,2,80,DOP13 W3 Organoids M05368,13,Default Group,#999999,N/A,N/A,24.4.2024,0
1,430,56,15,2,179.2,0.258,0.99,0.4,175.9,199,0.24,0,7.6,0.44,14,0.86,5/7/2024,M05368,2,80,DOP13 W3 Organoids M05368,13,Default Group,#999999,N/A,N/A,24.4.2024,0
1,431,56,15,3,295.6,0.501,0.998,0.1,17.5,199,0.24,0,7.6,0.44,14,0.86,5/7/2024,M05368,2,80,DOP13 W3 Organoids M05368,13,Default Group,#999999,N/A,N/A,24.4.2024,0
1,432,56,22,1,158.6,0.44,0.994,0.05,24.7,298,0.35,0,7.81,0.54,21,1,5/7/2024,M05368,2,80,DOP13 W3 Organoids M05368,13,Default Group,#999999,N/A,N/A,24.4.2024,0
1,433,56,23,1,249.2,0.363,0.982,0.6,55.3,515,0.61,0,9.32,0.5,36,1,5/7/2024,M05368,2,80,DOP13 W3 Organoids M05368,13,Default Group,#999999,N/A,N/A,24.4.2024,0
1,434,56,27,1,179.2,0.449,0.997,0,17.5,156,0.19,0,13.66,0.67,11,0.64,5/7/2024,M05368,2,80,DOP13 W3 Organoids M05368,13,Default Group,#999999,N/A,N/A,24.4.2024,0
1,435,56,30,1,147.6,0.368,0.99,0.05,17.5,160,0.19,0,7.05,0.49,11,0.64,5/7/2024,M05368,2,80,DOP13 W3 Organoids M05368,13,Default Group,#999999,N/A,N/A,24.4.2024,0
1,436,56,37,1,354.2,0.411,0.996,0.5,63.1,167,0.2,0,20.52,0.79,11,0.64,5/7/2024,M05368,2,80,DOP13 W3 Organoids M05368,13,Default Group,#999999,N/A,N/A,24.4.2024,0
1,437,57,5,1,172,0.423,0.997,0,17.5,520,0.62,0,5.95,0.6,37,1,5/7/2024,M05368,3,80,DOP13 W3 Organoids M05368,13,Default Group,#999999,N/A,N/A,24.4.2024,0
1,438,57,5,2,87.5,0.455,0.991,0.1,55.3,520,0.62,0,5.95,0.6,37,1,5/7/2024,M05368,3,80,DOP13 W3 Organoids M05368,13,Default Group,#999999,N/A,N/A,24.4.2024,0
1,439,57,7,1,147.2,0.427,0.999,0.1,35,171,0.2,57.61,3.17,0.48,12,0.93,5/7/2024,M05368,3,80,DOP13 W3 Organoids M05368,13,Default Group,#999999,N/A,N/A,24.4.2024,0
1,440,57,8,1,168.9,0.252,0.995,0.1,24.7,214,0.25,0,6.31,0.64,15,1,5/7/2024,M05368,3,80,DOP13 W3 Organoids M05368,13,Default Group,#999999,N/A,N/A,24.4.2024,0
1,441,57,11,1,234.5,0.407,0.987,0.1,35,175,0.21,0,4.77,0.71,12,0.86,5/7/2024,M05368,3,80,DOP13 W3 Organoids M05368,13,Default Group,#999999,N/A,N/A,24.4.2024,0
1,442,57,14,1,186.5,0.278,0.973,0,17.5,176,0.21,0,7.09,0.64,12,0.86,5/7/2024,M05368,3,80,DOP13 W3 Organoids M05368,13,Default Group,#999999,N/A,N/A,24.4.2024,0
1,443,57,16,1,161.7,0.315,0.991,0,198,162,0.19,0,15.77,0.69,11,1,5/7/2024,M05368,3,80,DOP13 W3 Organoids M05368,13,Default Group,#999999,N/A,N/A,24.4.2024,0
1,444,57,22,1,106.1,0.434,0.998,0.3,89.2,951,1.13,0.47,N/A,N/A,67,1,5/7/2024,M05368,3,80,DOP13 W3 Organoids M05368,13,Default Group,#999999,N/A,N/A,24.4.2024,0
1,445,57,29,1,154.5,0.33,0.983,0.15,35,184,0.22,0,2.8,0.43,13,0.86,5/7/2024,M05368,3,80,DOP13 W3 Organoids M05368,13,Default Group,#999999,N/A,N/A,24.4.2024,0
1,446,57,33,1,165.9,0.485,0.997,0.1,55.3,206,0.24,0,4.48,0.53,14,0.93,5/7/2024,M05368,3,80,DOP13 W3 Organoids M05368,13,Default Group,#999999,N/A,N/A,24.4.2024,0
1,447,57,41,1,123.6,0.503,0.993,0.15,35,374,0.44,0,5.13,0.51,26,1,5/7/2024,M05368,3,80,DOP13 W3 Organoids M05368,13,Default Group,#999999,N/A,N/A,24.4.2024,0
1,448,57,43,1,94.7,0.498,0.993,0,24.7,192,0.23,0,N/A,N/A,13,1,5/7/2024,M05368,3,80,DOP13 W3 Organoids M05368,13,Default Group,#999999,N/A,N/A,24.4.2024,0
1,449,58,18,1,147.6,0.373,0.997,0,52.5,138,0.18,0,6.34,0.59,10,0.85,5/7/2024,M05368,4,80,DOP13 W3 Organoids M05368,13,Default Group,#999999,N/A,N/A,24.4.2024,0
1,450,59,7,1,157.3,0.273,0.99,4.75,599.1,193,0.21,0,4.84,0.62,12,0.87,5/7/2024,M05368,5,80,DOP13 W3 Organoids M05368,13,Default Group,#999999,N/A,N/A,24.4.2024,0
1,451,59,7,2,172,0.367,0.994,0,89.2,193,0.21,0,4.84,0.62,12,0.87,5/7/2024,M05368,5,80,DOP13 W3 Organoids M05368,13,Default Group,#999999,N/A,N/A,24.4.2024,0
1,452,59,15,1,94.7,0.197,0.992,1.9,420.4,230,0.25,0,3.57,0.41,15,1,5/7/2024,M05368,5,80,DOP13 W3 Organoids M05368,13,Default Group,#999999,N/A,N/A,24.4.2024,0
1,453,59,15,2,242,0.286,0.995,0.5,39.1,230,0.25,0,3.57,0.41,15,1,5/7/2024,M05368,5,80,DOP13 W3 Organoids M05368,13,Default Group,#999999,N/A,N/A,24.4.2024,0
1,454,59,18,1,91.6,0.29,0.992,4.25,1438.5,212,0.23,0,4.76,0.52,14,1,5/7/2024,M05368,5,80,DOP13 W3 Organoids M05368,13,Default Group,#999999,N/A,N/A,24.4.2024,0
1,455,61,1,1,242,0.33,0.994,1.35,498.1,928,0.73,6.24,7.65,0.66,44,1,5/9/2024,M05357,1,91,DOP15 W3 Organoids M05357,15,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,456,61,1,2,312,0.447,0.999,0.55,478,928,0.73,6.24,7.65,0.66,44,1,5/9/2024,M05357,1,91,DOP15 W3 Organoids M05357,15,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,457,61,1,3,141.1,0.337,0.996,0,133.3,928,0.73,6.24,7.65,0.66,44,1,5/9/2024,M05357,1,91,DOP15 W3 Organoids M05357,15,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,458,61,4,1,204,0.305,0.997,1.4,542.8,1217,0.96,0,10.7,0.58,57,1,5/9/2024,M05357,1,91,DOP15 W3 Organoids M05357,15,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,459,61,4,2,200.9,0.447,0.998,0.9,438.9,1217,0.96,0,10.7,0.58,57,1,5/9/2024,M05357,1,91,DOP15 W3 Organoids M05357,15,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,460,61,5,1,196.7,0.304,0.993,1.4,510.2,1216,0.96,0,12.42,0.68,57,1,5/9/2024,M05357,1,91,DOP15 W3 Organoids M05357,15,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,461,61,5,2,235.9,0.469,0.999,0.9,423.3,1216,0.96,0,12.42,0.68,57,1,5/9/2024,M05357,1,91,DOP15 W3 Organoids M05357,15,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,462,61,5,3,133.9,0.365,0.993,0.05,175,1216,0.96,0,12.42,0.68,57,1,5/9/2024,M05357,1,91,DOP15 W3 Organoids M05357,15,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,463,61,7,1,119.5,0.319,0.984,0.1,158.5,345,0.27,0,19.32,0.61,16,0.71,5/9/2024,M05357,1,91,DOP15 W3 Organoids M05357,15,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,464,61,7,2,91.7,0.451,0.998,0.1,35,345,0.27,0,19.32,0.61,16,0.71,5/9/2024,M05357,1,91,DOP15 W3 Organoids M05357,15,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,465,61,10,1,424.6,0.464,0.999,0.2,35,696,0.55,0,10.85,0.75,33,0.86,5/9/2024,M05357,1,91,DOP15 W3 Organoids M05357,15,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,466,61,10,2,102,0.527,0.994,0.85,350,696,0.55,0,10.85,0.75,33,0.86,5/9/2024,M05357,1,91,DOP15 W3 Organoids M05357,15,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,467,61,10,3,137,0.334,0.988,0.6,213.6,696,0.55,0,10.85,0.75,33,0.86,5/9/2024,M05357,1,91,DOP15 W3 Organoids M05357,15,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,468,61,10,4,94.7,0.463,0.992,0.7,222.7,696,0.55,0,10.85,0.75,33,0.86,5/9/2024,M05357,1,91,DOP15 W3 Organoids M05357,15,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,469,61,10,5,129.7,0.501,0.989,0.3,72.2,696,0.55,0,10.85,0.75,33,0.86,5/9/2024,M05357,1,91,DOP15 W3 Organoids M05357,15,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,470,61,10,6,176.1,0.433,0.997,0.05,17.5,696,0.55,0,10.85,0.75,33,0.86,5/9/2024,M05357,1,91,DOP15 W3 Organoids M05357,15,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,471,61,10,7,168.1,0.531,0.995,0.1,63.1,696,0.55,0,10.85,0.75,33,0.86,5/9/2024,M05357,1,91,DOP15 W3 Organoids M05357,15,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,472,61,10,8,165.8,0.456,0.988,0,63.1,696,0.55,0,10.85,0.75,33,0.86,5/9/2024,M05357,1,91,DOP15 W3 Organoids M05357,15,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,473,61,11,1,270.6,0.431,0.992,0.05,24.7,746,0.59,0,9.74,0.54,35,1,5/9/2024,M05357,1,91,DOP15 W3 Organoids M05357,15,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,474,61,20,1,161.6,0.281,0.99,1.6,667.1,356,0.28,0,4.79,0.44,16,0.81,5/9/2024,M05357,1,91,DOP15 W3 Organoids M05357,15,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,475,61,20,2,179.2,0.356,0.997,0.5,280,356,0.28,0,4.79,0.44,16,0.81,5/9/2024,M05357,1,91,DOP15 W3 Organoids M05357,15,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,476,61,20,3,183.4,0.345,0.983,0.05,17.5,356,0.28,0,4.79,0.44,16,0.81,5/9/2024,M05357,1,91,DOP15 W3 Organoids M05357,15,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,477,61,20,4,77.2,0.393,0.998,0.15,122.5,356,0.28,0,4.79,0.44,16,0.81,5/9/2024,M05357,1,91,DOP15 W3 Organoids M05357,15,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,478,61,22,1,200.9,0.324,0.963,0.95,371.2,696,0.55,0,6.6,0.53,33,0.86,5/9/2024,M05357,1,91,DOP15 W3 Organoids M05357,15,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,479,61,22,2,497.5,0.357,0.999,0,17.5,696,0.55,0,6.6,0.53,33,0.86,5/9/2024,M05357,1,91,DOP15 W3 Organoids M05357,15,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,480,61,22,3,193.7,0.469,0.998,0.95,338,696,0.55,0,6.6,0.53,33,0.86,5/9/2024,M05357,1,91,DOP15 W3 Organoids M05357,15,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,481,61,22,4,109.2,0.441,0.999,1.05,336.6,696,0.55,0,6.6,0.53,33,0.86,5/9/2024,M05357,1,91,DOP15 W3 Organoids M05357,15,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
