Group,,instance,neuron,branch,branchLen,branchConductionVel,conductionVelFit,latFromInitSite,distFromInitSite,totNoSpikes,neuronFiringRate,isiViolationRate,fisherProjectionDistance,silhouetteScore,spikesNoPerConfig_mean,completeness,date,wellplateID,wellNo,runID,assayTag,div,wellGroupName,wellGroupColor,Cell Type,Media Type,Plating Date,control
1,122,3,12,3,361.5,0.433,0.998,0.25,127.4,401,0.24,0,16.92,0.7,14,0.68,5/23/2024,M05357,3,175,DOP W3 Organoids M05357,29,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,123,3,14,1,415,0.338,0.998,0.05,35,701,0.42,0,7.07,0.47,25,1,5/23/2024,M05357,3,175,DOP W3 Organoids M05357,29,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,124,3,14,2,246.1,0.491,0.996,0.15,49.5,701,0.42,0,7.07,0.47,25,1,5/23/2024,M05357,3,175,DOP W3 Organoids M05357,29,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,125,3,14,3,137,0.483,0.978,0.2,63.1,701,0.42,0,7.07,0.47,25,1,5/23/2024,M05357,3,175,DOP W3 Organoids M05357,29,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,126,3,14,4,84.5,0.422,0.998,0.05,17.5,701,0.42,0,7.07,0.47,25,1,5/23/2024,M05357,3,175,DOP W3 Organoids M05357,29,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,127,3,16,1,84.5,0.341,0.979,0.1,35,501,0.3,0,18.43,0.76,17,0.93,5/23/2024,M05357,3,175,DOP W3 Organoids M05357,29,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,128,3,18,1,129.7,0.344,0.978,0.1,35,356,0.21,0,9.28,0.71,12,0.75,5/23/2024,M05357,3,175,DOP W3 Organoids M05357,29,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,129,3,18,2,116.4,0.455,0.995,0.15,52.5,356,0.21,0,9.28,0.71,12,0.75,5/23/2024,M05357,3,175,DOP W3 Organoids M05357,29,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,130,3,19,1,411.3,0.481,0.999,0.45,221.4,926,0.55,0.49,13.68,0.68,33,1,5/23/2024,M05357,3,175,DOP W3 Organoids M05357,29,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,131,3,19,2,231.7,0.405,0.996,0.05,35,926,0.55,0.49,13.68,0.68,33,1,5/23/2024,M05357,3,175,DOP W3 Organoids M05357,29,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,132,3,19,3,193.7,0.464,0.994,0.05,78.3,926,0.55,0.49,13.68,0.68,33,1,5/23/2024,M05357,3,175,DOP W3 Organoids M05357,29,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,133,3,25,1,327.5,0.292,0.994,0.05,529.6,1032,0.61,0,15.68,0.71,36,1,5/23/2024,M05357,3,175,DOP W3 Organoids M05357,29,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,134,3,25,2,119.5,0.454,0.995,0.35,454.3,1032,0.61,0,15.68,0.71,36,1,5/23/2024,M05357,3,175,DOP W3 Organoids M05357,29,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,135,3,26,1,279.8,0.398,0.998,0,70,664,0.39,15.28,5.28,0.55,23,0.96,5/23/2024,M05357,3,175,DOP W3 Organoids M05357,29,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,136,3,26,2,141.1,0.474,0.996,0.1,122.5,664,0.39,15.28,5.28,0.55,23,0.96,5/23/2024,M05357,3,175,DOP W3 Organoids M05357,29,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,137,3,29,1,320.3,0.329,0.996,0.2,110.7,375,0.22,0,16.27,0.68,13,0.68,5/23/2024,M05357,3,175,DOP W3 Organoids M05357,29,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,138,3,29,2,277,0.459,0.994,0.45,195.7,375,0.22,0,16.27,0.68,13,0.68,5/23/2024,M05357,3,175,DOP W3 Organoids M05357,29,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,139,3,29,3,264,0.462,0.994,0.2,102,375,0.22,0,16.27,0.68,13,0.68,5/23/2024,M05357,3,175,DOP W3 Organoids M05357,29,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,140,3,29,4,91.7,0.466,0.998,0,55.3,375,0.22,0,16.27,0.68,13,0.68,5/23/2024,M05357,3,175,DOP W3 Organoids M05357,29,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,141,3,30,1,184.4,0.351,0.982,0,0,502,0.3,0,10.89,0.65,17,0.93,5/23/2024,M05357,3,175,DOP W3 Organoids M05357,29,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,142,3,30,2,200.6,0.402,0.999,0,0,502,0.3,0,10.89,0.65,17,0.93,5/23/2024,M05357,3,175,DOP W3 Organoids M05357,29,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,143,3,31,1,402.7,0.428,0.998,0.45,180.2,587,0.35,0,11.32,0.68,20,0.93,5/23/2024,M05357,3,175,DOP W3 Organoids M05357,29,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,144,3,31,2,119.5,0.366,0.99,0,17.5,587,0.35,0,11.32,0.68,20,0.93,5/23/2024,M05357,3,175,DOP W3 Organoids M05357,29,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,145,3,34,1,413.1,0.475,0.998,0,123.7,614,0.36,0,8.65,0.67,21,1,5/23/2024,M05357,3,175,DOP W3 Organoids M05357,29,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,146,3,34,2,218.5,0.314,0.968,0.1,35,614,0.36,0,8.65,0.67,21,1,5/23/2024,M05357,3,175,DOP W3 Organoids M05357,29,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,147,3,34,3,158.7,0.232,0.981,0.15,52.5,614,0.36,0,8.65,0.67,21,1,5/23/2024,M05357,3,175,DOP W3 Organoids M05357,29,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,148,3,34,4,109.1,0.368,1,0.4,189.3,614,0.36,0,8.65,0.67,21,1,5/23/2024,M05357,3,175,DOP W3 Organoids M05357,29,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,149,3,35,1,126.6,0.352,0.986,0.05,24.7,1270,0.75,0,8.65,0.57,45,1,5/23/2024,M05357,3,175,DOP W3 Organoids M05357,29,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,150,3,35,2,151.5,0.507,1,0.1,39.1,1270,0.75,0,8.65,0.57,45,1,5/23/2024,M05357,3,175,DOP W3 Organoids M05357,29,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,151,3,41,1,126.7,0.509,0.995,0,72.2,544,0.32,0,9.99,0.62,19,0.96,5/23/2024,M05357,3,175,DOP W3 Organoids M05357,29,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,152,3,42,1,137,0.4,0.993,0.15,24.7,356,0.21,0,9.67,0.7,12,0.82,5/23/2024,M05357,3,175,DOP W3 Organoids M05357,29,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,153,3,42,2,147,0.368,1,0.1,70,356,0.21,0,9.67,0.7,12,0.82,5/23/2024,M05357,3,175,DOP W3 Organoids M05357,29,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,154,3,43,1,231.7,0.344,0.99,0,70,633,0.38,1.05,6.74,0.65,22,1,5/23/2024,M05357,3,175,DOP W3 Organoids M05357,29,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,155,3,43,2,137,0.434,0.995,0,52.5,633,0.38,1.05,6.74,0.65,22,1,5/23/2024,M05357,3,175,DOP W3 Organoids M05357,29,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,156,3,44,1,112.2,0.568,0.995,0,35,759,0.45,0,8.95,0.66,27,1,5/23/2024,M05357,3,175,DOP W3 Organoids M05357,29,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,157,3,45,1,94.7,0.309,0.998,0.1,35,1223,0.73,0,17.68,0.67,43,1,5/23/2024,M05357,3,175,DOP W3 Organoids M05357,29,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,158,3,46,1,231.7,0.423,0.999,0.05,52.5,1370,0.81,0.67,6.98,0.67,48,1,5/23/2024,M05357,3,175,DOP W3 Organoids M05357,29,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,159,3,46,2,235.9,0.438,0.989,0,0,1370,0.81,0.67,6.98,0.67,48,1,5/23/2024,M05357,3,175,DOP W3 Organoids M05357,29,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,160,3,46,3,137,0.455,0.999,0,35,1370,0.81,0.67,6.98,0.67,48,1,5/23/2024,M05357,3,175,DOP W3 Organoids M05357,29,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,161,3,49,1,167.6,0.402,0.995,0.45,49.5,288,0.17,0,14.89,0.72,10,0.64,5/23/2024,M05357,3,175,DOP W3 Organoids M05357,29,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,162,3,60,1,587.1,0.355,0.996,0.95,332.5,524,0.31,0,4.48,0.65,18,0.68,5/23/2024,M05357,3,175,DOP W3 Organoids M05357,29,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,163,3,60,2,112.2,0.347,0.985,1.9,526.5,524,0.31,0,4.48,0.65,18,0.68,5/23/2024,M05357,3,175,DOP W3 Organoids M05357,29,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,164,3,60,3,632.4,0.407,0.997,0.35,204.8,524,0.31,0,4.48,0.65,18,0.68,5/23/2024,M05357,3,175,DOP W3 Organoids M05357,29,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,165,3,60,4,169,0.279,0.978,0.9,354.3,524,0.31,0,4.48,0.65,18,0.68,5/23/2024,M05357,3,175,DOP W3 Organoids M05357,29,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,166,3,60,5,155.5,0.322,0.979,0.65,252.4,524,0.31,0,4.48,0.65,18,0.68,5/23/2024,M05357,3,175,DOP W3 Organoids M05357,29,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,167,3,60,6,134,0.443,0.999,0.65,252.4,524,0.31,0,4.48,0.65,18,0.68,5/23/2024,M05357,3,175,DOP W3 Organoids M05357,29,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,168,3,60,7,164.7,0.423,0.989,0,175.9,524,0.31,0,4.48,0.65,18,0.68,5/23/2024,M05357,3,175,DOP W3 Organoids M05357,29,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,169,3,61,1,147.2,0.522,0.992,0.25,180.2,915,0.54,0,3.84,0.6,32,1,5/23/2024,M05357,3,175,DOP W3 Organoids M05357,29,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,170,3,63,1,137,0.544,0.995,0,682.5,539,0.32,0,12.2,0.46,19,0.96,5/23/2024,M05357,3,175,DOP W3 Organoids M05357,29,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,171,3,64,1,150.1,0.345,0.993,0.35,1398.7,405,0.24,0,9.72,0.65,14,0.96,5/23/2024,M05357,3,175,DOP W3 Organoids M05357,29,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,172,4,5,1,157.8,0.338,0.999,2,510.2,420,0.23,0,16.59,0.67,13,0.9,5/23/2024,M05357,4,175,DOP W3 Organoids M05357,29,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,173,4,5,2,487.8,0.274,0.995,0,35,420,0.23,0,16.59,0.67,13,0.9,5/23/2024,M05357,4,175,DOP W3 Organoids M05357,29,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,174,4,6,1,228.7,0.407,0.991,0.8,234.8,1468,0.79,0,11.75,0.62,47,1,5/23/2024,M05357,4,175,DOP W3 Organoids M05357,29,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,175,4,6,2,488.6,0.407,0.999,0,17.5,1468,0.79,0,11.75,0.62,47,1,5/23/2024,M05357,4,175,DOP W3 Organoids M05357,29,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,176,4,6,3,112.2,0.451,0.995,0.95,273.9,1468,0.79,0,11.75,0.62,47,1,5/23/2024,M05357,4,175,DOP W3 Organoids M05357,29,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,177,4,6,4,198.9,0.414,0.994,0.5,175,1468,0.79,0,11.75,0.62,47,1,5/23/2024,M05357,4,175,DOP W3 Organoids M05357,29,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,178,4,6,5,158.6,0.465,0.996,0.65,122.5,1468,0.79,0,11.75,0.62,47,1,5/23/2024,M05357,4,175,DOP W3 Organoids M05357,29,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,179,4,9,1,172,0.34,0.995,0.85,344.7,442,0.24,0,16.61,0.64,14,0.61,5/23/2024,M05357,4,175,DOP W3 Organoids M05357,29,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,180,4,9,2,133.9,0.39,0.999,0.45,180.2,442,0.24,0,16.61,0.64,14,0.61,5/23/2024,M05357,4,175,DOP W3 Organoids M05357,29,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,181,4,11,1,122.8,0.408,0.999,0.15,35,789,0.42,0,20.84,0.61,25,1,5/23/2024,M05357,4,175,DOP W3 Organoids M05357,29,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,182,4,12,1,172,0.401,0.993,0,35,686,0.37,0.99,8.91,0.72,22,1,5/23/2024,M05357,4,175,DOP W3 Organoids M05357,29,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,183,4,12,2,94.7,0.484,0.99,0,35,686,0.37,0.99,8.91,0.72,22,1,5/23/2024,M05357,4,175,DOP W3 Organoids M05357,29,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,184,4,13,1,170,0.257,0.996,0,150.5,583,0.31,0,18.26,0.73,18,0.94,5/23/2024,M05357,4,175,DOP W3 Organoids M05357,29,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,185,4,14,1,183.3,0.447,0.995,0.1,94.2,1220,0.65,0,12.1,0.64,39,1,5/23/2024,M05357,4,175,DOP W3 Organoids M05357,29,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,186,4,14,2,112.2,0.433,0.989,0.1,63.1,1220,0.65,0,12.1,0.64,39,1,5/23/2024,M05357,4,175,DOP W3 Organoids M05357,29,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,187,4,15,1,157.8,0.296,0.992,0.9,348.7,461,0.25,0,17.41,0.71,14,0.81,5/23/2024,M05357,4,175,DOP W3 Organoids M05357,29,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,188,4,15,2,144.1,0.324,0.985,0,0,461,0.25,0,17.41,0.71,14,0.81,5/23/2024,M05357,4,175,DOP W3 Organoids M05357,29,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,189,4,23,1,123.6,0.344,0.994,1.3,410,649,0.35,0,11.15,0.62,20,0.97,5/23/2024,M05357,4,175,DOP W3 Organoids M05357,29,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,190,4,23,2,297.8,0.39,0.978,0.1,156.5,649,0.35,0,11.15,0.62,20,0.97,5/23/2024,M05357,4,175,DOP W3 Organoids M05357,29,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,191,4,23,3,137,0.316,0.985,0,55.3,649,0.35,0,11.15,0.62,20,0.97,5/23/2024,M05357,4,175,DOP W3 Organoids M05357,29,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,192,4,23,4,137,0.422,0.983,0,55.3,649,0.35,0,11.15,0.62,20,0.97,5/23/2024,M05357,4,175,DOP W3 Organoids M05357,29,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,193,4,23,5,112.2,0.568,0.995,0.05,72.2,649,0.35,0,11.15,0.62,20,0.97,5/23/2024,M05357,4,175,DOP W3 Organoids M05357,29,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,194,4,25,1,190.6,0.348,0.986,0.25,35,1674,0.9,0,5.56,0.51,54,1,5/23/2024,M05357,4,175,DOP W3 Organoids M05357,29,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,195,4,25,2,119.5,0.349,0.982,0,63.1,1674,0.9,0,5.56,0.51,54,1,5/23/2024,M05357,4,175,DOP W3 Organoids M05357,29,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,196,4,26,1,126.7,0.368,0.995,1.25,519.7,1961,1.05,0,12.37,0.63,63,1,5/23/2024,M05357,4,175,DOP W3 Organoids M05357,29,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,197,4,26,2,438.9,0.486,0.998,0.4,260.2,1961,1.05,0,12.37,0.63,63,1,5/23/2024,M05357,4,175,DOP W3 Organoids M05357,29,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,198,4,26,3,169,0.56,0.998,0.9,350,1961,1.05,0,12.37,0.63,63,1,5/23/2024,M05357,4,175,DOP W3 Organoids M05357,29,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,199,4,26,4,148.3,0.32,0.995,0.35,245,1961,1.05,0,12.37,0.63,63,1,5/23/2024,M05357,4,175,DOP W3 Organoids M05357,29,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,200,4,26,5,295.7,0.426,0.989,0.05,17.5,1961,1.05,0,12.37,0.63,63,1,5/23/2024,M05357,4,175,DOP W3 Organoids M05357,29,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,201,4,26,6,147.2,0.487,0.993,0.45,195.7,1961,1.05,0,12.37,0.63,63,1,5/23/2024,M05357,4,175,DOP W3 Organoids M05357,29,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,202,4,26,7,195.2,0.371,0.993,0.15,136.7,1961,1.05,0,12.37,0.63,63,1,5/23/2024,M05357,4,175,DOP W3 Organoids M05357,29,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,203,4,26,8,249.6,0.408,0.995,0.05,39.1,1961,1.05,0,12.37,0.63,63,1,5/23/2024,M05357,4,175,DOP W3 Organoids M05357,29,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,204,4,26,9,91.7,0.218,0.948,0.25,211.5,1961,1.05,0,12.37,0.63,63,1,5/23/2024,M05357,4,175,DOP W3 Organoids M05357,29,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,205,4,26,10,169.9,0.354,0.993,0.15,161.3,1961,1.05,0,12.37,0.63,63,1,5/23/2024,M05357,4,175,DOP W3 Organoids M05357,29,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,206,4,26,11,220.6,0.492,0.993,0.1,39.1,1961,1.05,0,12.37,0.63,63,1,5/23/2024,M05357,4,175,DOP W3 Organoids M05357,29,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,207,4,26,12,133.9,0.518,0.992,0.15,63.1,1961,1.05,0,12.37,0.63,63,1,5/23/2024,M05357,4,175,DOP W3 Organoids M05357,29,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,208,4,28,1,281.6,0.467,0.999,0.75,267.7,996,0.53,0,17.85,0.75,32,1,5/23/2024,M05357,4,175,DOP W3 Organoids M05357,29,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,209,4,28,2,94.7,0.371,0.998,0.8,271.7,996,0.53,0,17.85,0.75,32,1,5/23/2024,M05357,4,175,DOP W3 Organoids M05357,29,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,210,4,28,3,224.8,0.334,0.999,0.05,24.7,996,0.53,0,17.85,0.75,32,1,5/23/2024,M05357,4,175,DOP W3 Organoids M05357,29,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,211,4,28,4,109.2,0.429,0.999,0.35,112.1,996,0.53,0,17.85,0.75,32,1,5/23/2024,M05357,4,175,DOP W3 Organoids M05357,29,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,212,4,28,5,84.5,0.422,0.998,0.1,39.1,996,0.53,0,17.85,0.75,32,1,5/23/2024,M05357,4,175,DOP W3 Organoids M05357,29,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,213,4,32,1,102,0.339,0.996,0.3,55.3,674,0.36,0,16.43,0.68,21,0.94,5/23/2024,M05357,4,175,DOP W3 Organoids M05357,29,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,214,4,35,1,234.8,0.261,0.994,1.1,199.5,393,0.21,0,14.88,0.67,12,0.87,5/23/2024,M05357,4,175,DOP W3 Organoids M05357,29,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,215,4,35,2,169,0.351,0.986,0.35,24.7,393,0.21,0,14.88,0.67,12,0.87,5/23/2024,M05357,4,175,DOP W3 Organoids M05357,29,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,216,4,36,1,139.8,0.324,0.995,0.15,35,529,0.28,0,12.93,0.61,17,0.87,5/23/2024,M05357,4,175,DOP W3 Organoids M05357,29,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,217,4,36,2,94.7,0.463,0.987,0.3,72.2,529,0.28,0,12.93,0.61,17,0.87,5/23/2024,M05357,4,175,DOP W3 Organoids M05357,29,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,218,4,38,1,77.2,0.393,0.998,1.25,542.8,347,0.19,0,10.86,0.7,11,0.68,5/23/2024,M05357,4,175,DOP W3 Organoids M05357,29,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,219,4,38,2,102,0.325,0.994,0.7,316.9,347,0.19,0,10.86,0.7,11,0.68,5/23/2024,M05357,4,175,DOP W3 Organoids M05357,29,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,220,4,38,3,94.7,0.484,0.995,0.45,192.5,347,0.19,0,10.86,0.7,11,0.68,5/23/2024,M05357,4,175,DOP W3 Organoids M05357,29,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,221,4,38,4,105,0.43,0.992,0.2,35,347,0.19,0,10.86,0.7,11,0.68,5/23/2024,M05357,4,175,DOP W3 Organoids M05357,29,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,222,4,39,1,239,0.426,0.998,3.3,1093.4,920,0.49,0,13.87,0.66,29,1,5/23/2024,M05357,4,175,DOP W3 Organoids M05357,29,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,223,4,39,2,133.9,0.283,0.984,2.35,707.8,920,0.49,0,13.87,0.66,29,1,5/23/2024,M05357,4,175,DOP W3 Organoids M05357,29,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,224,4,39,3,98.9,0.387,0.999,1.4,402.5,920,0.49,0,13.87,0.66,29,1,5/23/2024,M05357,4,175,DOP W3 Organoids M05357,29,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,225,4,39,4,133.9,0.387,0.999,1.1,351.7,920,0.49,0,13.87,0.66,29,1,5/23/2024,M05357,4,175,DOP W3 Organoids M05357,29,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,226,4,39,5,503.4,0.406,0.998,0,17.5,920,0.49,0,13.87,0.66,29,1,5/23/2024,M05357,4,175,DOP W3 Organoids M05357,29,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,227,4,39,6,469.7,0.452,0.997,0.15,165.1,920,0.49,0,13.87,0.66,29,1,5/23/2024,M05357,4,175,DOP W3 Organoids M05357,29,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,228,4,39,7,313.1,0.437,0.998,0.2,24.7,920,0.49,0,13.87,0.66,29,1,5/23/2024,M05357,4,175,DOP W3 Organoids M05357,29,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,229,4,39,8,161.7,0.227,0.991,0.3,63.1,920,0.49,0,13.87,0.66,29,1,5/23/2024,M05357,4,175,DOP W3 Organoids M05357,29,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,230,4,39,9,70,0.35,1,0.2,24.7,920,0.49,0,13.87,0.66,29,1,5/23/2024,M05357,4,175,DOP W3 Organoids M05357,29,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,231,4,39,10,98.9,0.39,0.999,0.05,39.1,920,0.49,0,13.87,0.66,29,1,5/23/2024,M05357,4,175,DOP W3 Organoids M05357,29,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,232,4,44,1,690.6,0.477,0.997,0.55,1597.2,1074,0.58,0,17.98,0.6,34,1,5/23/2024,M05357,4,175,DOP W3 Organoids M05357,29,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,233,4,44,2,112.2,0.568,0.991,1.45,1658.2,1074,0.58,0,17.98,0.6,34,1,5/23/2024,M05357,4,175,DOP W3 Organoids M05357,29,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,234,4,44,3,94.7,0.498,0.993,1.15,1642.6,1074,0.58,0,17.98,0.6,34,1,5/23/2024,M05357,4,175,DOP W3 Organoids M05357,29,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,235,4,44,4,229.8,0.353,0.997,0.65,1601.7,1074,0.58,0,17.98,0.6,34,1,5/23/2024,M05357,4,175,DOP W3 Organoids M05357,29,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,236,4,44,5,126.6,0.331,0.992,0.05,35,1074,0.58,0,17.98,0.6,34,1,5/23/2024,M05357,4,175,DOP W3 Organoids M05357,29,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,237,4,44,6,94.7,0.319,0.99,0.1,105,1074,0.58,0,17.98,0.6,34,1,5/23/2024,M05357,4,175,DOP W3 Organoids M05357,29,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,238,4,44,7,94.7,0.349,0.979,0,267.1,1074,0.58,0,17.98,0.6,34,1,5/23/2024,M05357,4,175,DOP W3 Organoids M05357,29,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,239,4,44,8,119.5,0.597,0.998,0,258.4,1074,0.58,0,17.98,0.6,34,1,5/23/2024,M05357,4,175,DOP W3 Organoids M05357,29,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,240,4,45,1,448,0.411,0.999,0.1,35,375,0.2,0,8.65,0.67,12,0.87,5/23/2024,M05357,4,175,DOP W3 Organoids M05357,29,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,241,4,45,2,84.5,0.408,0.997,0.2,70,375,0.2,0,8.65,0.67,12,0.87,5/23/2024,M05357,4,175,DOP W3 Organoids M05357,29,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,242,4,45,3,84.5,0.318,0.987,0.1,35,375,0.2,0,8.65,0.67,12,0.87,5/23/2024,M05357,4,175,DOP W3 Organoids M05357,29,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,243,4,46,1,670.2,0.475,0.999,0,24.7,897,0.48,0,9.01,0.71,28,1,5/23/2024,M05357,4,175,DOP W3 Organoids M05357,29,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,244,4,46,2,175,0.446,0.996,0.65,258.4,897,0.48,0,9.01,0.71,28,1,5/23/2024,M05357,4,175,DOP W3 Organoids M05357,29,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,245,4,46,3,346.8,0.396,0.994,0.1,35,897,0.48,0,9.01,0.71,28,1,5/23/2024,M05357,4,175,DOP W3 Organoids M05357,29,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,246,4,46,4,116.4,0.321,0.997,0.35,112.1,897,0.48,0,9.01,0.71,28,1,5/23/2024,M05357,4,175,DOP W3 Organoids M05357,29,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
