Group,,instance,neuron,branch,branchLen,branchConductionVel,conductionVelFit,latFromInitSite,distFromInitSite,totNoSpikes,neuronFiringRate,isiViolationRate,fisherProjectionDistance,silhouetteScore,spikesNoPerConfig_mean,completeness,date,wellplateID,wellNo,runID,assayTag,div,wellGroupName,wellGroupColor,Cell Type,Media Type,Plating Date,control
1,34,2,12,1,164.7,0.279,0.989,1.7,1337.3,1630,0.9,0,9.67,0.71,54,1,5/23/2024,M05357,2,175,DOP W3 Organoids M05357,29,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,35,2,12,2,190.6,0.378,0.999,0.7,204.1,1630,0.9,0,9.67,0.71,54,1,5/23/2024,M05357,2,175,DOP W3 Organoids M05357,29,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,36,2,12,3,306.2,0.387,0.998,0.3,94.2,1630,0.9,0,9.67,0.71,54,1,5/23/2024,M05357,2,175,DOP W3 Organoids M05357,29,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,37,2,12,4,241.7,0.377,0.998,0.25,106.4,1630,0.9,0,9.67,0.71,54,1,5/23/2024,M05357,2,175,DOP W3 Organoids M05357,29,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,38,2,12,5,217.2,0.419,0.997,0,17.5,1630,0.9,0,9.67,0.71,54,1,5/23/2024,M05357,2,175,DOP W3 Organoids M05357,29,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,39,2,12,6,151.4,0.307,0.987,0,0,1630,0.9,0,9.67,0.71,54,1,5/23/2024,M05357,2,175,DOP W3 Organoids M05357,29,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,40,2,14,1,158.6,0.35,0.997,0.25,211.5,1053,0.58,0,12.17,0.69,35,1,5/23/2024,M05357,2,175,DOP W3 Organoids M05357,29,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,41,2,14,2,144.2,0.366,0.996,0.15,35,1053,0.58,0,12.17,0.69,35,1,5/23/2024,M05357,2,175,DOP W3 Organoids M05357,29,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,42,2,15,1,228.6,0.469,0.985,0.1,35,438,0.24,0,8.27,0.73,14,0.83,5/23/2024,M05357,2,175,DOP W3 Organoids M05357,29,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,43,2,15,2,119.5,0.597,0.998,0.05,24.7,438,0.24,0,8.27,0.73,14,0.83,5/23/2024,M05357,2,175,DOP W3 Organoids M05357,29,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,44,2,17,1,278.1,0.368,0.992,0,0,520,0.29,0,9.55,0.6,17,0.87,5/23/2024,M05357,2,175,DOP W3 Organoids M05357,29,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,45,2,17,2,229,0.421,1,0,70,520,0.29,0,9.55,0.6,17,0.87,5/23/2024,M05357,2,175,DOP W3 Organoids M05357,29,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,46,2,18,1,123.7,0.495,1,0.25,149.5,901,0.5,0,16.41,0.71,30,1,5/23/2024,M05357,2,175,DOP W3 Organoids M05357,29,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,47,2,25,1,144.2,0.481,0.999,0.8,336.2,360,0.2,0,27.55,0.88,12,0.73,5/23/2024,M05357,2,175,DOP W3 Organoids M05357,29,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,48,2,25,2,126.7,0.415,0.982,0.2,24.7,360,0.2,0,27.55,0.88,12,0.73,5/23/2024,M05357,2,175,DOP W3 Organoids M05357,29,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,49,2,26,1,221.4,0.442,0.989,0,141.1,358,0.2,0,31.08,0.82,11,0.73,5/23/2024,M05357,2,175,DOP W3 Organoids M05357,29,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,50,2,29,1,504.2,0.333,0.998,0.15,24.7,919,0.51,0,16.62,0.72,30,1,5/23/2024,M05357,2,175,DOP W3 Organoids M05357,29,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,51,2,30,1,115.1,0.388,0.999,0.8,211.5,816,0.45,195.11,3.92,0.5,27,1,5/23/2024,M05357,2,175,DOP W3 Organoids M05357,29,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,52,2,31,1,278,0.397,0.999,0.15,24.7,313,0.17,0,9.57,0.68,10,0.63,5/23/2024,M05357,2,175,DOP W3 Organoids M05357,29,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,53,2,31,2,98.9,0.338,0.995,0.3,78.3,313,0.17,0,9.57,0.68,10,0.63,5/23/2024,M05357,2,175,DOP W3 Organoids M05357,29,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,54,2,32,1,214.2,0.387,0.987,0,17.5,1798,1,0,6.65,0.49,59,1,5/23/2024,M05357,2,175,DOP W3 Organoids M05357,29,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,55,2,32,2,112.2,0.346,0.983,0.25,94.2,1798,1,0,6.65,0.49,59,1,5/23/2024,M05357,2,175,DOP W3 Organoids M05357,29,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,56,2,32,3,119.5,0.474,0.993,0.05,35,1798,1,0,6.65,0.49,59,1,5/23/2024,M05357,2,175,DOP W3 Organoids M05357,29,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,57,2,33,1,597.4,0.396,0.995,0.05,35,1863,1.03,0,6.37,0.45,62,1,5/23/2024,M05357,2,175,DOP W3 Organoids M05357,29,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,58,2,33,2,285.4,0.402,0.996,0.6,284.9,1863,1.03,0,6.37,0.45,62,1,5/23/2024,M05357,2,175,DOP W3 Organoids M05357,29,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,59,2,33,3,112.2,0.568,0.995,0.85,338,1863,1.03,0,6.37,0.45,62,1,5/23/2024,M05357,2,175,DOP W3 Organoids M05357,29,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,60,2,33,4,200.1,0.499,0.995,0.35,175.9,1863,1.03,0,6.37,0.45,62,1,5/23/2024,M05357,2,175,DOP W3 Organoids M05357,29,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,61,2,33,5,94.7,0.385,0.998,0.3,188.5,1863,1.03,0,6.37,0.45,62,1,5/23/2024,M05357,2,175,DOP W3 Organoids M05357,29,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,62,2,33,6,119.5,0.498,0.979,0.3,141.1,1863,1.03,0,6.37,0.45,62,1,5/23/2024,M05357,2,175,DOP W3 Organoids M05357,29,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,63,2,33,7,168.9,0.474,0.997,0.15,106.4,1863,1.03,0,6.37,0.45,62,1,5/23/2024,M05357,2,175,DOP W3 Organoids M05357,29,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,64,2,33,8,224.5,0.563,0.996,0.05,17.5,1863,1.03,0,6.37,0.45,62,1,5/23/2024,M05357,2,175,DOP W3 Organoids M05357,29,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,65,2,33,9,173,0.441,0.998,0,39.1,1863,1.03,0,6.37,0.45,62,1,5/23/2024,M05357,2,175,DOP W3 Organoids M05357,29,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,66,2,34,1,119.5,0.498,0.996,3.1,1122.2,1075,0.6,0,7.95,0.57,35,1,5/23/2024,M05357,2,175,DOP W3 Organoids M05357,29,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,67,2,35,1,300,0.366,0.997,0.1,35,1018,0.56,0,15.73,0.75,33,1,5/23/2024,M05357,2,175,DOP W3 Organoids M05357,29,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,68,2,35,2,257.5,0.353,0.992,0.2,161.3,1018,0.56,0,15.73,0.75,33,1,5/23/2024,M05357,2,175,DOP W3 Organoids M05357,29,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,69,2,35,3,116.4,0.367,0.986,0.1,35,1018,0.56,0,15.73,0.75,33,1,5/23/2024,M05357,2,175,DOP W3 Organoids M05357,29,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,70,2,37,1,138,0.334,0.997,0.05,87.5,684,0.38,0,9.14,0.54,22,1,5/23/2024,M05357,2,175,DOP W3 Organoids M05357,29,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,71,2,37,2,147.6,0.421,1,0.05,17.5,684,0.38,0,9.14,0.54,22,1,5/23/2024,M05357,2,175,DOP W3 Organoids M05357,29,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,72,2,37,3,157.5,0.46,0.997,0,70,684,0.38,0,9.14,0.54,22,1,5/23/2024,M05357,2,175,DOP W3 Organoids M05357,29,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,73,2,39,1,245.2,0.317,0.996,2.8,1792.4,440,0.24,0,10,0.71,14,0.87,5/23/2024,M05357,2,175,DOP W3 Organoids M05357,29,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,74,2,39,2,259.5,0.409,0.99,0.45,282.2,440,0.24,0,10,0.71,14,0.87,5/23/2024,M05357,2,175,DOP W3 Organoids M05357,29,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,75,2,43,1,115.1,0.323,0.996,1.45,3237.5,787,0.44,0,N/A,N/A,26,1,5/23/2024,M05357,2,175,DOP W3 Organoids M05357,29,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,76,2,43,2,164.7,0.428,0.995,1.3,94.2,787,0.44,0,N/A,N/A,26,1,5/23/2024,M05357,2,175,DOP W3 Organoids M05357,29,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,77,2,43,3,106.1,0.412,0.999,0.05,52.5,787,0.44,0,N/A,N/A,26,1,5/23/2024,M05357,2,175,DOP W3 Organoids M05357,29,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,78,2,44,1,193.6,0.363,0.981,0.15,24.7,805,0.45,0,12.21,0.66,26,1,5/23/2024,M05357,2,175,DOP W3 Organoids M05357,29,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,79,2,44,2,123.6,0.336,0.991,0,63.1,805,0.45,0,12.21,0.66,26,1,5/23/2024,M05357,2,175,DOP W3 Organoids M05357,29,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,80,2,44,3,126.7,0.351,0.999,0,87.5,805,0.45,0,12.21,0.66,26,1,5/23/2024,M05357,2,175,DOP W3 Organoids M05357,29,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,81,2,46,1,316,0.309,0.998,1.2,316.9,399,0.22,0,15.44,0.63,13,0.73,5/23/2024,M05357,2,175,DOP W3 Organoids M05357,29,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,82,2,46,2,94.7,0.276,0.966,1.45,350.4,399,0.22,0,15.44,0.63,13,0.73,5/23/2024,M05357,2,175,DOP W3 Organoids M05357,29,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,83,2,46,3,481.8,0.336,0.999,0.05,17.5,399,0.22,0,15.44,0.63,13,0.73,5/23/2024,M05357,2,175,DOP W3 Organoids M05357,29,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,84,2,46,4,129.5,0.369,1,0.7,221.4,399,0.22,0,15.44,0.63,13,0.73,5/23/2024,M05357,2,175,DOP W3 Organoids M05357,29,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,85,2,49,1,91.7,0.451,0.998,0.05,35,395,0.22,0,6.97,0.67,13,0.9,5/23/2024,M05357,2,175,DOP W3 Organoids M05357,29,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,86,2,51,1,609,0.375,0.998,0.05,17.5,1069,0.59,0,9.25,0.59,35,1,5/23/2024,M05357,2,175,DOP W3 Organoids M05357,29,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,87,2,51,2,157.5,0.458,0.998,0.15,39.1,1069,0.59,0,9.25,0.59,35,1,5/23/2024,M05357,2,175,DOP W3 Organoids M05357,29,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,88,2,53,1,872.8,0.418,0.999,1,189.3,1565,0.87,0,7.44,0.45,52,1,5/23/2024,M05357,2,175,DOP W3 Organoids M05357,29,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,89,2,53,2,186.5,0.531,0.998,1.45,360.8,1565,0.87,0,7.44,0.45,52,1,5/23/2024,M05357,2,175,DOP W3 Organoids M05357,29,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,90,2,53,3,161.7,0.344,0.975,0.05,35,1565,0.87,0,7.44,0.45,52,1,5/23/2024,M05357,2,175,DOP W3 Organoids M05357,29,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,91,2,54,1,276.8,0.402,0.996,0.4,172.4,1037,0.57,0,11.2,0.79,34,1,5/23/2024,M05357,2,175,DOP W3 Organoids M05357,29,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,92,2,60,1,241.8,0.478,0.998,0.05,24.7,1478,0.82,1.24,6.86,0.65,49,1,5/23/2024,M05357,2,175,DOP W3 Organoids M05357,29,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,93,2,60,2,119.5,0.488,0.996,0.15,78.3,1478,0.82,1.24,6.86,0.65,49,1,5/23/2024,M05357,2,175,DOP W3 Organoids M05357,29,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,94,2,61,1,164.6,0.475,0.992,0,35,1164,0.65,0,4.7,0.58,38,1,5/23/2024,M05357,2,175,DOP W3 Organoids M05357,29,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,95,3,1,1,390.5,0.402,0.996,1.15,472.8,513,0.3,0,20.33,0.72,18,0.86,5/23/2024,M05357,3,175,DOP W3 Organoids M05357,29,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,96,3,1,2,230.7,0.438,0.989,0,127.4,513,0.3,0,20.33,0.72,18,0.86,5/23/2024,M05357,3,175,DOP W3 Organoids M05357,29,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,97,3,1,3,193.6,0.442,0.995,0,94.2,513,0.3,0,20.33,0.72,18,0.86,5/23/2024,M05357,3,175,DOP W3 Organoids M05357,29,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,98,3,1,4,154.5,0.455,0.99,0,123.7,513,0.3,0,20.33,0.72,18,0.86,5/23/2024,M05357,3,175,DOP W3 Organoids M05357,29,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,99,3,1,5,77.2,0.393,0.998,0.05,55.3,513,0.3,0,20.33,0.72,18,0.86,5/23/2024,M05357,3,175,DOP W3 Organoids M05357,29,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,100,3,4,1,119.5,0.201,0.986,0.25,264.8,761,0.45,0,10.69,0.73,27,1,5/23/2024,M05357,3,175,DOP W3 Organoids M05357,29,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,101,3,4,2,316.6,0.483,0.999,0.05,17.5,761,0.45,0,10.69,0.73,27,1,5/23/2024,M05357,3,175,DOP W3 Organoids M05357,29,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,102,3,4,3,242,0.401,0.992,0,94.2,761,0.45,0,10.69,0.73,27,1,5/23/2024,M05357,3,175,DOP W3 Organoids M05357,29,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,103,3,4,4,173.1,0.298,0.989,0.05,234.8,761,0.45,0,10.69,0.73,27,1,5/23/2024,M05357,3,175,DOP W3 Organoids M05357,29,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,104,3,4,5,165.8,0.483,0.992,0.15,148.5,761,0.45,0,10.69,0.73,27,1,5/23/2024,M05357,3,175,DOP W3 Organoids M05357,29,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,105,3,4,6,94.7,0.383,0.998,0.25,102,761,0.45,0,10.69,0.73,27,1,5/23/2024,M05357,3,175,DOP W3 Organoids M05357,29,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,106,3,4,7,147.2,0.474,0.998,0.15,161.3,761,0.45,0,10.69,0.73,27,1,5/23/2024,M05357,3,175,DOP W3 Organoids M05357,29,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,107,3,4,8,109.1,0.361,0.973,0.05,17.5,761,0.45,0,10.69,0.73,27,1,5/23/2024,M05357,3,175,DOP W3 Organoids M05357,29,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,108,3,6,1,94.7,0.463,0.992,0.05,35,1812,1.08,0,20.68,0.66,64,1,5/23/2024,M05357,3,175,DOP W3 Organoids M05357,29,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,109,3,6,2,94.7,0.345,0.965,0,78.3,1812,1.08,0,20.68,0.66,64,1,5/23/2024,M05357,3,175,DOP W3 Organoids M05357,29,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,110,3,8,1,315.9,0.363,0.994,0.3,112.1,538,0.32,0,15.17,0.69,19,0.96,5/23/2024,M05357,3,175,DOP W3 Organoids M05357,29,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,111,3,8,2,252.2,0.416,0.981,0.05,35,538,0.32,0,15.17,0.69,19,0.96,5/23/2024,M05357,3,175,DOP W3 Organoids M05357,29,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,112,3,8,3,238.9,0.487,0.997,0.1,39.1,538,0.32,0,15.17,0.69,19,0.96,5/23/2024,M05357,3,175,DOP W3 Organoids M05357,29,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,113,3,8,4,252.2,0.427,0.997,0,105,538,0.32,0,15.17,0.69,19,0.96,5/23/2024,M05357,3,175,DOP W3 Organoids M05357,29,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,114,3,8,5,175.3,0.409,0.992,0.15,63.1,538,0.32,0,15.17,0.69,19,0.96,5/23/2024,M05357,3,175,DOP W3 Organoids M05357,29,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,115,3,8,6,139.8,0.4,0.988,0.1,35,538,0.32,0,15.17,0.69,19,0.96,5/23/2024,M05357,3,175,DOP W3 Organoids M05357,29,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,116,3,8,7,165.9,0.414,0.99,0,105,538,0.32,0,15.17,0.69,19,0.96,5/23/2024,M05357,3,175,DOP W3 Organoids M05357,29,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,117,3,9,1,133.9,0.311,0.942,0.25,144.3,892,0.53,0,19.37,0.76,31,1,5/23/2024,M05357,3,175,DOP W3 Organoids M05357,29,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,118,3,9,2,211.1,0.417,0.997,0.1,17.5,892,0.53,0,19.37,0.76,31,1,5/23/2024,M05357,3,175,DOP W3 Organoids M05357,29,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,119,3,9,3,115.1,0.323,0.996,0.1,17.5,892,0.53,0,19.37,0.76,31,1,5/23/2024,M05357,3,175,DOP W3 Organoids M05357,29,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,120,3,12,1,91.6,0.37,1,2.5,1819.4,401,0.24,0,16.92,0.7,14,0.68,5/23/2024,M05357,3,175,DOP W3 Organoids M05357,29,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,121,3,12,2,348.2,0.329,0.996,0.05,78.3,401,0.24,0,16.92,0.7,14,0.68,5/23/2024,M05357,3,175,DOP W3 Organoids M05357,29,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
