Group,,instance,neuron,electrodeNo,x,y,neuronConductionVel,totalAxonLen,longestBranchLen,longestDistFromInitSite,longestLat,amplitudeInitSite,totNoSpikes,neuronFiringRate,isiViolationRate,fisherProjectionDistance,silhouetteScore,spikesNoPerConfig_mean,completeness,date,wellplateID,wellNo,runID,assayTag,div,wellGroupName,wellGroupColor,Cell Type,Media Type,Plating Date,control
Group,Instance,Instance,,Electrode Number,x Position,y Position,Neuron Conduction Velocity,Total Axon Length, Longest Branch Length,Longest Distance From Initiation Site,Longest Latency,Amplitude at Initiation Site,Total Number of Spikes,Neuron Firing Rate,ISI Violation Rate,Fisher Projection Distance,Silhouette Score,Mean Number Spikes per Config,Footprint Completeness,Date,Wellplate ID,Well Number,Assay Run ID,Assay Tag,DIV,Well Group Name,Well Group Color,,,,Control
1,239,51,2,7129,1557.5,560,0.458,1189.2,512.9,423.6,1.2,636.4,322,0.38,46.66,1.03,-0.35,23,0.86,5/7/2024,M04632,3,000079,DOP13 W3 Organoids M04632,13,Default Group,#999999,N/A,N/A,24.4.2024,0
1,240,51,4,6894,1295,542.5,0.432,1764.4,354.2,459.4,1.35,1264,212,0.25,0,16.29,0.75,15,0.79,5/7/2024,M04632,3,000079,DOP13 W3 Organoids M04632,13,Default Group,#999999,N/A,N/A,24.4.2024,0
1,241,51,7,14888,2590,1172.5,0.404,102,102,127.4,0.5,572.5,160,0.19,0,13.25,0.66,11,0.64,5/7/2024,M04632,3,000079,DOP13 W3 Organoids M04632,13,Default Group,#999999,N/A,N/A,24.4.2024,0
1,242,51,11,10486,2555,822.5,0.384,116.4,116.4,140,0.65,360.6,294,0.35,0,2.15,0.41,21,1,5/7/2024,M04632,3,000079,DOP13 W3 Organoids M04632,13,Default Group,#999999,N/A,N/A,24.4.2024,0
1,243,51,18,4959,2082.5,385,0.431,172,172,224.1,0.6,455,345,0.41,0,12.43,0.59,24,1,5/7/2024,M04632,3,000079,DOP13 W3 Organoids M04632,13,Default Group,#999999,N/A,N/A,24.4.2024,0
1,244,51,19,3818,1365,297.5,0.452,1289.8,259.5,1810.6,0.95,741.1,515,0.61,0,14.58,0.65,36,1,5/7/2024,M04632,3,000079,DOP13 W3 Organoids M04632,13,Default Group,#999999,N/A,N/A,24.4.2024,0
1,245,51,26,9311,1242.5,735,0.407,2434.9,944.4,1307.7,2.5,185.5,428,0.51,0,8.05,0.48,30,1,5/7/2024,M04632,3,000079,DOP13 W3 Organoids M04632,13,Default Group,#999999,N/A,N/A,24.4.2024,0
1,246,51,33,24062,1435,1907.5,N/A,N/A,N/A,N/A,N/A,190.3,192,0.23,268.2,2.46,0.31,13,0.79,5/7/2024,M04632,3,000079,DOP13 W3 Organoids M04632,13,Default Group,#999999,N/A,N/A,24.4.2024,0
1,247,52,1,3854,1995,297.5,N/A,N/A,N/A,N/A,N/A,2374.9,325,0.36,0,9.7,0.72,21,0.93,5/7/2024,M04632,4,000079,DOP13 W3 Organoids M04632,13,Default Group,#999999,N/A,N/A,24.4.2024,0
1,248,52,2,19684,1820,1557.5,0.439,966.9,267,212.9,0.6,594.7,290,0.32,104.51,8.33,0.41,19,0.93,5/7/2024,M04632,4,000079,DOP13 W3 Organoids M04632,13,Default Group,#999999,N/A,N/A,24.4.2024,0
1,249,52,3,11734,1295,927.5,0.353,726.4,344.6,752.7,2.5500000000000003,707.4,206,0.23,0,14.69,0.67,13,0.93,5/7/2024,M04632,4,000079,DOP13 W3 Organoids M04632,13,Default Group,#999999,N/A,N/A,24.4.2024,0
1,250,52,4,13504,1470,1067.5,0.39,239,239,260.2,0.65,1064.8,528,0.59,66.29,6.5,0.67,35,1,5/7/2024,M04632,4,000079,DOP13 W3 Organoids M04632,13,Default Group,#999999,N/A,N/A,24.4.2024,0
1,251,52,5,11374,2695,892.5,0.359,109.1,109.1,141.1,0.5,487.1,227,0.25,0,13.24,0.66,15,1,5/7/2024,M04632,4,000079,DOP13 W3 Organoids M04632,13,Default Group,#999999,N/A,N/A,24.4.2024,0
1,252,52,11,772,1960,52.5,0.278,87.5,87.5,105,0.35,924.7,189,0.21,6.31,9.68,0.74,12,0.93,5/7/2024,M04632,4,000079,DOP13 W3 Organoids M04632,13,Default Group,#999999,N/A,N/A,24.4.2024,0
1,253,52,14,20333,1627.5,1610,N/A,N/A,N/A,N/A,N/A,218.7,160,0.18,0,10.93,0.64,10,0.6,5/7/2024,M04632,4,000079,DOP13 W3 Organoids M04632,13,Default Group,#999999,N/A,N/A,24.4.2024,0
1,254,52,15,16825,1837.5,1330,0.368,548.2,144.2,848.9,1.45,827.2,341,0.38,0,12.06,0.49,22,1,5/7/2024,M04632,4,000079,DOP13 W3 Organoids M04632,13,Default Group,#999999,N/A,N/A,24.4.2024,0
1,255,52,17,14352,910,1137.5,N/A,N/A,N/A,N/A,N/A,193.4,296,0.33,0,2.29,0.26,19,1,5/7/2024,M04632,4,000079,DOP13 W3 Organoids M04632,13,Default Group,#999999,N/A,N/A,24.4.2024,0
1,256,52,18,7340,1400,577.5,0.307,393.2,266.5,438.9,1.75,316.2,500,0.55,0,8.06,0.5,33,1,5/7/2024,M04632,4,000079,DOP13 W3 Organoids M04632,13,Default Group,#999999,N/A,N/A,24.4.2024,0
1,257,52,19,14691,2992.5,1155,0.298,119.5,119.5,117.4,0.45,423.2,205,0.23,0,22.73,0.68,13,1,5/7/2024,M04632,4,000079,DOP13 W3 Organoids M04632,13,Default Group,#999999,N/A,N/A,24.4.2024,0
1,258,52,21,3165,1487.5,245,N/A,N/A,N/A,N/A,N/A,1004.2,367,0.41,0,11.37,0.67,24,1,5/7/2024,M04632,4,000079,DOP13 W3 Organoids M04632,13,Default Group,#999999,N/A,N/A,24.4.2024,0
1,259,52,23,17474,1645,1382.5,0.403,158.6,158.6,161.3,0.6,242.2,173,0.19,0,10.71,0.61,11,0.67,5/7/2024,M04632,4,000079,DOP13 W3 Organoids M04632,13,Default Group,#999999,N/A,N/A,24.4.2024,0
1,260,52,26,22567,2222.5,1785,0.401,98.9,98.9,87.5,0.25,1296.9,229,0.25,0,9.49,0.65,15,0.6,5/7/2024,M04632,4,000079,DOP13 W3 Organoids M04632,13,Default Group,#999999,N/A,N/A,24.4.2024,0
1,261,52,27,7575,1662.5,595,0.385,292.5,158.6,260.2,0.6,346.4,174,0.19,0,10.01,0.56,11,0.8,5/7/2024,M04632,4,000079,DOP13 W3 Organoids M04632,13,Default Group,#999999,N/A,N/A,24.4.2024,0
1,262,52,37,6118,3115,472.5,0.318,287.9,185.9,1378.5,4.6499999999999995,181.3,792,0.88,0,N/A,N/A,52,1,5/7/2024,M04632,4,000079,DOP13 W3 Organoids M04632,13,Default Group,#999999,N/A,N/A,24.4.2024,0
1,263,52,38,13295,1662.5,1050,0.394,189.3,189.3,410,1.05,500.9,450,0.5,0,8.35,0.54,30,1,5/7/2024,M04632,4,000079,DOP13 W3 Organoids M04632,13,Default Group,#999999,N/A,N/A,24.4.2024,0
1,264,52,40,23238,2415,1837.5,0.33,161.6,161.6,144.3,0.5,124.4,378,0.42,0,7.55,0.51,25,0.93,5/7/2024,M04632,4,000079,DOP13 W3 Organoids M04632,13,Default Group,#999999,N/A,N/A,24.4.2024,0
1,265,55,1,16644,2520,1312.5,N/A,N/A,N/A,N/A,N/A,804.3,446,0.53,232.94,8,0.2,31,1,5/7/2024,M05368,1,000080,DOP13 W3 Organoids M05368,13,Default Group,#999999,N/A,N/A,24.4.2024,0
1,266,55,4,12628,1540,997.5,0.35,657,239,1191.2,1,255.1,359,0.43,0,7.42,0.53,25,0.93,5/7/2024,M05368,1,000080,DOP13 W3 Organoids M05368,13,Default Group,#999999,N/A,N/A,24.4.2024,0
1,267,55,5,15698,1365,1242.5,N/A,N/A,N/A,N/A,N/A,489.5,234,0.28,0,8.79,0.74,16,0.93,5/7/2024,M05368,1,000080,DOP13 W3 Organoids M05368,13,Default Group,#999999,N/A,N/A,24.4.2024,0
1,268,55,9,19005,1487.5,1505,N/A,N/A,N/A,N/A,N/A,579.1,276,0.33,0,3.39,0.39,19,0.86,5/7/2024,M05368,1,000080,DOP13 W3 Organoids M05368,13,Default Group,#999999,N/A,N/A,24.4.2024,0
1,269,55,11,22535,1662.5,1785,0.342,102,102,112.1,0.45,437.6,201,0.24,0,5.23,0.63,14,0.86,5/7/2024,M05368,1,000080,DOP13 W3 Organoids M05368,13,Default Group,#999999,N/A,N/A,24.4.2024,0
1,270,55,12,16656,2730,1312.5,0.338,228.6,228.6,210.7,0.75,375.8,274,0.33,0,4.95,0.51,19,0.93,5/7/2024,M05368,1,000080,DOP13 W3 Organoids M05368,13,Default Group,#999999,N/A,N/A,24.4.2024,0
1,271,55,13,1646,1855,122.5,0.251,87.5,87.5,106.4,0.4,153.4,164,0.19,0,8.04,0.64,11,0.86,5/7/2024,M05368,1,000080,DOP13 W3 Organoids M05368,13,Default Group,#999999,N/A,N/A,24.4.2024,0
1,272,55,15,11159,2782.5,875,N/A,N/A,N/A,N/A,N/A,870.9,154,0.18,0,9.27,0.72,11,0.86,5/7/2024,M05368,1,000080,DOP13 W3 Organoids M05368,13,Default Group,#999999,N/A,N/A,24.4.2024,0
1,273,55,18,10044,2520,787.5,0.413,123.6,123.6,491.2,3.3,381.1,188,0.22,0,4.7,0.54,13,0.93,5/7/2024,M05368,1,000080,DOP13 W3 Organoids M05368,13,Default Group,#999999,N/A,N/A,24.4.2024,0
1,274,55,29,4513,1977.5,350,0.32,239,239,166,0.7,221.8,445,0.53,0,3.39,0.28,31,1,5/7/2024,M05368,1,000080,DOP13 W3 Organoids M05368,13,Default Group,#999999,N/A,N/A,24.4.2024,0
1,275,55,31,21253,2327.5,1680,N/A,N/A,N/A,N/A,N/A,189.7,423,0.5,2.35,N/A,N/A,30,1,5/7/2024,M05368,1,000080,DOP13 W3 Organoids M05368,13,Default Group,#999999,N/A,N/A,24.4.2024,0
1,276,55,34,20114,1645,1592.5,0.385,291.5,291.5,437.5,1.2,171.3,182,0.22,0,4.55,0.43,13,0.86,5/7/2024,M05368,1,000080,DOP13 W3 Organoids M05368,13,Default Group,#999999,N/A,N/A,24.4.2024,0
1,277,55,35,18764,1120,1487.5,N/A,N/A,N/A,N/A,N/A,353.6,241,0.29,0,2.57,0.43,17,1,5/7/2024,M05368,1,000080,DOP13 W3 Organoids M05368,13,Default Group,#999999,N/A,N/A,24.4.2024,0
1,278,55,38,5188,2240,402.5,N/A,N/A,N/A,N/A,N/A,327.1,243,0.29,0,3.02,0.3,17,1,5/7/2024,M05368,1,000080,DOP13 W3 Organoids M05368,13,Default Group,#999999,N/A,N/A,24.4.2024,0
1,279,56,1,1387,1172.5,105,N/A,N/A,N/A,N/A,N/A,810.9,1123,1.33,6.51,N/A,N/A,80,1,5/7/2024,M05368,2,000080,DOP13 W3 Organoids M05368,13,Default Group,#999999,N/A,N/A,24.4.2024,0
1,280,56,4,6494,1995,507.5,N/A,N/A,N/A,N/A,N/A,601,689,0.82,0,13.1,0.7,49,1,5/7/2024,M05368,2,000080,DOP13 W3 Organoids M05368,13,Default Group,#999999,N/A,N/A,24.4.2024,0
1,281,56,6,1642,1785,122.5,0.339,98.9,98.9,94.2,0.3,780.8,195,0.23,0,7.54,0.57,13,1,5/7/2024,M05368,2,000080,DOP13 W3 Organoids M05368,13,Default Group,#999999,N/A,N/A,24.4.2024,0
1,282,56,9,19487,2222.5,1540,0.3,172,172,133.3,0.55,608.8,471,0.56,0,10.69,0.65,33,1,5/7/2024,M05368,2,000080,DOP13 W3 Organoids M05368,13,Default Group,#999999,N/A,N/A,24.4.2024,0
1,283,56,15,7786,1505,612.5,0.412,681.8,295.6,437.9,1.05,494.9,199,0.24,0,7.6,0.44,14,0.86,5/7/2024,M05368,2,000080,DOP13 W3 Organoids M05368,13,Default Group,#999999,N/A,N/A,24.4.2024,0
1,284,56,20,20516,980,1627.5,N/A,N/A,N/A,N/A,N/A,800.7,162,0.19,0,3.25,0.8,11,0.64,5/7/2024,M05368,2,000080,DOP13 W3 Organoids M05368,13,Default Group,#999999,N/A,N/A,24.4.2024,0
1,285,56,22,18157,2047.5,1435,0.44,158.6,158.6,165.1,0.4,307.1,298,0.35,0,7.81,0.54,21,1,5/7/2024,M05368,2,000080,DOP13 W3 Organoids M05368,13,Default Group,#999999,N/A,N/A,24.4.2024,0
1,286,56,23,7802,1785,612.5,0.363,249.2,249.2,211.5,1.2,261.5,515,0.61,0,9.32,0.5,36,1,5/7/2024,M05368,2,000080,DOP13 W3 Organoids M05368,13,Default Group,#999999,N/A,N/A,24.4.2024,0
1,287,56,27,14121,717.5,1120,0.449,179.2,179.2,161.3,0.4,272.9,156,0.19,0,13.66,0.67,11,0.64,5/7/2024,M05368,2,000080,DOP13 W3 Organoids M05368,13,Default Group,#999999,N/A,N/A,24.4.2024,0
1,288,56,30,11284,1120,892.5,0.368,147.6,147.6,148.5,0.45,218.7,160,0.19,0,7.05,0.49,11,0.64,5/7/2024,M05368,2,000080,DOP13 W3 Organoids M05368,13,Default Group,#999999,N/A,N/A,24.4.2024,0
1,289,56,37,5604,1820,437.5,0.411,354.2,354.2,374.1,1.4,212.6,167,0.2,0,20.52,0.79,11,0.64,5/7/2024,M05368,2,000080,DOP13 W3 Organoids M05368,13,Default Group,#999999,N/A,N/A,24.4.2024,0
1,290,56,41,18617,2397.5,1470,N/A,N/A,N/A,N/A,N/A,138.9,417,0.5,0,2.55,0.43,29,0.93,5/7/2024,M05368,2,000080,DOP13 W3 Organoids M05368,13,Default Group,#999999,N/A,N/A,24.4.2024,0
1,291,56,42,4905,1137.5,385,N/A,N/A,N/A,N/A,N/A,70.3,310,0.37,0,3.33,0.31,22,1,5/7/2024,M05368,2,000080,DOP13 W3 Organoids M05368,13,Default Group,#999999,N/A,N/A,24.4.2024,0
1,292,57,5,21187,1172.5,1680,0.434,259.5,172,123.7,0.4,900,520,0.62,0,5.95,0.6,37,1,5/7/2024,M05368,3,000080,DOP13 W3 Organoids M05368,13,Default Group,#999999,N/A,N/A,24.4.2024,0
1,293,57,6,25195,2012.5,1995,N/A,N/A,N/A,N/A,N/A,772.6,173,0.21,365.88,1.62,0.21,12,0.86,5/7/2024,M05368,3,000080,DOP13 W3 Organoids M05368,13,Default Group,#999999,N/A,N/A,24.4.2024,0
1,294,57,7,11266,805,892.5,0.427,147.2,147.2,127.4,0.45,533.8,171,0.2,57.61,3.17,0.48,12,0.93,5/7/2024,M05368,3,000080,DOP13 W3 Organoids M05368,13,Default Group,#999999,N/A,N/A,24.4.2024,0
1,295,57,8,24082,1785,1907.5,0.252,168.9,168.9,161.3,0.8,525.8,214,0.25,0,6.31,0.64,15,1,5/7/2024,M05368,3,000080,DOP13 W3 Organoids M05368,13,Default Group,#999999,N/A,N/A,24.4.2024,0
1,296,57,11,15467,1172.5,1225,0.407,234.5,234.5,264.8,0.7,601.7,175,0.21,0,4.77,0.71,12,0.86,5/7/2024,M05368,3,000080,DOP13 W3 Organoids M05368,13,Default Group,#999999,N/A,N/A,24.4.2024,0
1,297,57,12,11356,2380,892.5,N/A,N/A,N/A,N/A,N/A,567.8,270,0.32,222.43,3.8,0.37,19,0.93,5/7/2024,M05368,3,000080,DOP13 W3 Organoids M05368,13,Default Group,#999999,N/A,N/A,24.4.2024,0
1,298,57,14,17667,1172.5,1400,0.278,186.5,186.5,158.5,0.65,226.2,176,0.21,0,7.09,0.64,12,0.86,5/7/2024,M05368,3,000080,DOP13 W3 Organoids M05368,13,Default Group,#999999,N/A,N/A,24.4.2024,0
1,299,57,16,5612,1960,437.5,0.315,161.7,161.7,198,0.5,440.4,162,0.19,0,15.77,0.69,11,1,5/7/2024,M05368,3,000080,DOP13 W3 Organoids M05368,13,Default Group,#999999,N/A,N/A,24.4.2024,0
1,300,57,17,14780,700,1172.5,N/A,N/A,N/A,N/A,N/A,458.6,303,0.36,0,9.26,0.78,21,1,5/7/2024,M05368,3,000080,DOP13 W3 Organoids M05368,13,Default Group,#999999,N/A,N/A,24.4.2024,0
1,301,57,20,3350,875,262.5,N/A,N/A,N/A,N/A,N/A,547.8,311,0.37,0,4.24,0.61,22,0.93,5/7/2024,M05368,3,000080,DOP13 W3 Organoids M05368,13,Default Group,#999999,N/A,N/A,24.4.2024,0
1,302,57,22,2970,1925,227.5,0.434,106.1,106.1,133.3,0.55,338,951,1.13,0.47,N/A,N/A,67,1,5/7/2024,M05368,3,000080,DOP13 W3 Organoids M05368,13,Default Group,#999999,N/A,N/A,24.4.2024,0
1,303,57,26,15549,2607.5,1225,N/A,N/A,N/A,N/A,N/A,203.1,990,1.18,0.86,N/A,N/A,70,1,5/7/2024,M05368,3,000080,DOP13 W3 Organoids M05368,13,Default Group,#999999,N/A,N/A,24.4.2024,0
1,304,57,28,18633,2677.5,1470,N/A,N/A,N/A,N/A,N/A,239.1,223,0.26,29.64,N/A,N/A,15,1,5/7/2024,M05368,3,000080,DOP13 W3 Organoids M05368,13,Default Group,#999999,N/A,N/A,24.4.2024,0
1,305,57,29,13558,2415,1067.5,0.33,154.5,154.5,144.3,0.6,273.4,184,0.22,0,2.8,0.43,13,0.86,5/7/2024,M05368,3,000080,DOP13 W3 Organoids M05368,13,Default Group,#999999,N/A,N/A,24.4.2024,0
1,306,57,33,8692,1960,682.5,0.485,165.9,165.9,178.5,0.45,202.3,206,0.24,0,4.48,0.53,14,0.93,5/7/2024,M05368,3,000080,DOP13 W3 Organoids M05368,13,Default Group,#999999,N/A,N/A,24.4.2024,0
1,307,57,41,10410,1225,822.5,0.503,123.6,123.6,105,0.4,128.9,374,0.44,0,5.13,0.51,26,1,5/7/2024,M05368,3,000080,DOP13 W3 Organoids M05368,13,Default Group,#999999,N/A,N/A,24.4.2024,0
1,308,57,43,15495,1662.5,1225,0.498,94.7,94.7,110.7,0.2,115,192,0.23,0,N/A,N/A,13,1,5/7/2024,M05368,3,000080,DOP13 W3 Organoids M05368,13,Default Group,#999999,N/A,N/A,24.4.2024,0
1,309,58,18,10854,1295,857.5,0.373,147.6,147.6,78.3,0.4,411.7,138,0.18,0,6.34,0.59,10,0.85,5/7/2024,M05368,4,000080,DOP13 W3 Organoids M05368,13,Default Group,#999999,N/A,N/A,24.4.2024,0
1,310,58,21,6458,1365,507.5,N/A,N/A,N/A,N/A,N/A,150.6,238,0.3,0,10.09,0.73,18,1,5/7/2024,M05368,4,000080,DOP13 W3 Organoids M05368,13,Default Group,#999999,N/A,N/A,24.4.2024,0
1,311,58,37,4290,1925,332.5,N/A,N/A,N/A,N/A,N/A,461.7,249,0.32,0,4.68,0.25,19,1,5/7/2024,M05368,4,000080,DOP13 W3 Organoids M05368,13,Default Group,#999999,N/A,N/A,24.4.2024,0
1,312,59,2,9164,2520,717.5,N/A,N/A,N/A,N/A,N/A,249.7,397,0.44,0,4.67,0.61,26,1,5/7/2024,M05368,5,000080,DOP13 W3 Organoids M05368,13,Default Group,#999999,N/A,N/A,24.4.2024,0
1,313,59,4,5636,2380,437.5,N/A,N/A,N/A,N/A,N/A,262.7,179,0.2,0,5.31,0.57,11,1,5/7/2024,M05368,5,000080,DOP13 W3 Organoids M05368,13,Default Group,#999999,N/A,N/A,24.4.2024,0
1,314,59,5,12029,2607.5,945,N/A,N/A,N/A,N/A,N/A,144.9,203,0.22,5.47,N/A,N/A,13,0.87,5/7/2024,M05368,5,000080,DOP13 W3 Organoids M05368,13,Default Group,#999999,N/A,N/A,24.4.2024,0
1,315,59,7,5811,1592.5,455,0.322,329.3,172,647.7,5.3,289.4,193,0.21,0,4.84,0.62,12,0.87,5/7/2024,M05368,5,000080,DOP13 W3 Organoids M05368,13,Default Group,#999999,N/A,N/A,24.4.2024,0
1,316,59,9,9333,1627.5,735,N/A,N/A,N/A,N/A,N/A,247.9,192,0.21,0,9.52,0.57,12,0.87,5/7/2024,M05368,5,000080,DOP13 W3 Organoids M05368,13,Default Group,#999999,N/A,N/A,24.4.2024,0
1,317,59,14,8714,2345,682.5,N/A,N/A,N/A,N/A,N/A,185,182,0.2,0,N/A,N/A,12,1,5/7/2024,M05368,5,000080,DOP13 W3 Organoids M05368,13,Default Group,#999999,N/A,N/A,24.4.2024,0
1,318,59,15,23443,2152.5,1855,0.261,336.7,242,492.8,2.35,73.6,230,0.25,0,3.57,0.41,15,1,5/7/2024,M05368,5,000080,DOP13 W3 Organoids M05368,13,Default Group,#999999,N/A,N/A,24.4.2024,0
1,319,59,18,14000,2450,1102.5,0.29,91.6,91.6,1519.7,4.55,127.7,212,0.23,0,4.76,0.52,14,1,5/7/2024,M05368,5,000080,DOP13 W3 Organoids M05368,13,Default Group,#999999,N/A,N/A,24.4.2024,0
1,320,59,22,2526,1855,192.5,N/A,N/A,N/A,N/A,N/A,124.9,319,0.35,0,N/A,N/A,21,1,5/7/2024,M05368,5,000080,DOP13 W3 Organoids M05368,13,Default Group,#999999,N/A,N/A,24.4.2024,0
1,321,59,26,11579,2432.5,910,N/A,N/A,N/A,N/A,N/A,69.6,204,0.23,0,4.19,0.4,13,0.87,5/7/2024,M05368,5,000080,DOP13 W3 Organoids M05368,13,Default Group,#999999,N/A,N/A,24.4.2024,0
1,322,61,1,10370,525,822.5,0.384,695.1,312,637,2.0500000000000003,1075.8,928,0.73,6.24,7.65,0.66,44,1,5/9/2024,M05357,1,000091,DOP15 W3 Organoids M05357,15,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,323,61,2,17205,787.5,1365,N/A,N/A,N/A,N/A,N/A,1339.9,556,0.44,0,11.93,0.67,26,1,5/9/2024,M05357,1,000091,DOP15 W3 Organoids M05357,15,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,324,61,4,14987,472.5,1190,0.375,404.9,204,626.6,2.1,1072.8,1217,0.96,0,10.7,0.58,57,1,5/9/2024,M05357,1,000091,DOP15 W3 Organoids M05357,15,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,325,61,5,12572,560,997.5,0.387,566.5,235.9,612.5,2.0500000000000003,981.9,1216,0.96,0,12.42,0.68,57,1,5/9/2024,M05357,1,000091,DOP15 W3 Organoids M05357,15,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,326,61,7,12600,1050,997.5,0.376,211.2,119.5,158.5,0.45,1041.7,345,0.27,0,19.32,0.61,16,0.71,5/9/2024,M05357,1,000091,DOP15 W3 Organoids M05357,15,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,327,61,10,22945,1137.5,1820,0.462,1398,424.6,391.3,1.1,1021.8,696,0.55,0,10.85,0.75,33,0.86,5/9/2024,M05357,1,000091,DOP15 W3 Organoids M05357,15,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,328,61,11,14571,892.5,1155,0.431,270.6,270.6,267.1,0.7,295.9,746,0.59,0,9.74,0.54,35,1,5/9/2024,M05357,1,000091,DOP15 W3 Organoids M05357,15,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,329,61,18,6822,35,542.5,N/A,N/A,N/A,N/A,N/A,847.3,316,0.25,0,5.74,0.63,15,0.71,5/9/2024,M05357,1,000091,DOP15 W3 Organoids M05357,15,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,330,61,20,14340,700,1137.5,0.337,601.4,183.4,823.2,2.15,595.4,356,0.28,0,4.79,0.44,16,0.81,5/9/2024,M05357,1,000091,DOP15 W3 Organoids M05357,15,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,331,61,22,24056,1330,1907.5,0.424,1727.6,497.5,487.5,1.5,1028.6,696,0.55,0,6.6,0.53,33,0.86,5/9/2024,M05357,1,000091,DOP15 W3 Organoids M05357,15,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,332,61,30,19461,1767.5,1540,N/A,N/A,N/A,N/A,N/A,155.6,490,0.39,0,N/A,N/A,23,1,5/9/2024,M05357,1,000091,DOP15 W3 Organoids M05357,15,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,333,61,32,25362,1085,2012.5,0.393,397.7,288.5,447.2,1.2,287.2,337,0.27,0,6.4,0.46,16,0.86,5/9/2024,M05357,1,000091,DOP15 W3 Organoids M05357,15,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,334,62,3,20126,1855,1592.5,0.432,527.5,253.5,481.5,1.2,2027.3,459,0.38,0,23.82,0.67,22,1,5/9/2024,M05357,2,000091,DOP15 W3 Organoids M05357,15,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,335,62,8,15324,2520,1207.5,0.363,1226.4,259.5,1026.7,3,690.5,348,0.29,0,6.12,0.6,17,0.6,5/9/2024,M05357,2,000091,DOP15 W3 Organoids M05357,15,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,336,62,12,14348,840,1137.5,N/A,N/A,N/A,N/A,N/A,1400.5,287,0.24,0,8.77,0.72,14,0.8,5/9/2024,M05357,2,000091,DOP15 W3 Organoids M05357,15,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,337,62,14,4059,1732.5,315,0.319,119.5,119.5,122.5,0.35,495.3,442,0.37,0,12.81,0.69,22,1,5/9/2024,M05357,2,000091,DOP15 W3 Organoids M05357,15,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,338,62,15,8943,2502.5,700,0.322,211.1,211.1,173.2,0.7,474.7,353,0.29,0,11.56,0.73,17,1,5/9/2024,M05357,2,000091,DOP15 W3 Organoids M05357,15,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,339,62,19,10715,2712.5,840,0.39,415.1,179.2,1837.4,1.15,540,1150,0.96,0,10.81,0.51,57,1,5/9/2024,M05357,2,000091,DOP15 W3 Organoids M05357,15,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,340,62,20,12244,2520,962.5,0.3,116.5,116.5,127.4,0.5,500,337,0.28,0,18.63,0.65,16,1,5/9/2024,M05357,2,000091,DOP15 W3 Organoids M05357,15,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,341,62,23,8867,1172.5,700,0.348,643.6,375.7,841.6,1.85,475.9,319,0.27,0,10.68,0.66,15,0.8,5/9/2024,M05357,2,000091,DOP15 W3 Organoids M05357,15,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,342,62,31,12212,1960,962.5,0.389,1442.9,288.6,1018.3,3.1,263.3,688,0.57,0,6.29,0.78,34,1,5/9/2024,M05357,2,000091,DOP15 W3 Organoids M05357,15,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,343,62,36,2478,1015,192.5,0.4,105,105,123.7,0.3,102.5,406,0.34,0,N/A,N/A,20,1,5/9/2024,M05357,2,000091,DOP15 W3 Organoids M05357,15,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,344,62,42,21408,1190,1697.5,0.461,467.8,274.2,260.2,0.7,282.2,2213,1.84,2.03,N/A,N/A,110,1,5/9/2024,M05357,2,000091,DOP15 W3 Organoids M05357,15,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,345,62,45,22957,1347.5,1820,0.395,460.4,460.4,258.4,1.3,106,418,0.35,0,6.83,0.68,20,1,5/9/2024,M05357,2,000091,DOP15 W3 Organoids M05357,15,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,346,62,47,2291,1592.5,175,0.382,547.6,203.7,204.1,0.85,280.1,1215,1.01,0,9.42,0.47,60,1,5/9/2024,M05357,2,000091,DOP15 W3 Organoids M05357,15,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,347,62,49,16214,2695,1277.5,0.242,231.6,231.6,247.5,1.1,234.6,257,0.21,0,3.27,0.39,12,0.8,5/9/2024,M05357,2,000091,DOP15 W3 Organoids M05357,15,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
