Group,,instance,neuron,branch,branchLen,branchConductionVel,conductionVelFit,latFromInitSite,distFromInitSite,totNoSpikes,neuronFiringRate,isiViolationRate,fisherProjectionDistance,silhouetteScore,spikesNoPerConfig_mean,completeness,date,wellplateID,wellNo,runID,assayTag,div,wellGroupName,wellGroupColor,Plating Date,control
1,45,17,5,1,199.6,0.306,0.985,0,35,80,0.19,0,13.87,0.67,11,0.71,5/2/2024,M05357,5,57,DOP8 W3 Organoids M05357,8,Default Group,#999999,24.4.2024,0
1,46,17,5,2,70,0.284,0.986,0.2,35,80,0.19,0,13.87,0.67,11,0.71,5/2/2024,M05357,5,57,DOP8 W3 Organoids M05357,8,Default Group,#999999,24.4.2024,0
1,47,17,6,1,208.1,0.348,0.99,0.05,24.7,395,0.94,0,18,0.64,56,1,5/2/2024,M05357,5,57,DOP8 W3 Organoids M05357,8,Default Group,#999999,24.4.2024,0
1,48,17,9,1,161.7,0.414,0.986,0.05,35,158,0.38,0,7.62,0.58,22,1,5/2/2024,M05357,5,57,DOP8 W3 Organoids M05357,8,Default Group,#999999,24.4.2024,0
1,49,18,1,1,470.7,0.448,0.99,0.05,245.6,323,0.77,0,14.3,0.66,46,1,5/2/2024,M05357,6,57,DOP8 W3 Organoids M05357,8,Default Group,#999999,24.4.2024,0
1,50,18,1,2,236,0.383,0.998,0.3,332,323,0.77,0,14.3,0.66,46,1,5/2/2024,M05357,6,57,DOP8 W3 Organoids M05357,8,Default Group,#999999,24.4.2024,0
1,51,18,1,3,137,0.417,0.983,0,89.2,323,0.77,0,14.3,0.66,46,1,5/2/2024,M05357,6,57,DOP8 W3 Organoids M05357,8,Default Group,#999999,24.4.2024,0
1,52,18,5,1,239,0.358,0.992,0.05,55.3,176,0.42,0,8.23,0.59,25,1,5/2/2024,M05357,6,57,DOP8 W3 Organoids M05357,8,Default Group,#999999,24.4.2024,0
1,53,18,15,1,179.2,0.381,0.995,0.1,35,156,0.37,0,8.37,0.52,22,1,5/2/2024,M05357,6,57,DOP8 W3 Organoids M05357,8,Default Group,#999999,24.4.2024,0
1,54,18,15,2,142.2,0.392,0.996,0.2,70,156,0.37,0,8.37,0.52,22,1,5/2/2024,M05357,6,57,DOP8 W3 Organoids M05357,8,Default Group,#999999,24.4.2024,0
1,55,18,17,1,218.4,0.33,0.996,0.15,24.7,117,0.28,0,9.69,0.54,16,0.86,5/2/2024,M05357,6,57,DOP8 W3 Organoids M05357,8,Default Group,#999999,24.4.2024,0
1,56,18,21,1,140,0.271,0.996,0.15,35,106,0.25,9.37,3.73,0.37,15,1,5/2/2024,M05357,6,57,DOP8 W3 Organoids M05357,8,Default Group,#999999,24.4.2024,0
1,57,18,22,1,168.9,0.381,0.983,0,35,160,0.38,0,1.54,0.24,22,0.86,5/2/2024,M05357,6,57,DOP8 W3 Organoids M05357,8,Default Group,#999999,24.4.2024,0
1,58,19,11,1,193.6,0.279,0.981,0.05,195.7,146,0.35,0,N/A,N/A,20,1,5/2/2024,M04707,1,58,DOP8 W3 Organoids M04707,8,Default Group,#999999,24.4.2024,0
1,59,19,11,2,102,0.392,0.998,0,17.5,146,0.35,0,N/A,N/A,20,1,5/2/2024,M04707,1,58,DOP8 W3 Organoids M04707,8,Default Group,#999999,24.4.2024,0
1,60,22,1,1,214.2,0.397,0.999,0.05,35,86,0.2,0,7.04,0.71,12,0.86,5/2/2024,M04707,4,58,DOP8 W3 Organoids M04707,8,Default Group,#999999,24.4.2024,0
1,61,22,1,2,157.8,0.429,0.997,0,35,86,0.2,0,7.04,0.71,12,0.86,5/2/2024,M04707,4,58,DOP8 W3 Organoids M04707,8,Default Group,#999999,24.4.2024,0
1,62,22,3,1,126.6,0.359,1,0.1,35,246,0.58,0,14.45,0.55,35,1,5/2/2024,M04707,4,58,DOP8 W3 Organoids M04707,8,Default Group,#999999,24.4.2024,0
1,63,22,3,2,140.3,0.293,0.977,0,24.7,246,0.58,0,14.45,0.55,35,1,5/2/2024,M04707,4,58,DOP8 W3 Organoids M04707,8,Default Group,#999999,24.4.2024,0
1,64,22,14,1,154.5,0.317,0.99,0.1,35,144,0.34,0,12.42,0.61,20,0.86,5/2/2024,M04707,4,58,DOP8 W3 Organoids M04707,8,Default Group,#999999,24.4.2024,0
1,65,22,14,2,137,0.333,0.997,0.15,39.1,144,0.34,0,12.42,0.61,20,0.86,5/2/2024,M04707,4,58,DOP8 W3 Organoids M04707,8,Default Group,#999999,24.4.2024,0
1,66,25,6,1,243.4,0.41,1,0,106.4,157,0.44,0,14.89,0.66,26,1,5/2/2024,M04632,1,59,DOP W3 Organoids M04632,8,Default Group,#999999,24.4.2024,0
1,67,25,6,2,109.1,0.258,0.993,0.05,24.7,157,0.44,0,14.89,0.66,26,1,5/2/2024,M04632,1,59,DOP W3 Organoids M04632,8,Default Group,#999999,24.4.2024,0
1,68,25,7,1,188.4,0.341,0.996,0.2,195.7,266,0.74,0,8.34,0.41,44,0.67,5/2/2024,M04632,1,59,DOP W3 Organoids M04632,8,Default Group,#999999,24.4.2024,0
1,69,25,7,2,263.6,0.411,0.991,0,862,266,0.74,0,8.34,0.41,44,0.67,5/2/2024,M04632,1,59,DOP W3 Organoids M04632,8,Default Group,#999999,24.4.2024,0
1,70,25,7,3,112.2,0.568,0.995,0.3,949,266,0.74,0,8.34,0.41,44,0.67,5/2/2024,M04632,1,59,DOP W3 Organoids M04632,8,Default Group,#999999,24.4.2024,0
1,71,25,7,4,137,0.328,0.998,0.05,35,266,0.74,0,8.34,0.41,44,0.67,5/2/2024,M04632,1,59,DOP W3 Organoids M04632,8,Default Group,#999999,24.4.2024,0
1,72,25,9,1,211.1,0.49,0.998,2.65,549.5,241,0.67,0,6.78,0.45,40,1,5/2/2024,M04632,1,59,DOP W3 Organoids M04632,8,Default Group,#999999,24.4.2024,0
1,73,25,9,2,260.6,0.37,0.963,0.7,235.4,241,0.67,0,6.78,0.45,40,1,5/2/2024,M04632,1,59,DOP W3 Organoids M04632,8,Default Group,#999999,24.4.2024,0
1,74,25,9,3,457.3,0.348,0.997,0,74.2,241,0.67,0,6.78,0.45,40,1,5/2/2024,M04632,1,59,DOP W3 Organoids M04632,8,Default Group,#999999,24.4.2024,0
1,75,25,9,4,151.4,0.503,0.995,0.9,334.3,241,0.67,0,6.78,0.45,40,1,5/2/2024,M04632,1,59,DOP W3 Organoids M04632,8,Default Group,#999999,24.4.2024,0
1,76,25,9,5,221.4,0.38,0.995,0.15,99,241,0.67,0,6.78,0.45,40,1,5/2/2024,M04632,1,59,DOP W3 Organoids M04632,8,Default Group,#999999,24.4.2024,0
1,77,25,13,1,241.8,0.394,0.996,0.1,35,123,0.34,0,14.64,0.7,20,0.67,5/2/2024,M04632,1,59,DOP W3 Organoids M04632,8,Default Group,#999999,24.4.2024,0
1,78,25,13,2,151.5,0.435,0.998,0.2,78.3,123,0.34,0,14.64,0.7,20,0.67,5/2/2024,M04632,1,59,DOP W3 Organoids M04632,8,Default Group,#999999,24.4.2024,0
1,79,25,13,3,188.5,0.379,1,0,35,123,0.34,0,14.64,0.7,20,0.67,5/2/2024,M04632,1,59,DOP W3 Organoids M04632,8,Default Group,#999999,24.4.2024,0
1,80,25,15,1,221.5,0.389,0.991,0.05,35,84,0.23,0,7.43,0.49,14,0.67,5/2/2024,M04632,1,59,DOP W3 Organoids M04632,8,Default Group,#999999,24.4.2024,0
1,81,25,15,2,137,0.475,0.995,0.3,126.2,84,0.23,0,7.43,0.49,14,0.67,5/2/2024,M04632,1,59,DOP W3 Organoids M04632,8,Default Group,#999999,24.4.2024,0
1,82,25,15,3,172,0.494,0.999,0.05,17.5,84,0.23,0,7.43,0.49,14,0.67,5/2/2024,M04632,1,59,DOP W3 Organoids M04632,8,Default Group,#999999,24.4.2024,0
1,83,25,15,4,168.9,0.458,0.996,0,39.1,84,0.23,0,7.43,0.49,14,0.67,5/2/2024,M04632,1,59,DOP W3 Organoids M04632,8,Default Group,#999999,24.4.2024,0
1,84,25,15,5,98.9,0.402,0.999,0,24.7,84,0.23,0,7.43,0.49,14,0.67,5/2/2024,M04632,1,59,DOP W3 Organoids M04632,8,Default Group,#999999,24.4.2024,0
1,85,26,6,1,292.6,0.446,0.999,0.05,35,114,0.32,0,16.07,0.56,19,0.67,5/2/2024,M04632,2,59,DOP W3 Organoids M04632,8,Default Group,#999999,24.4.2024,0
1,86,26,6,2,134,0.376,0.999,0.2,178.5,114,0.32,0,16.07,0.56,19,0.67,5/2/2024,M04632,2,59,DOP W3 Organoids M04632,8,Default Group,#999999,24.4.2024,0
1,87,26,6,3,200.9,0.392,0.997,0,24.7,114,0.32,0,16.07,0.56,19,0.67,5/2/2024,M04632,2,59,DOP W3 Organoids M04632,8,Default Group,#999999,24.4.2024,0
1,88,26,6,4,129.7,0.429,0.988,0.15,39.1,114,0.32,0,16.07,0.56,19,0.67,5/2/2024,M04632,2,59,DOP W3 Organoids M04632,8,Default Group,#999999,24.4.2024,0
1,89,26,6,5,151.4,0.351,0.984,0,87.5,114,0.32,0,16.07,0.56,19,0.67,5/2/2024,M04632,2,59,DOP W3 Organoids M04632,8,Default Group,#999999,24.4.2024,0
1,90,26,15,1,94.7,0.236,0.992,0.1,35,65,0.18,0,N/A,N/A,10,0.67,5/2/2024,M04632,2,59,DOP W3 Organoids M04632,8,Default Group,#999999,24.4.2024,0
1,91,27,2,1,172.3,0.37,0.998,0.1,94.2,237,0.56,0,15.56,0.8,33,1,5/2/2024,M04632,3,59,DOP W3 Organoids M04632,8,Default Group,#999999,24.4.2024,0
1,92,27,10,1,144.1,0.381,0.974,0.1,24.7,82,0.19,0,9.34,0.45,11,0.86,5/2/2024,M04632,3,59,DOP W3 Organoids M04632,8,Default Group,#999999,24.4.2024,0
1,93,27,11,1,123.6,0.311,0.973,0.15,35,84,0.2,0,9.99,0.62,12,0.86,5/2/2024,M04632,3,59,DOP W3 Organoids M04632,8,Default Group,#999999,24.4.2024,0
1,94,27,14,1,161.7,0.363,0.983,0,17.5,129,0.31,0,10.99,0.56,18,1,5/2/2024,M04632,3,59,DOP W3 Organoids M04632,8,Default Group,#999999,24.4.2024,0
1,95,28,2,1,147.2,0.584,0.997,0,24.7,352,0.84,0.85,6.49,0.77,50,1,5/2/2024,M04632,4,59,DOP W3 Organoids M04632,8,Default Group,#999999,24.4.2024,0
1,96,28,5,1,102,0.275,0.99,0.1,35,193,0.46,0,9.24,0.63,27,1,5/2/2024,M04632,4,59,DOP W3 Organoids M04632,8,Default Group,#999999,24.4.2024,0
1,97,28,6,1,119.5,0.336,0.997,0.3,478,683,1.62,33.61,3.43,0.37,97,1,5/2/2024,M04632,4,59,DOP W3 Organoids M04632,8,Default Group,#999999,24.4.2024,0
1,98,28,6,2,204.9,0.325,0.993,0,70,683,1.62,33.61,3.43,0.37,97,1,5/2/2024,M04632,4,59,DOP W3 Organoids M04632,8,Default Group,#999999,24.4.2024,0
1,99,28,6,3,151.5,0.328,0.99,0.15,529.1,683,1.62,33.61,3.43,0.37,97,1,5/2/2024,M04632,4,59,DOP W3 Organoids M04632,8,Default Group,#999999,24.4.2024,0
1,100,28,6,4,177.1,0.312,0.994,0,39.1,683,1.62,33.61,3.43,0.37,97,1,5/2/2024,M04632,4,59,DOP W3 Organoids M04632,8,Default Group,#999999,24.4.2024,0
1,101,28,6,5,176.1,0.37,0.98,0,35,683,1.62,33.61,3.43,0.37,97,1,5/2/2024,M04632,4,59,DOP W3 Organoids M04632,8,Default Group,#999999,24.4.2024,0
1,102,28,6,6,102,0.215,0.957,0,136.7,683,1.62,33.61,3.43,0.37,97,1,5/2/2024,M04632,4,59,DOP W3 Organoids M04632,8,Default Group,#999999,24.4.2024,0
1,103,28,13,1,246.2,0.363,0.99,0.1,35,130,0.31,0,5.59,0.45,18,1,5/2/2024,M04632,4,59,DOP W3 Organoids M04632,8,Default Group,#999999,24.4.2024,0
1,104,28,15,1,302.1,0.395,0.982,0.15,35,89,0.21,0,8.82,0.57,12,1,5/2/2024,M04632,4,59,DOP W3 Organoids M04632,8,Default Group,#999999,24.4.2024,0
1,105,28,15,2,200.9,0.336,0.989,0,0,89,0.21,0,8.82,0.57,12,1,5/2/2024,M04632,4,59,DOP W3 Organoids M04632,8,Default Group,#999999,24.4.2024,0
1,106,28,15,3,137,0.454,0.995,0.3,94.2,89,0.21,0,8.82,0.57,12,1,5/2/2024,M04632,4,59,DOP W3 Organoids M04632,8,Default Group,#999999,24.4.2024,0
1,107,29,2,1,189.5,0.305,0.998,1.85,440.6,208,0.49,2.43,4.58,0.56,29,1,5/2/2024,M04632,5,59,DOP W3 Organoids M04632,8,Default Group,#999999,24.4.2024,0
1,108,29,5,1,259.8,0.441,0.997,0,17.5,109,0.26,0,10.66,0.69,15,1,5/2/2024,M04632,5,59,DOP W3 Organoids M04632,8,Default Group,#999999,24.4.2024,0
1,109,29,5,2,126.6,0.472,0.993,0.05,17.5,109,0.26,0,10.66,0.69,15,1,5/2/2024,M04632,5,59,DOP W3 Organoids M04632,8,Default Group,#999999,24.4.2024,0
1,110,29,8,1,182.1,0.287,0.997,0.4,110.7,111,0.26,0,N/A,N/A,15,1,5/2/2024,M04632,5,59,DOP W3 Organoids M04632,8,Default Group,#999999,24.4.2024,0
1,111,29,8,2,140,0.41,0.999,0.05,35,111,0.26,0,N/A,N/A,15,1,5/2/2024,M04632,5,59,DOP W3 Organoids M04632,8,Default Group,#999999,24.4.2024,0
1,112,31,8,1,126.6,0.268,0.991,0.05,17.5,99,0.27,0,1.54,0.18,16,1,5/2/2024,M05368,1,60,DOP8 W3 Organoids M05368,8,Default Group,#999999,24.4.2024,0
1,113,31,9,1,116.4,0.246,0.995,0.15,35,170,0.47,0,N/A,N/A,28,1,5/2/2024,M05368,1,60,DOP8 W3 Organoids M05368,8,Default Group,#999999,24.4.2024,0
1,114,31,14,1,70,0.265,0.991,0.1,24.7,70,0.19,0,4.34,0.39,11,1,5/2/2024,M05368,1,60,DOP8 W3 Organoids M05368,8,Default Group,#999999,24.4.2024,0
1,115,32,2,1,87.5,0.275,0.994,0.05,35,130,0.31,0,14.58,0.74,18,1,5/2/2024,M05368,2,60,DOP8 W3 Organoids M05368,8,Default Group,#999999,24.4.2024,0
1,116,32,6,1,196.7,0.386,0.996,0.05,17.5,112,0.27,0,10.29,0.57,16,0.71,5/2/2024,M05368,2,60,DOP8 W3 Organoids M05368,8,Default Group,#999999,24.4.2024,0
1,117,32,6,2,102,0.527,0.994,0.1,24.7,112,0.27,0,10.29,0.57,16,0.71,5/2/2024,M05368,2,60,DOP8 W3 Organoids M05368,8,Default Group,#999999,24.4.2024,0
1,118,32,9,1,241.7,0.372,1,0.05,24.7,152,0.36,0,7.22,0.52,21,0.71,5/2/2024,M05368,2,60,DOP8 W3 Organoids M05368,8,Default Group,#999999,24.4.2024,0
1,119,32,9,2,129.7,0.376,0.999,0.15,102,152,0.36,0,7.22,0.52,21,0.71,5/2/2024,M05368,2,60,DOP8 W3 Organoids M05368,8,Default Group,#999999,24.4.2024,0
1,120,33,4,1,206.8,0.383,0.995,0.05,17.5,80,0.19,0,4.33,0.47,11,1,5/2/2024,M05368,3,60,DOP8 W3 Organoids M05368,8,Default Group,#999999,24.4.2024,0
1,121,33,8,1,147.2,0.491,0.994,0,24.7,76,0.18,72.86,N/A,N/A,10,1,5/2/2024,M05368,3,60,DOP8 W3 Organoids M05368,8,Default Group,#999999,24.4.2024,0
1,122,33,17,1,176.1,0.225,0.993,0,17.5,106,0.25,0,N/A,N/A,15,0.86,5/2/2024,M05368,3,60,DOP8 W3 Organoids M05368,8,Default Group,#999999,24.4.2024,0
1,123,33,19,1,140.3,0.45,0.997,0.15,35,86,0.2,0,N/A,N/A,12,0.86,5/2/2024,M05368,3,60,DOP8 W3 Organoids M05368,8,Default Group,#999999,24.4.2024,0
1,124,35,3,1,189.2,0.426,0.996,1.15,351.7,204,0.42,0,N/A,N/A,25,1,5/2/2024,M05368,5,60,DOP8 W3 Organoids M05368,8,Default Group,#999999,24.4.2024,0
1,125,35,3,2,193.6,0.276,0.981,0.85,267.7,204,0.42,0,N/A,N/A,25,1,5/2/2024,M05368,5,60,DOP8 W3 Organoids M05368,8,Default Group,#999999,24.4.2024,0
1,126,35,3,3,126.7,0.355,0.993,0.65,216.5,204,0.42,0,N/A,N/A,25,1,5/2/2024,M05368,5,60,DOP8 W3 Organoids M05368,8,Default Group,#999999,24.4.2024,0
1,127,35,3,4,168.9,0.409,0.997,0,24.7,204,0.42,0,N/A,N/A,25,1,5/2/2024,M05368,5,60,DOP8 W3 Organoids M05368,8,Default Group,#999999,24.4.2024,0
1,128,37,3,1,102,0.348,0.993,0.05,17.5,337,0.43,0,20.32,0.72,25,1,5/7/2024,M05357,1,77,DOP13 W3 Organoids M05357,13,Default Group,#999999,24.4.2024,0
1,129,37,11,1,247.1,0.329,0.988,1.55,815.8,741,0.95,0,8.38,0.56,57,1,5/7/2024,M05357,1,77,DOP13 W3 Organoids M05357,13,Default Group,#999999,24.4.2024,0
1,130,37,11,2,200.9,0.382,0.991,0,55.3,741,0.95,0,8.38,0.56,57,1,5/7/2024,M05357,1,77,DOP13 W3 Organoids M05357,13,Default Group,#999999,24.4.2024,0
1,131,37,11,3,119.5,0.484,0.995,0.1,587,741,0.95,0,8.38,0.56,57,1,5/7/2024,M05357,1,77,DOP13 W3 Organoids M05357,13,Default Group,#999999,24.4.2024,0
1,132,37,23,1,77.2,0.317,0.978,0.05,24.7,158,0.2,0,N/A,N/A,12,0.85,5/7/2024,M05357,1,77,DOP13 W3 Organoids M05357,13,Default Group,#999999,24.4.2024,0
1,133,37,27,1,165.1,0.311,0.993,2.05,618.5,274,0.35,0,3.15,0.42,21,1,5/7/2024,M05357,1,77,DOP13 W3 Organoids M05357,13,Default Group,#999999,24.4.2024,0
1,134,37,27,2,290.9,0.342,0.996,0.35,1009.7,274,0.35,0,3.15,0.42,21,1,5/7/2024,M05357,1,77,DOP13 W3 Organoids M05357,13,Default Group,#999999,24.4.2024,0
