Group,,instance,neuron,branch,branchLen,branchConductionVel,conductionVelFit,latFromInitSite,distFromInitSite,totNoSpikes,neuronFiringRate,isiViolationRate,fisherProjectionDistance,silhouetteScore,spikesNoPerConfig_mean,completeness,date,wellplateID,wellNo,runID,assayTag,div,wellGroupName,wellGroupColor,Plating Date,control
1,29,54,6,1,231.7,0.437,0.998,0.1,35,139,0.58,0,5.61,0.56,34,1,3/28/2024,T002604,6,26,DOP8 W3 Organoids T002604,8,Default Group,#999999,20.3.2024,0
1,30,54,6,2,158.6,0.52,0.997,0.25,87.5,139,0.58,0,5.61,0.56,34,1,3/28/2024,T002604,6,26,DOP8 W3 Organoids T002604,8,Default Group,#999999,20.3.2024,0
1,31,54,6,3,109.2,0.536,0.997,0.1,35,139,0.58,0,5.61,0.56,34,1,3/28/2024,T002604,6,26,DOP8 W3 Organoids T002604,8,Default Group,#999999,20.3.2024,0
1,32,61,9,1,137,0.357,0.986,0,35,163,0.9,0,8.78,0.63,54,1,3/28/2024,T002604,13,26,DOP8 W3 Organoids T002604,8,Default Group,#999999,20.3.2024,0
1,33,61,11,1,123.6,0.272,0.981,3.7,705.4,134,0.74,0,3.27,0.37,44,1,3/28/2024,T002604,13,26,DOP8 W3 Organoids T002604,8,Default Group,#999999,20.3.2024,0
1,34,61,11,2,169,0.337,0.998,3.05,595,134,0.74,0,3.27,0.37,44,1,3/28/2024,T002604,13,26,DOP8 W3 Organoids T002604,8,Default Group,#999999,20.3.2024,0
1,35,61,11,3,246.5,0.41,0.994,2.75,480.5,134,0.74,0,3.27,0.37,44,1,3/28/2024,T002604,13,26,DOP8 W3 Organoids T002604,8,Default Group,#999999,20.3.2024,0
1,36,61,11,4,176.1,0.337,0.995,2.85,514.7,134,0.74,0,3.27,0.37,44,1,3/28/2024,T002604,13,26,DOP8 W3 Organoids T002604,8,Default Group,#999999,20.3.2024,0
1,37,61,11,5,369.1,0.27,0.988,0.55,352.2,134,0.74,0,3.27,0.37,44,1,3/28/2024,T002604,13,26,DOP8 W3 Organoids T002604,8,Default Group,#999999,20.3.2024,0
1,38,61,11,6,169,0.353,0.99,0.05,178.5,134,0.74,0,3.27,0.37,44,1,3/28/2024,T002604,13,26,DOP8 W3 Organoids T002604,8,Default Group,#999999,20.3.2024,0
1,39,61,11,7,102,0.321,0.943,0.1,35,134,0.74,0,3.27,0.37,44,1,3/28/2024,T002604,13,26,DOP8 W3 Organoids T002604,8,Default Group,#999999,20.3.2024,0
1,40,62,10,1,154.5,0.37,0.992,0.05,24.7,56,0.23,0,9.18,0.47,14,1,3/28/2024,T002604,14,26,DOP8 W3 Organoids T002604,8,Default Group,#999999,20.3.2024,1
1,41,63,7,1,126.7,0.428,0.998,0,631,44,0.18,0,11.94,0.27,11,0.75,3/28/2024,T002604,15,26,DOP8 W3 Organoids T002604,8,Default Group,#999999,20.3.2024,0
1,42,64,6,1,116.4,0.392,0.999,0.05,24.7,48,0.2,0,7.04,0.56,12,1,3/28/2024,T002604,16,26,DOP8 W3 Organoids T002604,8,Default Group,#999999,20.3.2024,0
1,43,67,5,1,77.2,0.286,0.988,0.05,24.7,58,0.24,0,14.66,0.58,14,1,3/28/2024,T002604,19,26,DOP8 W3 Organoids T002604,8,Default Group,#999999,20.3.2024,0
1,44,67,8,1,450.2,0.464,0.999,0.05,123.7,197,0.82,0,N/A,N/A,49,1,3/28/2024,T002604,19,26,DOP8 W3 Organoids T002604,8,Default Group,#999999,20.3.2024,0
1,45,67,8,2,298.7,0.334,0.973,0,63.1,197,0.82,0,N/A,N/A,49,1,3/28/2024,T002604,19,26,DOP8 W3 Organoids T002604,8,Default Group,#999999,20.3.2024,0
1,46,67,8,3,316.6,0.455,0.996,0.05,106.4,197,0.82,0,N/A,N/A,49,1,3/28/2024,T002604,19,26,DOP8 W3 Organoids T002604,8,Default Group,#999999,20.3.2024,0
1,47,67,8,4,176.2,0.345,0.986,0.1,35,197,0.82,0,N/A,N/A,49,1,3/28/2024,T002604,19,26,DOP8 W3 Organoids T002604,8,Default Group,#999999,20.3.2024,0
1,48,67,8,5,189.8,0.485,0.997,0.1,106.4,197,0.82,0,N/A,N/A,49,1,3/28/2024,T002604,19,26,DOP8 W3 Organoids T002604,8,Default Group,#999999,20.3.2024,0
1,49,67,8,6,157.5,0.615,0.998,0,63.1,197,0.82,0,N/A,N/A,49,1,3/28/2024,T002604,19,26,DOP8 W3 Organoids T002604,8,Default Group,#999999,20.3.2024,0
1,50,67,8,7,87.5,0.455,0.991,0,140,197,0.82,0,N/A,N/A,49,1,3/28/2024,T002604,19,26,DOP8 W3 Organoids T002604,8,Default Group,#999999,20.3.2024,0
1,51,68,2,1,94.7,0.296,0.986,0.05,24.7,69,0.29,0,5.98,0.55,17,0.75,3/28/2024,T002604,20,26,DOP8 W3 Organoids T002604,8,Default Group,#999999,20.3.2024,1
1,52,74,1,1,77.2,0.297,0.986,0.05,35,209,0.87,0,1.98,0.25,52,1,3/28/2024,T002516,2,28,DOP8 W3 Organoids T002516,8,Default Group,#999999,20.3.2024,1
1,53,75,1,1,87.5,0.283,0.993,0,55.3,47,0.2,0,10.28,0.71,11,1,3/28/2024,T002516,3,28,DOP8 W3 Organoids T002516,8,Default Group,#999999,20.3.2024,0
1,54,75,1,2,106.1,0.348,0.994,0,24.7,47,0.2,0,10.28,0.71,11,1,3/28/2024,T002516,3,28,DOP8 W3 Organoids T002516,8,Default Group,#999999,20.3.2024,0
1,55,75,3,1,109.1,0.338,0.989,0.1,35,44,0.18,0,11.1,0.61,11,1,3/28/2024,T002516,3,28,DOP8 W3 Organoids T002516,8,Default Group,#999999,20.3.2024,0
1,56,76,7,1,119.5,0.384,0.987,0.05,17.5,186,0.77,0,4.76,0.42,46,1,3/28/2024,T002516,4,28,DOP8 W3 Organoids T002516,8,Default Group,#999999,20.3.2024,0
1,57,80,2,1,112.2,0.305,0.989,0,39.1,56,0.23,0,11.8,0.52,14,1,3/28/2024,T002516,8,28,DOP8 W3 Organoids T002516,8,Default Group,#999999,20.3.2024,1
1,58,86,5,1,457.4,0.424,0.999,0.05,24.7,109,0.45,0,8.92,0.51,27,0.75,3/28/2024,T002516,14,28,DOP8 W3 Organoids T002516,8,Default Group,#999999,20.3.2024,1
1,59,86,5,2,235.9,0.298,0.985,0,17.5,109,0.45,0,8.92,0.51,27,0.75,3/28/2024,T002516,14,28,DOP8 W3 Organoids T002516,8,Default Group,#999999,20.3.2024,1
1,60,86,5,3,214.2,0.412,0.997,0.15,72.2,109,0.45,0,8.92,0.51,27,0.75,3/28/2024,T002516,14,28,DOP8 W3 Organoids T002516,8,Default Group,#999999,20.3.2024,1
1,61,88,5,1,169,0.365,0.994,0.05,55.3,169,0.7,0,18.42,0.76,42,1,3/28/2024,T002516,16,28,DOP8 W3 Organoids T002516,8,Default Group,#999999,20.3.2024,0
1,62,88,6,1,126.7,0.408,0.997,0,17.5,154,0.64,0,7.86,0.56,38,1,3/28/2024,T002516,16,28,DOP8 W3 Organoids T002516,8,Default Group,#999999,20.3.2024,0
1,63,88,9,1,115.1,0.319,0.993,0.1,35,163,0.68,0,4.6,0.46,40,1,3/28/2024,T002516,16,28,DOP8 W3 Organoids T002516,8,Default Group,#999999,20.3.2024,0
1,64,89,3,1,109.2,0.343,0.988,0,17.5,45,0.19,0,2.35,0.24,11,0.75,3/28/2024,T002516,17,28,DOP8 W3 Organoids T002516,8,Default Group,#999999,20.3.2024,0
1,65,89,6,1,175.3,0.357,0.978,0.05,17.5,77,0.32,0,4.08,0.53,19,1,3/28/2024,T002516,17,28,DOP8 W3 Organoids T002516,8,Default Group,#999999,20.3.2024,0
1,66,92,1,1,137,0.391,0.999,0.1,35,91,0.38,0,16.02,0.58,22,1,3/28/2024,T002516,20,28,DOP8 W3 Organoids T002516,8,Default Group,#999999,20.3.2024,1
1,67,92,1,2,133.1,0.378,0.984,0,52.5,91,0.38,0,16.02,0.58,22,1,3/28/2024,T002516,20,28,DOP8 W3 Organoids T002516,8,Default Group,#999999,20.3.2024,1
1,68,100,5,1,344,0.511,0.998,0.1,35,78,0.22,0,11.18,0.54,13,0.83,4/2/2024,T002604,4,45,DOP13 W3 Organoids T002604,13,Default Group,#999999,20.3.2024,0
1,69,100,6,1,87.5,0.266,0.95,0.1,35,220,0.61,0,N/A,N/A,36,1,4/2/2024,T002604,4,45,DOP13 W3 Organoids T002604,13,Default Group,#999999,20.3.2024,0
1,70,100,12,1,109.2,0.274,0.96,0.3,110.7,156,0.43,0,14.17,0.65,26,0.83,4/2/2024,T002604,4,45,DOP13 W3 Organoids T002604,13,Default Group,#999999,20.3.2024,0
1,71,102,1,1,196.7,0.282,0.994,0.1,24.7,120,0.29,0,14.32,0.63,17,0.86,4/2/2024,T002604,6,45,DOP13 W3 Organoids T002604,13,Default Group,#999999,20.3.2024,0
1,72,109,4,1,141.1,0.339,0.98,1.85,667.1,115,0.27,0,2.46,0.52,16,0.86,4/2/2024,T002604,13,45,DOP13 W3 Organoids T002604,13,Default Group,#999999,20.3.2024,0
1,73,109,4,2,102,0.42,0.998,1.05,417.4,115,0.27,0,2.46,0.52,16,0.86,4/2/2024,T002604,13,45,DOP13 W3 Organoids T002604,13,Default Group,#999999,20.3.2024,0
1,74,109,4,3,221.5,0.348,0.997,0.05,99,115,0.27,0,2.46,0.52,16,0.86,4/2/2024,T002604,13,45,DOP13 W3 Organoids T002604,13,Default Group,#999999,20.3.2024,0
1,75,109,4,4,126.7,0.344,0.993,0.05,24.7,115,0.27,0,2.46,0.52,16,0.86,4/2/2024,T002604,13,45,DOP13 W3 Organoids T002604,13,Default Group,#999999,20.3.2024,0
1,76,109,5,1,133.9,0.453,0.996,3.95,263.1,641,1.52,0,7.12,0.45,91,1,4/2/2024,T002604,13,45,DOP13 W3 Organoids T002604,13,Default Group,#999999,20.3.2024,0
1,77,109,5,2,102,0.3,0.993,3.25,616.5,641,1.52,0,7.12,0.45,91,1,4/2/2024,T002604,13,45,DOP13 W3 Organoids T002604,13,Default Group,#999999,20.3.2024,0
1,78,109,5,3,249.2,0.395,0.995,2.5,762.4,641,1.52,0,7.12,0.45,91,1,4/2/2024,T002604,13,45,DOP13 W3 Organoids T002604,13,Default Group,#999999,20.3.2024,0
1,79,109,5,4,115.6,0.393,0.999,2.5,762.4,641,1.52,0,7.12,0.45,91,1,4/2/2024,T002604,13,45,DOP13 W3 Organoids T002604,13,Default Group,#999999,20.3.2024,0
1,80,109,5,5,102,0.397,0.973,2.55,753.3,641,1.52,0,7.12,0.45,91,1,4/2/2024,T002604,13,45,DOP13 W3 Organoids T002604,13,Default Group,#999999,20.3.2024,0
1,81,109,5,6,137,0.442,0.991,0,17.5,641,1.52,0,7.12,0.45,91,1,4/2/2024,T002604,13,45,DOP13 W3 Organoids T002604,13,Default Group,#999999,20.3.2024,0
1,82,109,18,1,235.9,0.359,0.999,0.05,35,139,0.33,0,2.8,0.51,19,1,4/2/2024,T002604,13,45,DOP13 W3 Organoids T002604,13,Default Group,#999999,20.3.2024,0
1,83,110,1,1,288.7,0.398,0.996,2.45,195.7,109,0.26,0,9.6,0.74,15,1,4/2/2024,T002604,14,45,DOP13 W3 Organoids T002604,13,Default Group,#999999,20.3.2024,1
1,84,110,1,2,231.7,0.507,0.998,2.45,211.5,109,0.26,0,9.6,0.74,15,1,4/2/2024,T002604,14,45,DOP13 W3 Organoids T002604,13,Default Group,#999999,20.3.2024,1
1,85,110,1,3,112.2,0.402,0.981,2.5,199.5,109,0.26,0,9.6,0.74,15,1,4/2/2024,T002604,14,45,DOP13 W3 Organoids T002604,13,Default Group,#999999,20.3.2024,1
1,86,110,1,4,77.2,0.3,0.998,0.1,24.7,109,0.26,0,9.6,0.74,15,1,4/2/2024,T002604,14,45,DOP13 W3 Organoids T002604,13,Default Group,#999999,20.3.2024,1
1,87,111,16,1,217.2,0.372,0.993,1.45,336.6,105,0.29,0,N/A,N/A,17,0.67,4/2/2024,T002604,15,45,DOP13 W3 Organoids T002604,13,Default Group,#999999,20.3.2024,0
1,88,111,16,2,356.1,0.325,0.987,0,383.8,105,0.29,0,N/A,N/A,17,0.67,4/2/2024,T002604,15,45,DOP13 W3 Organoids T002604,13,Default Group,#999999,20.3.2024,0
1,89,111,16,3,241.8,0.399,0.999,0.05,24.7,105,0.29,0,N/A,N/A,17,0.67,4/2/2024,T002604,15,45,DOP13 W3 Organoids T002604,13,Default Group,#999999,20.3.2024,0
1,90,111,16,4,139.8,0.382,0.978,0,346.5,105,0.29,0,N/A,N/A,17,0.67,4/2/2024,T002604,15,45,DOP13 W3 Organoids T002604,13,Default Group,#999999,20.3.2024,0
1,91,111,17,1,154.5,0.396,0.991,0.1,24.7,143,0.4,0,N/A,N/A,23,1,4/2/2024,T002604,15,45,DOP13 W3 Organoids T002604,13,Default Group,#999999,20.3.2024,0
1,92,111,17,2,102,0.492,0.993,0.05,17.5,143,0.4,0,N/A,N/A,23,1,4/2/2024,T002604,15,45,DOP13 W3 Organoids T002604,13,Default Group,#999999,20.3.2024,0
1,93,112,3,1,94.7,0.196,0.992,0.05,24.7,71,0.17,0,9.73,0.52,10,0.71,4/2/2024,T002604,16,45,DOP13 W3 Organoids T002604,13,Default Group,#999999,20.3.2024,0
1,94,112,4,1,109.2,0.441,0.997,0.05,17.5,146,0.35,0,6.8,0.41,20,1,4/2/2024,T002604,16,45,DOP13 W3 Organoids T002604,13,Default Group,#999999,20.3.2024,0
1,95,112,5,1,190.5,0.25,0.995,0.7,267.7,112,0.27,0,2.74,0.2,16,1,4/2/2024,T002604,16,45,DOP13 W3 Organoids T002604,13,Default Group,#999999,20.3.2024,0
1,96,112,5,2,70,0.35,1,0.1,24.7,112,0.27,0,2.74,0.2,16,1,4/2/2024,T002604,16,45,DOP13 W3 Organoids T002604,13,Default Group,#999999,20.3.2024,0
1,97,115,3,1,87.5,0.251,0.964,0.1,35,72,0.2,0,6.62,0.58,12,0.83,4/2/2024,T002604,19,45,DOP13 W3 Organoids T002604,13,Default Group,#999999,20.3.2024,0
1,98,116,1,1,70,0.265,0.991,0.05,35,186,0.44,0,20.28,0.64,26,1,4/2/2024,T002604,20,45,DOP13 W3 Organoids T002604,13,Default Group,#999999,20.3.2024,1
1,99,117,3,1,106.1,0.222,0.994,0.05,17.5,77,0.21,0,6.86,0.65,12,0.83,4/2/2024,T002604,21,45,DOP13 W3 Organoids T002604,13,Default Group,#999999,20.3.2024,0
1,100,121,4,1,151.4,0.413,0.992,0,17.5,67,0.19,0,17.31,0.68,11,0.67,4/2/2024,T002516,1,47,DOP13 W3 Organoids T002516,13,Default Group,#999999,20.3.2024,0
1,101,122,5,1,158.6,0.275,0.974,1.2,693,200,0.48,0,9.52,0.53,28,1,4/2/2024,T002516,2,47,DOP13 W3 Organoids T002516,13,Default Group,#999999,20.3.2024,1
1,102,122,5,2,171.7,0.237,0.98,1,469.6,200,0.48,0,9.52,0.53,28,1,4/2/2024,T002516,2,47,DOP13 W3 Organoids T002516,13,Default Group,#999999,20.3.2024,1
1,103,122,5,3,116.4,0.384,0.998,0.05,17.5,200,0.48,0,9.52,0.53,28,1,4/2/2024,T002516,2,47,DOP13 W3 Organoids T002516,13,Default Group,#999999,20.3.2024,1
1,104,122,14,1,137,0.398,0.999,0.1,24.7,93,0.22,0,9.53,0.62,13,0.86,4/2/2024,T002516,2,47,DOP13 W3 Organoids T002516,13,Default Group,#999999,20.3.2024,1
1,105,123,7,1,171.8,0.369,0.994,0.05,49.5,157,0.44,0,12.21,0.63,26,0.83,4/2/2024,T002516,3,47,DOP13 W3 Organoids T002516,13,Default Group,#999999,20.3.2024,0
1,106,123,7,2,221.5,0.441,0.993,0,17.5,157,0.44,0,12.21,0.63,26,0.83,4/2/2024,T002516,3,47,DOP13 W3 Organoids T002516,13,Default Group,#999999,20.3.2024,0
1,107,124,1,1,94.7,0.252,0.985,0.05,24.7,442,1.23,0,N/A,N/A,73,1,4/2/2024,T002516,4,47,DOP13 W3 Organoids T002516,13,Default Group,#999999,20.3.2024,0
1,108,127,3,1,144.2,0.441,0.986,0.05,17.5,63,0.17,0,8.62,0.71,10,0.83,4/2/2024,T002516,7,47,DOP13 W3 Organoids T002516,13,Default Group,#999999,20.3.2024,0
1,109,129,1,1,142.8,0.339,0.972,0,89.2,81,0.19,0,6.07,0.54,11,1,4/2/2024,T002516,9,47,DOP13 W3 Organoids T002516,13,Default Group,#999999,20.3.2024,0
1,110,129,4,1,126.7,0.527,0.997,0.05,87.5,113,0.27,0,9.22,0.68,16,1,4/2/2024,T002516,9,47,DOP13 W3 Organoids T002516,13,Default Group,#999999,20.3.2024,0
1,111,129,8,1,119.5,0.364,0.982,0,17.5,124,0.29,0,3.86,0.36,17,1,4/2/2024,T002516,9,47,DOP13 W3 Organoids T002516,13,Default Group,#999999,20.3.2024,0
1,112,129,10,1,141.1,0.218,0.989,0.05,24.7,141,0.34,0,N/A,N/A,20,1,4/2/2024,T002516,9,47,DOP13 W3 Organoids T002516,13,Default Group,#999999,20.3.2024,0
1,113,133,17,1,151.7,0.368,0.998,0.1,24.7,136,0.32,0,10.55,0.59,19,1,4/2/2024,T002516,13,47,DOP13 W3 Organoids T002516,13,Default Group,#999999,20.3.2024,0
1,114,134,14,1,209.8,0.312,0.996,0.35,126.2,100,0.24,0,12.44,0.58,14,1,4/2/2024,T002516,14,47,DOP13 W3 Organoids T002516,13,Default Group,#999999,20.3.2024,1
1,115,134,14,2,144.1,0.271,0.992,0.45,136.7,100,0.24,0,12.44,0.58,14,1,4/2/2024,T002516,14,47,DOP13 W3 Organoids T002516,13,Default Group,#999999,20.3.2024,1
1,116,134,14,3,70,0.35,1,0.45,136.7,100,0.24,0,12.44,0.58,14,1,4/2/2024,T002516,14,47,DOP13 W3 Organoids T002516,13,Default Group,#999999,20.3.2024,1
1,117,134,14,4,247.3,0.435,0.998,0,24.7,100,0.24,0,12.44,0.58,14,1,4/2/2024,T002516,14,47,DOP13 W3 Organoids T002516,13,Default Group,#999999,20.3.2024,1
1,118,134,14,5,215.3,0.406,0.997,0,24.7,100,0.24,0,12.44,0.58,14,1,4/2/2024,T002516,14,47,DOP13 W3 Organoids T002516,13,Default Group,#999999,20.3.2024,1
1,119,134,14,6,137,0.574,0.995,0.25,72.2,100,0.24,0,12.44,0.58,14,1,4/2/2024,T002516,14,47,DOP13 W3 Organoids T002516,13,Default Group,#999999,20.3.2024,1
1,120,135,3,1,155.5,0.283,0.976,0.3,72.2,154,0.37,0,16.18,0.65,22,1,4/2/2024,T002516,15,47,DOP13 W3 Organoids T002516,13,Default Group,#999999,20.3.2024,0
1,121,135,7,1,77.2,0.297,0.986,0.1,24.7,139,0.33,0,12.35,0.7,19,1,4/2/2024,T002516,15,47,DOP13 W3 Organoids T002516,13,Default Group,#999999,20.3.2024,0
1,122,135,9,1,77.2,0.286,0.988,0,17.5,170,0.4,0,5.57,0.37,24,1,4/2/2024,T002516,15,47,DOP13 W3 Organoids T002516,13,Default Group,#999999,20.3.2024,0
1,123,144,4,1,109.2,0.315,0.993,0.1,35,70,0.19,0,12.92,0.69,11,1,4/4/2024,T002604,2,52,DOP15 W3 Organoids T002604,15,Default Group,#999999,20.3.2024,1
1,124,145,1,1,173.1,0.329,0.995,0.35,670.7,97,0.23,0,6.52,0.51,13,1,4/4/2024,T002604,3,52,DOP15 W3 Organoids T002604,15,Default Group,#999999,20.3.2024,0
1,125,145,4,1,221.5,0.367,0.994,0.05,70,78,0.19,0,12.87,0.63,11,0.71,4/4/2024,T002604,3,52,DOP15 W3 Organoids T002604,15,Default Group,#999999,20.3.2024,0
1,126,145,5,1,134,0.376,0.998,0.15,35,141,0.34,0,12.81,0.68,20,1,4/4/2024,T002604,3,52,DOP15 W3 Organoids T002604,15,Default Group,#999999,20.3.2024,0
1,127,145,6,1,84.5,0.352,0.979,0.05,150.5,79,0.19,0,9.2,0.59,11,0.86,4/4/2024,T002604,3,52,DOP15 W3 Organoids T002604,15,Default Group,#999999,20.3.2024,0
1,128,145,16,1,106.1,0.299,0.993,0.1,24.7,113,0.27,0,5.63,0.47,16,1,4/4/2024,T002604,3,52,DOP15 W3 Organoids T002604,15,Default Group,#999999,20.3.2024,0
1,129,145,16,2,193.6,0.445,0.997,0,0,113,0.27,0,5.63,0.47,16,1,4/4/2024,T002604,3,52,DOP15 W3 Organoids T002604,15,Default Group,#999999,20.3.2024,0
1,130,145,19,1,134,0.438,0.999,0.1,35,78,0.19,0,8.17,0.56,11,0.71,4/4/2024,T002604,3,52,DOP15 W3 Organoids T002604,15,Default Group,#999999,20.3.2024,0
1,131,145,19,2,102,0.527,0.994,0.05,17.5,78,0.19,0,8.17,0.56,11,0.71,4/4/2024,T002604,3,52,DOP15 W3 Organoids T002604,15,Default Group,#999999,20.3.2024,0
1,132,146,4,1,154.5,0.624,0.997,0,52.5,68,0.19,0,12.85,0.66,11,1,4/4/2024,T002604,4,52,DOP15 W3 Organoids T002604,15,Default Group,#999999,20.3.2024,0
1,133,146,9,1,183.4,0.369,0.993,0,52.5,125,0.35,0,14.66,0.67,20,1,4/4/2024,T002604,4,52,DOP15 W3 Organoids T002604,15,Default Group,#999999,20.3.2024,0
