Group,,instance,neuron,branch,branchLen,branchConductionVel,conductionVelFit,latFromInitSite,distFromInitSite,totNoSpikes,neuronFiringRate,isiViolationRate,fisherProjectionDistance,silhouetteScore,spikesNoPerConfig_mean,completeness,date,wellplateID,wellNo,runID,assayTag,div,wellGroupName,wellGroupColor,Plating Date,control
1,312,204,3,1,242,0.387,0.997,0.1,35,311,0.47,0,19.09,0.68,28,1,4/9/2024,T002604,16,63,DOP20 W3 Organoids T002604,20,Default Group,#999999,20.3.2024,0
1,313,204,3,2,102,0.271,0.993,0.1,35,311,0.47,0,19.09,0.68,28,1,4/9/2024,T002604,16,63,DOP20 W3 Organoids T002604,20,Default Group,#999999,20.3.2024,0
1,314,204,11,1,252.9,0.368,0.996,0.05,17.5,589,0.89,0,14.05,0.58,53,1,4/9/2024,T002604,16,63,DOP20 W3 Organoids T002604,20,Default Group,#999999,20.3.2024,0
1,315,204,11,2,102,0.297,0.974,0.1,35,589,0.89,0,14.05,0.58,53,1,4/9/2024,T002604,16,63,DOP20 W3 Organoids T002604,20,Default Group,#999999,20.3.2024,0
1,316,204,12,1,129.7,0.22,0.989,0.05,35,313,0.47,0,7.42,0.57,28,1,4/9/2024,T002604,16,63,DOP20 W3 Organoids T002604,20,Default Group,#999999,20.3.2024,0
1,317,204,13,1,84.5,0.422,0.998,0.05,17.5,167,0.25,0,8.07,0.59,15,1,4/9/2024,T002604,16,63,DOP20 W3 Organoids T002604,20,Default Group,#999999,20.3.2024,0
1,318,204,15,1,259.5,0.444,0.995,0.15,24.7,113,0.17,0,4.97,0.38,10,0.64,4/9/2024,T002604,16,63,DOP20 W3 Organoids T002604,20,Default Group,#999999,20.3.2024,0
1,319,204,21,1,137,0.293,0.956,0.05,17.5,410,0.62,0.98,7.98,0.45,37,1,4/9/2024,T002604,16,63,DOP20 W3 Organoids T002604,20,Default Group,#999999,20.3.2024,0
1,320,204,22,1,94.7,0.291,0.989,0.1,35,508,0.77,0,2.99,0.18,46,0.82,4/9/2024,T002604,16,63,DOP20 W3 Organoids T002604,20,Default Group,#999999,20.3.2024,0
1,321,204,22,2,77.2,0.393,0.998,0,78.3,508,0.77,0,2.99,0.18,46,0.82,4/9/2024,T002604,16,63,DOP20 W3 Organoids T002604,20,Default Group,#999999,20.3.2024,0
1,322,207,4,1,154.5,0.381,0.996,4.3,990.6,103,0.17,0,5.88,0.73,10,0.7,4/9/2024,T002604,19,63,DOP20 W3 Organoids T002604,20,Default Group,#999999,20.3.2024,0
1,323,207,10,1,84.5,0.218,0.965,0,117.4,220,0.37,0,6.19,0.59,22,1,4/9/2024,T002604,19,63,DOP20 W3 Organoids T002604,20,Default Group,#999999,20.3.2024,0
1,324,207,10,2,116.4,0.317,0.975,0,0,220,0.37,0,6.19,0.59,22,1,4/9/2024,T002604,19,63,DOP20 W3 Organoids T002604,20,Default Group,#999999,20.3.2024,0
1,325,207,10,3,77.2,0.393,0.998,0.1,282.2,220,0.37,0,6.19,0.59,22,1,4/9/2024,T002604,19,63,DOP20 W3 Organoids T002604,20,Default Group,#999999,20.3.2024,0
1,326,207,13,1,183.4,0.359,0.996,0.05,17.5,615,1.02,0.4,N/A,N/A,61,1,4/9/2024,T002604,19,63,DOP20 W3 Organoids T002604,20,Default Group,#999999,20.3.2024,0
1,327,207,15,1,208.1,0.304,0.992,0.4,110.7,132,0.22,0,4.5,0.51,13,1,4/9/2024,T002604,19,63,DOP20 W3 Organoids T002604,20,Default Group,#999999,20.3.2024,0
1,328,207,15,2,77.2,0.285,0.983,0.05,17.5,132,0.22,0,4.5,0.51,13,1,4/9/2024,T002604,19,63,DOP20 W3 Organoids T002604,20,Default Group,#999999,20.3.2024,0
1,329,207,18,1,158.6,0.314,0.98,0.45,509.6,147,0.24,0,5.01,0.75,14,1,4/9/2024,T002604,19,63,DOP20 W3 Organoids T002604,20,Default Group,#999999,20.3.2024,0
1,330,207,18,2,87.5,0.28,0.992,0.1,24.7,147,0.24,0,5.01,0.75,14,1,4/9/2024,T002604,19,63,DOP20 W3 Organoids T002604,20,Default Group,#999999,20.3.2024,0
1,331,207,18,3,119.5,0.494,0.994,0,423.3,147,0.24,0,5.01,0.75,14,1,4/9/2024,T002604,19,63,DOP20 W3 Organoids T002604,20,Default Group,#999999,20.3.2024,0
1,332,207,24,1,246.1,0.318,0.996,0.1,35,314,0.52,1.53,N/A,N/A,31,1,4/9/2024,T002604,19,63,DOP20 W3 Organoids T002604,20,Default Group,#999999,20.3.2024,0
1,333,207,25,1,77.2,0.379,0.997,0.05,35,183,0.3,0,3.97,0.51,18,1,4/9/2024,T002604,19,63,DOP20 W3 Organoids T002604,20,Default Group,#999999,20.3.2024,0
1,334,207,30,1,165.9,0.359,0.997,0.05,24.7,236,0.39,0,4.18,0.44,23,1,4/9/2024,T002604,19,63,DOP20 W3 Organoids T002604,20,Default Group,#999999,20.3.2024,0
1,335,208,3,1,123.6,0.409,0.999,0.05,17.5,195,0.29,0,7.72,0.45,17,0.91,4/9/2024,T002604,20,63,DOP20 W3 Organoids T002604,20,Default Group,#999999,20.3.2024,1
1,336,208,4,1,140.3,0.384,0.988,0.35,140,411,0.62,0,17.12,0.7,37,1,4/9/2024,T002604,20,63,DOP20 W3 Organoids T002604,20,Default Group,#999999,20.3.2024,1
1,337,208,13,1,91.6,0.237,0.969,0,24.7,114,0.17,0,9.32,0.72,10,0.73,4/9/2024,T002604,20,63,DOP20 W3 Organoids T002604,20,Default Group,#999999,20.3.2024,1
1,338,208,14,1,334.9,0.447,0.996,0.35,122.5,624,0.94,0,5.12,0.37,56,1,4/9/2024,T002604,20,63,DOP20 W3 Organoids T002604,20,Default Group,#999999,20.3.2024,1
1,339,208,14,2,154.5,0.419,0.989,0.55,156.5,624,0.94,0,5.12,0.37,56,1,4/9/2024,T002604,20,63,DOP20 W3 Organoids T002604,20,Default Group,#999999,20.3.2024,1
1,340,208,14,3,161.7,0.508,0.996,0.05,17.5,624,0.94,0,5.12,0.37,56,1,4/9/2024,T002604,20,63,DOP20 W3 Organoids T002604,20,Default Group,#999999,20.3.2024,1
1,341,208,18,1,102,0.513,0.995,1.95,810.7,219,0.33,0,5.36,0.3,19,0.91,4/9/2024,T002604,20,63,DOP20 W3 Organoids T002604,20,Default Group,#999999,20.3.2024,1
1,342,208,20,1,133.9,0.387,0.999,0.05,55.3,143,0.22,0,5.94,0.34,13,0.82,4/9/2024,T002604,20,63,DOP20 W3 Organoids T002604,20,Default Group,#999999,20.3.2024,1
1,343,208,21,1,102,0.492,0.993,0.15,39.1,402,0.61,0,11.14,0.66,36,1,4/9/2024,T002604,20,63,DOP20 W3 Organoids T002604,20,Default Group,#999999,20.3.2024,1
1,344,209,1,1,148.4,0.286,0.987,0.1,24.7,185,0.31,0,6.89,0.74,18,1,4/9/2024,T002604,21,63,DOP20 W3 Organoids T002604,20,Default Group,#999999,20.3.2024,0
1,345,209,2,1,102,0.408,0.998,0,17.5,101,0.17,0,8.12,0.75,10,0.7,4/9/2024,T002604,21,63,DOP20 W3 Organoids T002604,20,Default Group,#999999,20.3.2024,0
1,346,209,5,1,119.5,0.309,0.981,0,17.5,247,0.41,0,19.78,0.81,24,1,4/9/2024,T002604,21,63,DOP20 W3 Organoids T002604,20,Default Group,#999999,20.3.2024,0
1,347,209,8,1,87.5,0.42,0.986,4.9,1023.1,185,0.31,0,3.91,0.56,18,1,4/9/2024,T002604,21,63,DOP20 W3 Organoids T002604,20,Default Group,#999999,20.3.2024,0
1,348,209,8,2,126.6,0.374,0.983,0.1,24.7,185,0.31,0,3.91,0.56,18,1,4/9/2024,T002604,21,63,DOP20 W3 Organoids T002604,20,Default Group,#999999,20.3.2024,0
1,349,209,9,1,141.1,0.388,0.99,2.2,670.7,134,0.22,0,3.83,0.47,13,0.9,4/9/2024,T002604,21,63,DOP20 W3 Organoids T002604,20,Default Group,#999999,20.3.2024,0
1,350,209,9,2,250.4,0.37,0.997,0.05,55.3,134,0.22,0,3.83,0.47,13,0.9,4/9/2024,T002604,21,63,DOP20 W3 Organoids T002604,20,Default Group,#999999,20.3.2024,0
1,351,209,9,3,77.2,0.248,0.992,0.15,39.1,134,0.22,0,3.83,0.47,13,0.9,4/9/2024,T002604,21,63,DOP20 W3 Organoids T002604,20,Default Group,#999999,20.3.2024,0
1,352,209,10,1,133.9,0.253,0.996,0,70,167,0.28,0,9.3,0.66,16,1,4/9/2024,T002604,21,63,DOP20 W3 Organoids T002604,20,Default Group,#999999,20.3.2024,0
1,353,209,15,1,207,0.371,0.993,0.1,24.7,109,0.18,0,8.53,0.78,10,0.7,4/9/2024,T002604,21,63,DOP20 W3 Organoids T002604,20,Default Group,#999999,20.3.2024,0
1,354,209,16,1,172.3,0.363,0.995,0.4,248.7,526,0.87,0,N/A,N/A,52,1,4/9/2024,T002604,21,63,DOP20 W3 Organoids T002604,20,Default Group,#999999,20.3.2024,0
1,355,209,16,2,165.9,0.471,0.997,0.3,705.4,526,0.87,0,N/A,N/A,52,1,4/9/2024,T002604,21,63,DOP20 W3 Organoids T002604,20,Default Group,#999999,20.3.2024,0
1,356,209,16,3,113.3,0.378,1,0.05,17.5,526,0.87,0,N/A,N/A,52,1,4/9/2024,T002604,21,63,DOP20 W3 Organoids T002604,20,Default Group,#999999,20.3.2024,0
1,357,209,17,1,98.9,0.265,0.989,0.05,87.5,238,0.4,0,3.61,0.42,23,1,4/9/2024,T002604,21,63,DOP20 W3 Organoids T002604,20,Default Group,#999999,20.3.2024,0
1,358,209,18,1,94.7,0.296,0.963,0.15,35,154,0.26,0,6.69,0.65,15,1,4/9/2024,T002604,21,63,DOP20 W3 Organoids T002604,20,Default Group,#999999,20.3.2024,0
1,359,213,4,1,119.5,0.396,0.998,0.05,89.2,337,0.56,0,11.93,0.66,33,1,4/9/2024,T002516,1,64,DOP20 W3 Organoids T002516,20,Default Group,#999999,20.3.2024,0
1,360,213,6,1,102,0.527,0.994,0.15,35,244,0.41,0,8.76,0.6,24,1,4/9/2024,T002516,1,64,DOP20 W3 Organoids T002516,20,Default Group,#999999,20.3.2024,0
1,361,213,7,1,98.9,0.402,0.999,0.05,24.7,204,0.34,0,4.53,0.37,20,0.6,4/9/2024,T002516,1,64,DOP20 W3 Organoids T002516,20,Default Group,#999999,20.3.2024,0
1,362,213,10,1,116.4,0.381,0.984,0.1,35,506,0.84,0,7.38,0.45,50,1,4/9/2024,T002516,1,64,DOP20 W3 Organoids T002516,20,Default Group,#999999,20.3.2024,0
1,363,213,12,1,134,0.32,0.993,0.05,17.5,139,0.23,0,10.31,0.65,13,0.9,4/9/2024,T002516,1,64,DOP20 W3 Organoids T002516,20,Default Group,#999999,20.3.2024,0
1,364,213,20,1,147.2,0.273,0.951,0.15,24.7,791,1.31,0,6.13,0.57,79,1,4/9/2024,T002516,1,64,DOP20 W3 Organoids T002516,20,Default Group,#999999,20.3.2024,0
1,365,213,20,2,109.2,0.451,0.984,0.1,17.5,791,1.31,0,6.13,0.57,79,1,4/9/2024,T002516,1,64,DOP20 W3 Organoids T002516,20,Default Group,#999999,20.3.2024,0
1,366,213,21,1,141.1,0.369,0.992,0.05,24.7,227,0.38,0,10.09,0.61,22,1,4/9/2024,T002516,1,64,DOP20 W3 Organoids T002516,20,Default Group,#999999,20.3.2024,0
1,367,214,6,1,102,0.276,0.991,0.05,52.5,272,0.41,0,8.34,0.33,24,0.64,4/9/2024,T002516,2,64,DOP20 W3 Organoids T002516,20,Default Group,#999999,20.3.2024,1
1,368,214,8,1,84.5,0.32,0.992,0.1,35,799,1.21,0,14.71,0.7,72,1,4/9/2024,T002516,2,64,DOP20 W3 Organoids T002516,20,Default Group,#999999,20.3.2024,1
1,369,214,9,1,84.5,0.32,0.992,0.1,35,357,0.54,0,8.39,0.44,32,1,4/9/2024,T002516,2,64,DOP20 W3 Organoids T002516,20,Default Group,#999999,20.3.2024,1
1,370,214,10,1,129.7,0.523,0.995,0.1,35,177,0.27,0,13.32,0.78,16,1,4/9/2024,T002516,2,64,DOP20 W3 Organoids T002516,20,Default Group,#999999,20.3.2024,1
1,371,214,19,1,98.9,0.402,0.999,0.05,35,318,0.48,0,11.07,0.66,28,1,4/9/2024,T002516,2,64,DOP20 W3 Organoids T002516,20,Default Group,#999999,20.3.2024,1
1,372,214,21,1,77.2,0.152,0.979,0.05,24.7,327,0.49,0,9.41,0.68,29,1,4/9/2024,T002516,2,64,DOP20 W3 Organoids T002516,20,Default Group,#999999,20.3.2024,1
1,373,214,24,1,376.6,0.371,0.999,1.85,923.5,239,0.36,0,N/A,N/A,21,1,4/9/2024,T002516,2,64,DOP20 W3 Organoids T002516,20,Default Group,#999999,20.3.2024,1
1,374,214,24,2,84.5,0.318,0.987,0.5,55.3,239,0.36,0,N/A,N/A,21,1,4/9/2024,T002516,2,64,DOP20 W3 Organoids T002516,20,Default Group,#999999,20.3.2024,1
1,375,214,24,3,222.5,0.509,0.992,0.25,87.5,239,0.36,0,N/A,N/A,21,1,4/9/2024,T002516,2,64,DOP20 W3 Organoids T002516,20,Default Group,#999999,20.3.2024,1
1,376,214,24,4,196.6,0.487,0.998,0.2,110.7,239,0.36,0,N/A,N/A,21,1,4/9/2024,T002516,2,64,DOP20 W3 Organoids T002516,20,Default Group,#999999,20.3.2024,1
1,377,214,28,1,288.4,0.358,0.994,0.05,17.5,133,0.2,0,10.17,0.57,12,0.91,4/9/2024,T002516,2,64,DOP20 W3 Organoids T002516,20,Default Group,#999999,20.3.2024,1
1,378,214,28,2,94.7,0.377,0.986,0.15,55.3,133,0.2,0,10.17,0.57,12,0.91,4/9/2024,T002516,2,64,DOP20 W3 Organoids T002516,20,Default Group,#999999,20.3.2024,1
1,379,214,29,1,378.1,0.449,0.999,0,0,245,0.37,0,1.94,0.15,22,0.91,4/9/2024,T002516,2,64,DOP20 W3 Organoids T002516,20,Default Group,#999999,20.3.2024,1
1,380,214,35,1,228.6,0.299,0.989,0,423.3,288,0.44,0,6.99,0.45,26,1,4/9/2024,T002516,2,64,DOP20 W3 Organoids T002516,20,Default Group,#999999,20.3.2024,1
1,381,214,35,2,116.4,0.39,0.985,0.05,17.5,288,0.44,0,6.99,0.45,26,1,4/9/2024,T002516,2,64,DOP20 W3 Organoids T002516,20,Default Group,#999999,20.3.2024,1
1,382,215,8,1,141.1,0.214,0.997,1.3,354.3,203,0.34,0,12.16,0.53,20,1,4/9/2024,T002516,3,64,DOP20 W3 Organoids T002516,20,Default Group,#999999,20.3.2024,0
1,383,215,8,2,357.1,0.345,0.995,0.05,17.5,203,0.34,0,12.16,0.53,20,1,4/9/2024,T002516,3,64,DOP20 W3 Organoids T002516,20,Default Group,#999999,20.3.2024,0
1,384,215,9,1,165.9,0.412,0.999,2.8,742.7,153,0.25,0,10.61,0.51,15,1,4/9/2024,T002516,3,64,DOP20 W3 Organoids T002516,20,Default Group,#999999,20.3.2024,0
1,385,215,9,2,123.6,0.344,0.996,2.8,728.3,153,0.25,0,10.61,0.51,15,1,4/9/2024,T002516,3,64,DOP20 W3 Organoids T002516,20,Default Group,#999999,20.3.2024,0
1,386,215,9,3,449.1,0.41,0.998,0,17.5,153,0.25,0,10.61,0.51,15,1,4/9/2024,T002516,3,64,DOP20 W3 Organoids T002516,20,Default Group,#999999,20.3.2024,0
1,387,215,11,1,94.7,0.291,0.989,0.05,35,382,0.64,0,7.54,0.49,38,1,4/9/2024,T002516,3,64,DOP20 W3 Organoids T002516,20,Default Group,#999999,20.3.2024,0
1,388,215,13,1,267.1,0.46,0.999,0.1,24.7,436,0.72,0,N/A,N/A,43,1,4/9/2024,T002516,3,64,DOP20 W3 Organoids T002516,20,Default Group,#999999,20.3.2024,0
1,389,215,13,2,77.2,0.393,0.998,0.4,141.1,436,0.72,0,N/A,N/A,43,1,4/9/2024,T002516,3,64,DOP20 W3 Organoids T002516,20,Default Group,#999999,20.3.2024,0
1,390,215,16,1,899,0.439,0.999,1.1,536.8,478,0.79,0,N/A,N/A,47,1,4/9/2024,T002516,3,64,DOP20 W3 Organoids T002516,20,Default Group,#999999,20.3.2024,0
1,391,215,16,2,172,0.494,1,1.7,728.5,478,0.79,0,N/A,N/A,47,1,4/9/2024,T002516,3,64,DOP20 W3 Organoids T002516,20,Default Group,#999999,20.3.2024,0
1,392,215,16,3,191.7,0.392,0.997,1.25,608.7,478,0.79,0,N/A,N/A,47,1,4/9/2024,T002516,3,64,DOP20 W3 Organoids T002516,20,Default Group,#999999,20.3.2024,0
1,393,215,16,4,516,0.542,0.999,0.05,17.5,478,0.79,0,N/A,N/A,47,1,4/9/2024,T002516,3,64,DOP20 W3 Organoids T002516,20,Default Group,#999999,20.3.2024,0
1,394,215,17,1,84.5,0.345,0.99,0.1,24.7,176,0.29,0,6.51,0.46,17,1,4/9/2024,T002516,3,64,DOP20 W3 Organoids T002516,20,Default Group,#999999,20.3.2024,0
1,395,215,18,1,175,0.385,0.99,1.8,665.2,165,0.27,0,18.23,0.64,16,0.7,4/9/2024,T002516,3,64,DOP20 W3 Organoids T002516,20,Default Group,#999999,20.3.2024,0
1,396,215,18,2,256.8,0.36,0.992,0.65,686.3,165,0.27,0,18.23,0.64,16,0.7,4/9/2024,T002516,3,64,DOP20 W3 Organoids T002516,20,Default Group,#999999,20.3.2024,0
1,397,215,18,3,242.3,0.423,0.992,0.05,35,165,0.27,0,18.23,0.64,16,0.7,4/9/2024,T002516,3,64,DOP20 W3 Organoids T002516,20,Default Group,#999999,20.3.2024,0
1,398,215,25,1,119.5,0.364,0.982,0.8,625.4,411,0.68,0,6.73,0.41,41,1,4/9/2024,T002516,3,64,DOP20 W3 Organoids T002516,20,Default Group,#999999,20.3.2024,0
1,399,215,25,2,379,0.447,0.999,0,359.1,411,0.68,0,6.73,0.41,41,1,4/9/2024,T002516,3,64,DOP20 W3 Organoids T002516,20,Default Group,#999999,20.3.2024,0
1,400,216,2,1,322.1,0.362,0.997,0.1,55.3,651,0.98,0,8.35,0.52,59,1,4/9/2024,T002516,4,64,DOP20 W3 Organoids T002516,20,Default Group,#999999,20.3.2024,0
1,401,216,2,2,182.2,0.412,0.989,0.2,39.1,651,0.98,0,8.35,0.52,59,1,4/9/2024,T002516,4,64,DOP20 W3 Organoids T002516,20,Default Group,#999999,20.3.2024,0
1,402,216,2,3,151.4,0.413,0.992,0.2,39.1,651,0.98,0,8.35,0.52,59,1,4/9/2024,T002516,4,64,DOP20 W3 Organoids T002516,20,Default Group,#999999,20.3.2024,0
1,403,216,3,1,154.5,0.333,0.997,0,70,822,1.24,0,13.33,0.59,74,1,4/9/2024,T002516,4,64,DOP20 W3 Organoids T002516,20,Default Group,#999999,20.3.2024,0
1,404,216,5,1,94.7,0.178,0.96,0.05,17.5,275,0.42,0,12.09,0.58,25,1,4/9/2024,T002516,4,64,DOP20 W3 Organoids T002516,20,Default Group,#999999,20.3.2024,0
1,405,216,9,1,106.1,0.233,0.972,0,17.5,254,0.38,0,7.68,0.52,23,1,4/9/2024,T002516,4,64,DOP20 W3 Organoids T002516,20,Default Group,#999999,20.3.2024,0
1,406,216,10,1,205,0.362,0.997,0,17.5,415,0.63,0,8.2,0.55,37,1,4/9/2024,T002516,4,64,DOP20 W3 Organoids T002516,20,Default Group,#999999,20.3.2024,0
1,407,216,12,1,147.6,0.302,0.979,0.1,35,252,0.38,0,7.34,0.58,22,1,4/9/2024,T002516,4,64,DOP20 W3 Organoids T002516,20,Default Group,#999999,20.3.2024,0
1,408,216,22,1,144.2,0.49,0.994,0.1,35,354,0.54,0,5.31,0.44,32,1,4/9/2024,T002516,4,64,DOP20 W3 Organoids T002516,20,Default Group,#999999,20.3.2024,0
1,409,216,27,1,182.6,0.52,0.996,0.05,24.7,712,1.08,0,N/A,N/A,64,1,4/9/2024,T002516,4,64,DOP20 W3 Organoids T002516,20,Default Group,#999999,20.3.2024,0
1,410,216,27,2,126.7,0.521,0.996,0.1,35,712,1.08,0,N/A,N/A,64,1,4/9/2024,T002516,4,64,DOP20 W3 Organoids T002516,20,Default Group,#999999,20.3.2024,0
1,411,216,28,1,208,0.418,0.995,2.2,891,478,0.72,0,N/A,N/A,43,1,4/9/2024,T002516,4,64,DOP20 W3 Organoids T002516,20,Default Group,#999999,20.3.2024,0
1,412,219,5,1,119.5,0.338,0.996,0.05,35,138,0.23,0,N/A,N/A,13,1,4/9/2024,T002516,7,64,DOP20 W3 Organoids T002516,20,Default Group,#999999,20.3.2024,0
1,413,219,6,1,119.5,0.494,0.996,0.1,17.5,160,0.27,0,5.61,0.67,16,1,4/9/2024,T002516,7,64,DOP20 W3 Organoids T002516,20,Default Group,#999999,20.3.2024,0
1,414,219,7,1,134,0.542,0.998,0.05,35,129,0.21,0,8.62,0.69,12,1,4/9/2024,T002516,7,64,DOP20 W3 Organoids T002516,20,Default Group,#999999,20.3.2024,0
1,415,219,13,1,94.7,0.327,0.984,0.05,35,336,0.56,0,5.71,0.18,33,1,4/9/2024,T002516,7,64,DOP20 W3 Organoids T002516,20,Default Group,#999999,20.3.2024,0
1,416,219,14,1,148.4,0.324,0.996,2.5,965,160,0.27,0,18.2,0.74,16,1,4/9/2024,T002516,7,64,DOP20 W3 Organoids T002516,20,Default Group,#999999,20.3.2024,0
1,417,219,14,2,126.6,0.264,0.988,2.2,913,160,0.27,0,18.2,0.74,16,1,4/9/2024,T002516,7,64,DOP20 W3 Organoids T002516,20,Default Group,#999999,20.3.2024,0
1,418,219,18,1,112.2,0.437,0.992,2.2,1196.2,221,0.37,0,5.6,0.57,22,1,4/9/2024,T002516,7,64,DOP20 W3 Organoids T002516,20,Default Group,#999999,20.3.2024,0
1,419,219,18,2,225.6,0.381,0.995,0.05,17.5,221,0.37,0,5.6,0.57,22,1,4/9/2024,T002516,7,64,DOP20 W3 Organoids T002516,20,Default Group,#999999,20.3.2024,0
1,420,219,21,1,102,0.275,0.982,0.2,127.4,128,0.21,36.72,4.13,0.5,12,1,4/9/2024,T002516,7,64,DOP20 W3 Organoids T002516,20,Default Group,#999999,20.3.2024,0
1,421,219,25,1,218.5,0.355,0.983,0.1,35,130,0.22,0,5.19,0.55,13,1,4/9/2024,T002516,7,64,DOP20 W3 Organoids T002516,20,Default Group,#999999,20.3.2024,0
1,422,219,25,2,137,0.574,0.995,0.05,35,130,0.22,0,5.19,0.55,13,1,4/9/2024,T002516,7,64,DOP20 W3 Organoids T002516,20,Default Group,#999999,20.3.2024,0
1,423,219,26,1,364.7,0.385,0.996,0.05,17.5,156,0.26,0,2.77,0.31,15,1,4/9/2024,T002516,7,64,DOP20 W3 Organoids T002516,20,Default Group,#999999,20.3.2024,0
1,424,219,26,2,77.2,0.305,0.977,0.1,24.7,156,0.26,0,2.77,0.31,15,1,4/9/2024,T002516,7,64,DOP20 W3 Organoids T002516,20,Default Group,#999999,20.3.2024,0
1,425,219,27,1,179.2,0.272,0.991,0.1,24.7,116,0.19,0,4.36,0.46,11,1,4/9/2024,T002516,7,64,DOP20 W3 Organoids T002516,20,Default Group,#999999,20.3.2024,0
1,426,219,29,1,224.8,0.363,0.99,0.05,55.3,201,0.33,0,N/A,N/A,20,1,4/9/2024,T002516,7,64,DOP20 W3 Organoids T002516,20,Default Group,#999999,20.3.2024,0
1,427,219,33,1,94.7,0.327,0.984,0.05,24.7,169,0.28,0,2.28,0.38,16,1,4/9/2024,T002516,7,64,DOP20 W3 Organoids T002516,20,Default Group,#999999,20.3.2024,0
1,428,220,3,1,94.7,0.463,0.987,0.05,24.7,178,0.25,0,11.17,0.72,14,1,4/9/2024,T002516,8,64,DOP20 W3 Organoids T002516,20,Default Group,#999999,20.3.2024,1
1,429,220,4,1,351.2,0.457,0.997,0.65,102,223,0.31,0,N/A,N/A,18,1,4/9/2024,T002516,8,64,DOP20 W3 Organoids T002516,20,Default Group,#999999,20.3.2024,1
1,430,220,4,2,77.2,0.256,0.98,0.05,17.5,223,0.31,0,N/A,N/A,18,1,4/9/2024,T002516,8,64,DOP20 W3 Organoids T002516,20,Default Group,#999999,20.3.2024,1
1,431,220,6,1,102,0.397,0.973,0.05,17.5,401,0.56,0,9.49,0.67,33,1,4/9/2024,T002516,8,64,DOP20 W3 Organoids T002516,20,Default Group,#999999,20.3.2024,1
1,432,220,13,1,77.2,0.285,0.983,0.05,17.5,375,0.52,0,5.21,0.43,31,1,4/9/2024,T002516,8,64,DOP20 W3 Organoids T002516,20,Default Group,#999999,20.3.2024,1
1,433,221,5,1,172,0.368,0.987,0.1,24.7,102,0.19,0,11.13,0.58,11,0.89,4/9/2024,T002516,9,64,DOP20 W3 Organoids T002516,20,Default Group,#999999,20.3.2024,0
1,434,221,5,2,179.5,0.406,0.999,0,39.1,102,0.19,0,11.13,0.58,11,0.89,4/9/2024,T002516,9,64,DOP20 W3 Organoids T002516,20,Default Group,#999999,20.3.2024,0
1,435,221,6,1,94.7,0.298,0.973,0.1,35,182,0.34,0,10.2,0.66,20,1,4/9/2024,T002516,9,64,DOP20 W3 Organoids T002516,20,Default Group,#999999,20.3.2024,0
1,436,221,26,1,218.4,0.433,0.998,1.55,49.5,106,0.2,0,N/A,N/A,11,0.89,4/9/2024,T002516,9,64,DOP20 W3 Organoids T002516,20,Default Group,#999999,20.3.2024,0
1,437,225,6,1,273.9,0.386,0.999,1.35,484,156,0.26,0,1.98,0.22,15,0.8,4/9/2024,T002516,13,64,DOP20 W3 Organoids T002516,20,Default Group,#999999,20.3.2024,0
1,438,225,13,1,204,0.297,0.986,0.15,287,400,0.67,4.7,6.84,0.59,40,1,4/9/2024,T002516,13,64,DOP20 W3 Organoids T002516,20,Default Group,#999999,20.3.2024,0
1,439,225,13,2,144.2,0.476,0.994,0.1,35,400,0.67,4.7,6.84,0.59,40,1,4/9/2024,T002516,13,64,DOP20 W3 Organoids T002516,20,Default Group,#999999,20.3.2024,0
1,440,225,18,1,133.9,0.354,0.983,0,0,705,1.17,0,3.18,0.29,70,1,4/9/2024,T002516,13,64,DOP20 W3 Organoids T002516,20,Default Group,#999999,20.3.2024,0
1,441,225,18,2,84.5,0.282,0.969,0,156.5,705,1.17,0,3.18,0.29,70,1,4/9/2024,T002516,13,64,DOP20 W3 Organoids T002516,20,Default Group,#999999,20.3.2024,0
1,442,225,20,1,428.5,0.347,0.998,0,72.2,1679,2.79,0,5.96,0.44,167,1,4/9/2024,T002516,13,64,DOP20 W3 Organoids T002516,20,Default Group,#999999,20.3.2024,0
1,443,225,20,2,137,0.555,0.999,0.15,35,1679,2.79,0,5.96,0.44,167,1,4/9/2024,T002516,13,64,DOP20 W3 Organoids T002516,20,Default Group,#999999,20.3.2024,0
1,444,225,20,3,151.4,0.443,0.999,0,55.3,1679,2.79,0,5.96,0.44,167,1,4/9/2024,T002516,13,64,DOP20 W3 Organoids T002516,20,Default Group,#999999,20.3.2024,0
1,445,225,20,4,119.5,0.597,0.998,0.1,89.2,1679,2.79,0,5.96,0.44,167,1,4/9/2024,T002516,13,64,DOP20 W3 Organoids T002516,20,Default Group,#999999,20.3.2024,0
1,446,225,22,1,189.5,0.426,0.998,0.1,35,177,0.29,0,9.99,0.62,17,1,4/9/2024,T002516,13,64,DOP20 W3 Organoids T002516,20,Default Group,#999999,20.3.2024,0
1,447,225,22,2,112.2,0.461,0.995,0,55.3,177,0.29,0,9.99,0.62,17,1,4/9/2024,T002516,13,64,DOP20 W3 Organoids T002516,20,Default Group,#999999,20.3.2024,0
1,448,225,29,1,393.5,0.343,0.996,0.15,321.7,429,0.71,0,11.58,0.61,42,1,4/9/2024,T002516,13,64,DOP20 W3 Organoids T002516,20,Default Group,#999999,20.3.2024,0
1,449,225,29,2,203.9,0.315,0.991,0,180.2,429,0.71,0,11.58,0.61,42,1,4/9/2024,T002516,13,64,DOP20 W3 Organoids T002516,20,Default Group,#999999,20.3.2024,0
