Group,,instance,neuron,electrodeNo,x,y,neuronConductionVel,totalAxonLen,longestBranchLen,longestDistFromInitSite,longestLat,amplitudeInitSite,totNoSpikes,neuronFiringRate,isiViolationRate,fisherProjectionDistance,silhouetteScore,spikesNoPerConfig_mean,completeness,date,wellplateID,wellNo,runID,assayTag,div,wellGroupName,wellGroupColor,Plating Date,control
Group,Instance,Instance,,Electrode Number,x Position,y Position,Neuron Conduction Velocity,Total Axon Length, Longest Branch Length,Longest Distance From Initiation Site,Longest Latency,Amplitude at Initiation Site,Total Number of Spikes,Neuron Firing Rate,ISI Violation Rate,Fisher Projection Distance,Silhouette Score,Mean Number Spikes per Config,Footprint Completeness,Date,Wellplate ID,Well Number,Assay Run ID,Assay Tag,DIV,Well Group Name,Well Group Color,,Control
1,324,27,28,21167,822.5,1680,0.399,159.6,159.6,102,0.4,101.1,222,0.37,0,N/A,N/A,22,1,4/18/2024,T002516,3,88,DOP29 W3 Organoids T002516,29,Default Group,#999999,20.3.2024,0
1,325,28,1,24299,1732.5,1925,0.369,94.7,94.7,102,0.35,136.3,179,0.25,0,10.39,0.54,14,1,4/18/2024,T002516,4,88,DOP29 W3 Organoids T002516,29,Default Group,#999999,20.3.2024,0
1,326,28,4,734,1295,52.5,0.368,172,172,158.5,0.5,131.7,388,0.54,0,N/A,N/A,32,1,4/18/2024,T002516,4,88,DOP29 W3 Organoids T002516,29,Default Group,#999999,20.3.2024,0
1,327,28,5,4555,2712.5,350,N/A,N/A,N/A,N/A,N/A,128.3,251,0.35,0,N/A,N/A,20,1,4/18/2024,T002516,4,88,DOP29 W3 Organoids T002516,29,Default Group,#999999,20.3.2024,0
1,328,28,7,8847,822.5,700,N/A,N/A,N/A,N/A,N/A,166.7,445,0.62,0,2.26,0.08,37,1,4/18/2024,T002516,4,88,DOP29 W3 Organoids T002516,29,Default Group,#999999,20.3.2024,0
1,329,28,8,25380,1400,2012.5,0.393,77.2,77.2,87.5,0.25,114.1,698,0.97,0,N/A,N/A,58,1,4/18/2024,T002516,4,88,DOP29 W3 Organoids T002516,29,Default Group,#999999,20.3.2024,0
1,330,28,9,19312,3010,1522.5,0.463,94.7,94.7,110.7,0.3,107.6,159,0.22,0,9.29,0.51,13,0.83,4/18/2024,T002516,4,88,DOP29 W3 Organoids T002516,29,Default Group,#999999,20.3.2024,0
1,331,28,18,16578,1365,1312.5,N/A,N/A,N/A,N/A,N/A,73.6,253,0.35,0,N/A,N/A,21,1,4/18/2024,T002516,4,88,DOP29 W3 Organoids T002516,29,Default Group,#999999,20.3.2024,0
1,332,28,19,965,1487.5,70,N/A,N/A,N/A,N/A,N/A,151.1,368,0.51,0,N/A,N/A,30,1,4/18/2024,T002516,4,88,DOP29 W3 Organoids T002516,29,Default Group,#999999,20.3.2024,0
1,333,28,20,21675,2012.5,1715,0.299,367.6,150.6,1777.9,3.9,127.2,349,0.48,0,N/A,N/A,29,1,4/18/2024,T002516,4,88,DOP29 W3 Organoids T002516,29,Default Group,#999999,20.3.2024,0
1,334,28,21,21404,1120,1697.5,0.367,387.3,246.2,175,0.65,180,893,1.24,0,N/A,N/A,74,1,4/18/2024,T002516,4,88,DOP29 W3 Organoids T002516,29,Default Group,#999999,20.3.2024,0
1,335,28,22,22967,1522.5,1820,N/A,N/A,N/A,N/A,N/A,100.8,345,0.48,0,N/A,N/A,28,1,4/18/2024,T002516,4,88,DOP29 W3 Organoids T002516,29,Default Group,#999999,20.3.2024,0
1,336,28,25,4573,3027.5,350,0.366,129.7,129.7,87.5,0.35,190.2,212,0.29,0,6.08,0.5,17,1,4/18/2024,T002516,4,88,DOP29 W3 Organoids T002516,29,Default Group,#999999,20.3.2024,0
1,337,28,28,17980,2800,1417.5,0.402,211.2,211.2,165.1,0.65,118.2,171,0.24,0,6.6,0.46,14,0.75,4/18/2024,T002516,4,88,DOP29 W3 Organoids T002516,29,Default Group,#999999,20.3.2024,0
1,338,28,31,7860,2800,612.5,0.41,1309.5,351.1,338,1.25,134.4,539,0.75,0,10.2,0.47,44,0.67,4/18/2024,T002516,4,88,DOP29 W3 Organoids T002516,29,Default Group,#999999,20.3.2024,0
1,339,28,33,18388,2240,1452.5,0.362,235.9,235.9,175,0.8,131.9,1035,1.43,0,N/A,N/A,86,1,4/18/2024,T002516,4,88,DOP29 W3 Organoids T002516,29,Default Group,#999999,20.3.2024,0
1,340,31,2,15690,1225,1242.5,0.399,123.6,123.6,78.3,0.3,298.9,379,0.37,0,9.02,0.53,22,1,4/18/2024,T002516,7,88,DOP29 W3 Organoids T002516,29,Default Group,#999999,20.3.2024,0
1,341,31,3,17755,2712.5,1400,0.282,183.4,183.4,175,0.7,315,395,0.39,0,6.24,0.67,23,1,4/18/2024,T002516,7,88,DOP29 W3 Organoids T002516,29,Default Group,#999999,20.3.2024,0
1,342,31,4,21002,1785,1662.5,0.411,744.6,403.7,1685.3,3.45,414.3,537,0.53,0,12.38,0.67,31,1,4/18/2024,T002516,7,88,DOP29 W3 Organoids T002516,29,Default Group,#999999,20.3.2024,0
1,343,31,7,19067,2572.5,1505,0.315,570.4,468.4,1401.1,1.55,202.7,436,0.43,0,6,0.46,25,1,4/18/2024,T002516,7,88,DOP29 W3 Organoids T002516,29,Default Group,#999999,20.3.2024,0
1,344,31,8,3802,1085,297.5,N/A,N/A,N/A,N/A,N/A,284.1,195,0.19,0,7.94,0.62,11,0.88,4/18/2024,T002516,7,88,DOP29 W3 Organoids T002516,29,Default Group,#999999,20.3.2024,0
1,345,31,9,4778,2765,367.5,N/A,N/A,N/A,N/A,N/A,265.3,524,0.51,0,6.34,0.53,30,1,4/18/2024,T002516,7,88,DOP29 W3 Organoids T002516,29,Default Group,#999999,20.3.2024,0
1,346,31,10,8093,3027.5,630,0.52,129.7,129.7,117.4,0.35,251.8,310,0.3,0,11.88,0.59,18,1,4/18/2024,T002516,7,88,DOP29 W3 Organoids T002516,29,Default Group,#999999,20.3.2024,0
1,347,31,11,6659,1032.5,525,N/A,N/A,N/A,N/A,N/A,417.2,170,0.17,0,13.8,0.61,10,0.65,4/18/2024,T002516,7,88,DOP29 W3 Organoids T002516,29,Default Group,#999999,20.3.2024,0
1,348,31,14,20811,2292.5,1645,0.362,429.5,270.9,1655.1,4.55,169,204,0.2,0,14.32,0.62,12,0.88,4/18/2024,T002516,7,88,DOP29 W3 Organoids T002516,29,Default Group,#999999,20.3.2024,0
1,349,31,15,10293,3027.5,805,N/A,N/A,N/A,N/A,N/A,268.1,236,0.23,0,11.35,0.7,13,0.94,4/18/2024,T002516,7,88,DOP29 W3 Organoids T002516,29,Default Group,#999999,20.3.2024,0
1,350,31,16,18334,1295,1452.5,N/A,N/A,N/A,N/A,N/A,108.5,363,0.36,0,4.62,0.51,21,1,4/18/2024,T002516,7,88,DOP29 W3 Organoids T002516,29,Default Group,#999999,20.3.2024,0
1,351,31,18,5887,2922.5,455,0.387,98.9,98.9,87.5,0.25,286.1,427,0.42,0,5.5,0.65,25,1,4/18/2024,T002516,7,88,DOP29 W3 Organoids T002516,29,Default Group,#999999,20.3.2024,0
1,352,31,23,581,2467.5,35,N/A,N/A,N/A,N/A,N/A,212.4,343,0.34,0,3.48,0.3,20,1,4/18/2024,T002516,7,88,DOP29 W3 Organoids T002516,29,Default Group,#999999,20.3.2024,0
1,353,31,26,11276,980,892.5,0.275,87.5,87.5,94.2,0.35,194.9,268,0.26,0,11.7,0.6,15,1,4/18/2024,T002516,7,88,DOP29 W3 Organoids T002516,29,Default Group,#999999,20.3.2024,0
1,354,31,27,11286,1155,892.5,0.4,323.5,221.5,321.7,0.6,107.5,476,0.47,0,5.06,0.39,28,1,4/18/2024,T002516,7,88,DOP29 W3 Organoids T002516,29,Default Group,#999999,20.3.2024,0
1,355,31,35,20992,1610,1662.5,N/A,N/A,N/A,N/A,N/A,155.7,236,0.23,0,9.92,0.61,13,0.76,4/18/2024,T002516,7,88,DOP29 W3 Organoids T002516,29,Default Group,#999999,20.3.2024,0
1,356,31,44,17464,1470,1382.5,N/A,N/A,N/A,N/A,N/A,80.5,184,0.18,0,N/A,N/A,10,0.65,4/18/2024,T002516,7,88,DOP29 W3 Organoids T002516,29,Default Group,#999999,20.3.2024,0
1,357,32,2,6287,2222.5,490,0.449,137,137,87.5,0.3,129.2,742,0.73,0,7.83,0.48,43,1,4/18/2024,T002516,8,88,DOP29 W3 Organoids T002516,29,Default Group,#999999,20.3.2024,1
1,358,32,3,11913,577.5,945,N/A,N/A,N/A,N/A,N/A,330.7,199,0.19,0,15.27,0.69,11,1,4/18/2024,T002516,8,88,DOP29 W3 Organoids T002516,29,Default Group,#999999,20.3.2024,1
1,359,32,4,925,787.5,70,0.286,102,102,110.7,0.4,210.4,719,0.7,0,10.04,0.54,42,1,4/18/2024,T002516,8,88,DOP29 W3 Organoids T002516,29,Default Group,#999999,20.3.2024,1
1,360,32,5,12889,2257.5,1015,N/A,N/A,N/A,N/A,N/A,315.4,483,0.47,0,13.08,0.66,28,1,4/18/2024,T002516,8,88,DOP29 W3 Organoids T002516,29,Default Group,#999999,20.3.2024,1
1,361,32,8,18760,1050,1487.5,0.464,760.2,538.8,448.2,1.2,149.5,562,0.55,0,5.69,0.42,33,1,4/18/2024,T002516,8,88,DOP29 W3 Organoids T002516,29,Default Group,#999999,20.3.2024,1
1,362,32,10,15300,2100,1207.5,0.309,94.7,94.7,123.7,0.45,116,392,0.38,0,7.63,0.59,23,1,4/18/2024,T002516,8,88,DOP29 W3 Organoids T002516,29,Default Group,#999999,20.3.2024,1
1,363,32,11,2102,2135,157.5,N/A,N/A,N/A,N/A,N/A,198.7,303,0.3,0,6.19,0.48,17,1,4/18/2024,T002516,8,88,DOP29 W3 Organoids T002516,29,Default Group,#999999,20.3.2024,1
1,364,32,13,10914,2345,857.5,0.405,200.9,200.9,156.5,0.55,180.3,330,0.32,0,10.79,0.68,19,0.94,4/18/2024,T002516,8,88,DOP29 W3 Organoids T002516,29,Default Group,#999999,20.3.2024,1
1,365,32,14,16106,805,1277.5,0.379,406.8,294.6,726,2.05,167.2,341,0.33,0,6.03,0.49,20,1,4/18/2024,T002516,8,88,DOP29 W3 Organoids T002516,29,Default Group,#999999,20.3.2024,1
1,366,32,23,12879,2082.5,1015,0.422,106.1,106.1,78.3,0.35,84.4,575,0.56,0,N/A,N/A,33,1,4/18/2024,T002516,8,88,DOP29 W3 Organoids T002516,29,Default Group,#999999,20.3.2024,1
1,367,32,24,9586,2205,752.5,N/A,N/A,N/A,N/A,N/A,172.3,223,0.22,0,7.77,0.49,13,0.82,4/18/2024,T002516,8,88,DOP29 W3 Organoids T002516,29,Default Group,#999999,20.3.2024,1
1,368,32,25,20311,1242.5,1610,0.392,242,242,1525,3.6,127.9,352,0.34,0,5.65,0.4,20,1,4/18/2024,T002516,8,88,DOP29 W3 Organoids T002516,29,Default Group,#999999,20.3.2024,1
1,369,32,29,5385,1837.5,420,N/A,N/A,N/A,N/A,N/A,96.1,507,0.5,0,N/A,N/A,29,0.94,4/18/2024,T002516,8,88,DOP29 W3 Organoids T002516,29,Default Group,#999999,20.3.2024,1
1,370,33,3,3024,2870,227.5,0.266,144.2,144.2,78.3,0.55,178,163,0.27,0,3.58,0.43,16,0.9,4/18/2024,T002516,9,88,DOP29 W3 Organoids T002516,29,Default Group,#999999,20.3.2024,0
1,371,33,4,19445,1487.5,1540,0.274,84.5,84.5,1274,0.55,276.6,103,0.17,0,8.52,0.44,10,0.8,4/18/2024,T002516,9,88,DOP29 W3 Organoids T002516,29,Default Group,#999999,20.3.2024,0
1,372,33,8,14695,3062.5,1155,N/A,N/A,N/A,N/A,N/A,277.5,113,0.19,0,3.5,0.37,11,1,4/18/2024,T002516,9,88,DOP29 W3 Organoids T002516,29,Default Group,#999999,20.3.2024,0
1,373,33,9,3418,2065,262.5,0.241,125.3,125.3,87.5,0.5,104.4,393,0.65,0.97,N/A,N/A,39,0.8,4/18/2024,T002516,9,88,DOP29 W3 Organoids T002516,29,Default Group,#999999,20.3.2024,0
1,374,33,13,16650,2625,1312.5,0.243,133.9,133.9,112.1,0.5,120.2,287,0.48,0,N/A,N/A,28,1,4/18/2024,T002516,9,88,DOP29 W3 Organoids T002516,29,Default Group,#999999,20.3.2024,0
1,375,33,15,3695,3062.5,280,N/A,N/A,N/A,N/A,N/A,153.1,243,0.4,0,N/A,N/A,24,1,4/18/2024,T002516,9,88,DOP29 W3 Organoids T002516,29,Default Group,#999999,20.3.2024,0
1,376,33,18,22332,1960,1767.5,0.421,1073.2,461.5,1664,4.15,131.3,191,0.32,0,6.33,0.45,19,1,4/18/2024,T002516,9,88,DOP29 W3 Organoids T002516,29,Default Group,#999999,20.3.2024,0
1,377,33,21,4527,2222.5,350,N/A,N/A,N/A,N/A,N/A,106.5,178,0.3,0,N/A,N/A,17,1,4/18/2024,T002516,9,88,DOP29 W3 Organoids T002516,29,Default Group,#999999,20.3.2024,0
1,378,33,22,19969,2957.5,1575,N/A,N/A,N/A,N/A,N/A,140.1,389,0.65,0,N/A,N/A,38,1,4/18/2024,T002516,9,88,DOP29 W3 Organoids T002516,29,Default Group,#999999,20.3.2024,0
1,379,33,23,5419,2432.5,420,N/A,N/A,N/A,N/A,N/A,142.5,224,0.37,0,N/A,N/A,22,1,4/18/2024,T002516,9,88,DOP29 W3 Organoids T002516,29,Default Group,#999999,20.3.2024,0
1,380,33,25,11165,2887.5,875,N/A,N/A,N/A,N/A,N/A,81.6,118,0.2,0,7.52,0.6,11,0.8,4/18/2024,T002516,9,88,DOP29 W3 Organoids T002516,29,Default Group,#999999,20.3.2024,0
1,381,34,3,22248,490,1767.5,0.24,133.9,133.9,1706.8,3.7,202.6,122,0.34,0,N/A,N/A,20,1,4/18/2024,T002516,10,88,DOP29 W3 Organoids T002516,29,Default Group,#999999,20.3.2024,0
1,382,34,4,2285,1487.5,175,0.375,137,137,99,0.4,104.8,94,0.26,0,N/A,N/A,15,1,4/18/2024,T002516,10,88,DOP29 W3 Organoids T002516,29,Default Group,#999999,20.3.2024,0
1,383,36,1,20070,875,1592.5,N/A,N/A,N/A,N/A,N/A,2035.6,72,0.17,0,1.98,0.13,10,0.71,4/18/2024,T002516,12,88,DOP29 W3 Organoids T002516,29,Default Group,#999999,20.3.2024,0
1,384,37,1,18744,770,1487.5,0.404,102,102,117.4,0.3,451.2,389,0.38,0,12.32,0.74,22,1,4/18/2024,T002516,13,88,DOP29 W3 Organoids T002516,29,Default Group,#999999,20.3.2024,0
1,385,37,2,7392,2310,577.5,0.393,77.2,77.2,87.5,0.3,305.6,250,0.24,0,9.04,0.74,14,0.88,4/18/2024,T002516,13,88,DOP29 W3 Organoids T002516,29,Default Group,#999999,20.3.2024,0
1,386,37,3,1425,1837.5,105,0.392,411,309,703.5,1.25,464.4,822,0.8,0,11.43,0.64,48,1,4/18/2024,T002516,13,88,DOP29 W3 Organoids T002516,29,Default Group,#999999,20.3.2024,0
1,387,37,5,20347,1872.5,1610,0.421,147.2,147.2,149.5,0.4,277.3,662,0.65,0,10.63,0.69,38,1,4/18/2024,T002516,13,88,DOP29 W3 Organoids T002516,29,Default Group,#999999,20.3.2024,0
1,388,37,8,12351,542.5,980,0.301,447.1,362.6,1230.7,2.8,224.8,641,0.63,0,9.74,0.56,37,1,4/18/2024,T002516,13,88,DOP29 W3 Organoids T002516,29,Default Group,#999999,20.3.2024,0
1,389,37,9,1879,2082.5,140,0.243,77.2,77.2,156.5,1.45,146.9,895,0.87,0,9.6,0.47,52,1,4/18/2024,T002516,13,88,DOP29 W3 Organoids T002516,29,Default Group,#999999,20.3.2024,0
1,390,37,11,5188,2240,402.5,0.399,569.6,246.2,645.4,2.65,114.2,230,0.22,0,4.19,0.42,13,1,4/18/2024,T002516,13,88,DOP29 W3 Organoids T002516,29,Default Group,#999999,20.3.2024,0
1,391,37,14,270,875,17.5,0.314,199.7,199.7,1753.7,0.65,179.5,222,0.22,0,10.44,0.64,13,0.88,4/18/2024,T002516,13,88,DOP29 W3 Organoids T002516,29,Default Group,#999999,20.3.2024,0
1,392,37,15,4079,2082.5,315,0.4,408.9,285.3,801.4,4.75,191.6,356,0.35,0,8.44,0.51,20,1,4/18/2024,T002516,13,88,DOP29 W3 Organoids T002516,29,Default Group,#999999,20.3.2024,0
1,393,37,16,20556,1680,1627.5,0.343,112.2,112.2,74.2,0.3,284.3,270,0.26,0,9.56,0.69,15,0.94,4/18/2024,T002516,13,88,DOP29 W3 Organoids T002516,29,Default Group,#999999,20.3.2024,0
1,394,37,17,15652,560,1242.5,0.422,84.5,84.5,94.2,0.25,259.2,207,0.2,0,6.19,0.48,12,0.82,4/18/2024,T002516,13,88,DOP29 W3 Organoids T002516,29,Default Group,#999999,20.3.2024,0
1,395,37,18,18125,1487.5,1435,N/A,N/A,N/A,N/A,N/A,179.9,345,0.34,0,N/A,N/A,20,1,4/18/2024,T002516,13,88,DOP29 W3 Organoids T002516,29,Default Group,#999999,20.3.2024,0
1,396,37,19,6197,647.5,490,N/A,N/A,N/A,N/A,N/A,121.4,382,0.37,0,2.49,0.43,22,1,4/18/2024,T002516,13,88,DOP29 W3 Organoids T002516,29,Default Group,#999999,20.3.2024,0
1,397,37,22,7599,2082.5,595,N/A,N/A,N/A,N/A,N/A,137.1,946,0.92,0,N/A,N/A,55,1,4/18/2024,T002516,13,88,DOP29 W3 Organoids T002516,29,Default Group,#999999,20.3.2024,0
1,398,37,23,16626,2205,1312.5,N/A,N/A,N/A,N/A,N/A,143.8,307,0.3,0,4.27,0.38,18,1,4/18/2024,T002516,13,88,DOP29 W3 Organoids T002516,29,Default Group,#999999,20.3.2024,0
1,399,37,24,18145,1837.5,1435,N/A,N/A,N/A,N/A,N/A,127.7,482,0.47,0,7.82,0.63,28,1,4/18/2024,T002516,13,88,DOP29 W3 Organoids T002516,29,Default Group,#999999,20.3.2024,0
1,400,37,26,304,1470,17.5,0.29,436.6,208,653.4,2,87.2,702,0.69,0,N/A,N/A,41,1,4/18/2024,T002516,13,88,DOP29 W3 Organoids T002516,29,Default Group,#999999,20.3.2024,0
1,401,37,28,1855,1662.5,140,N/A,N/A,N/A,N/A,N/A,129.2,208,0.2,0,3.28,0.37,12,0.71,4/18/2024,T002516,13,88,DOP29 W3 Organoids T002516,29,Default Group,#999999,20.3.2024,0
1,402,37,30,19419,1032.5,1540,0.439,132.6,132.6,94.2,0.35,113.2,642,0.63,0,N/A,N/A,37,1,4/18/2024,T002516,13,88,DOP29 W3 Organoids T002516,29,Default Group,#999999,20.3.2024,0
1,403,37,31,10245,2187.5,805,0.388,421,313.2,228.2,0.9,122.9,445,0.44,0,N/A,N/A,26,1,4/18/2024,T002516,13,88,DOP29 W3 Organoids T002516,29,Default Group,#999999,20.3.2024,0
1,404,37,32,6870,875,542.5,0.331,292.5,183.4,898.7,0.65,127.9,423,0.41,0,N/A,N/A,24,1,4/18/2024,T002516,13,88,DOP29 W3 Organoids T002516,29,Default Group,#999999,20.3.2024,0
1,405,37,34,19435,1312.5,1540,0.407,1276.9,477.9,1300.8,3.1,127.4,661,0.65,0,4.51,0.34,38,1,4/18/2024,T002516,13,88,DOP29 W3 Organoids T002516,29,Default Group,#999999,20.3.2024,0
1,406,37,39,11925,787.5,945,0.385,369.8,193.7,1383.8,4.85,78.6,470,0.46,0,N/A,N/A,27,1,4/18/2024,T002516,13,88,DOP29 W3 Organoids T002516,29,Default Group,#999999,20.3.2024,0
1,407,37,43,10639,1382.5,840,0.462,527.3,246.2,497.4,1.6,71.9,566,0.55,36.72,2.4,0.33,33,0.82,4/18/2024,T002516,13,88,DOP29 W3 Organoids T002516,29,Default Group,#999999,20.3.2024,0
1,408,38,1,9922,385,787.5,0.413,299,197,161.3,0.9,425.6,1330,1.23,0,6.2,0.57,73,1,4/18/2024,T002516,14,88,DOP29 W3 Organoids T002516,29,Default Group,#999999,20.3.2024,1
1,409,38,3,19053,2327.5,1505,0.351,204,102,996.1,3.2,297,541,0.5,0,6.48,0.49,30,1,4/18/2024,T002516,14,88,DOP29 W3 Organoids T002516,29,Default Group,#999999,20.3.2024,1
1,410,38,4,14553,577.5,1155,0.393,77.2,77.2,106.4,0.3,485.9,272,0.25,0,7.99,0.78,15,1,4/18/2024,T002516,14,88,DOP29 W3 Organoids T002516,29,Default Group,#999999,20.3.2024,1
1,411,38,5,23843,1452.5,1890,0.4,105,105,1337,0.25,466.8,464,0.43,0,16.89,0.71,25,1,4/18/2024,T002516,14,88,DOP29 W3 Organoids T002516,29,Default Group,#999999,20.3.2024,1
1,412,38,8,1357,647.5,105,0.404,102,102,102,0.3,387.5,569,0.53,0,8.44,0.54,31,1,4/18/2024,T002516,14,88,DOP29 W3 Organoids T002516,29,Default Group,#999999,20.3.2024,1
1,413,38,9,17858,665,1417.5,0.19,94.7,94.7,102,0.6,213.2,445,0.41,0,9.41,0.53,24,1,4/18/2024,T002516,14,88,DOP29 W3 Organoids T002516,29,Default Group,#999999,20.3.2024,1
1,414,38,10,22059,1032.5,1750,N/A,N/A,N/A,N/A,N/A,232.5,309,0.29,0,9.94,0.66,17,0.94,4/18/2024,T002516,14,88,DOP29 W3 Organoids T002516,29,Default Group,#999999,20.3.2024,1
1,415,38,11,8937,2397.5,700,0.381,951.9,476,556.2,1.35,315,411,0.38,0,11.69,0.61,22,1,4/18/2024,T002516,14,88,DOP29 W3 Organoids T002516,29,Default Group,#999999,20.3.2024,1
1,416,38,12,6187,472.5,490,0.463,516,326.5,188.5,0.75,116.1,1034,0.95,0,N/A,N/A,57,1,4/18/2024,T002516,14,88,DOP29 W3 Organoids T002516,29,Default Group,#999999,20.3.2024,1
1,417,38,14,2448,490,192.5,N/A,N/A,N/A,N/A,N/A,300.1,483,0.45,0,7.81,0.59,26,1,4/18/2024,T002516,14,88,DOP29 W3 Organoids T002516,29,Default Group,#999999,20.3.2024,1
1,418,38,18,274,945,17.5,N/A,N/A,N/A,N/A,N/A,219.2,531,0.49,0,6.91,0.42,29,1,4/18/2024,T002516,14,88,DOP29 W3 Organoids T002516,29,Default Group,#999999,20.3.2024,1
1,419,38,19,12899,2432.5,1015,0.38,242,242,310.1,0.65,274,755,0.7,0,11.58,0.57,41,1,4/18/2024,T002516,14,88,DOP29 W3 Organoids T002516,29,Default Group,#999999,20.3.2024,1
1,420,38,22,22290,1225,1767.5,0.271,105,105,106.4,0.35,238.4,240,0.22,0,6.18,0.47,13,0.72,4/18/2024,T002516,14,88,DOP29 W3 Organoids T002516,29,Default Group,#999999,20.3.2024,1
1,421,38,23,17504,2170,1382.5,0.417,1043.9,305.7,438.5,1.2,172,631,0.58,0,6.14,0.5,35,1,4/18/2024,T002516,14,88,DOP29 W3 Organoids T002516,29,Default Group,#999999,20.3.2024,1
1,422,38,24,6962,2485,542.5,0.331,132.6,132.6,122.5,0.45,313.7,460,0.42,0,12.8,0.6,25,1,4/18/2024,T002516,14,88,DOP29 W3 Organoids T002516,29,Default Group,#999999,20.3.2024,1
1,423,38,28,22314,1645,1767.5,0.361,176.1,176.1,161.3,0.55,99.8,292,0.27,0,2.88,0.24,16,0.94,4/18/2024,T002516,14,88,DOP29 W3 Organoids T002516,29,Default Group,#999999,20.3.2024,1
1,424,38,29,13444,420,1067.5,N/A,N/A,N/A,N/A,N/A,136,509,0.47,0,11.9,0.57,28,1,4/18/2024,T002516,14,88,DOP29 W3 Organoids T002516,29,Default Group,#999999,20.3.2024,1
1,425,38,31,3623,1802.5,280,0.315,560.8,244.8,1669.9,2.45,92.4,272,0.25,0,N/A,N/A,15,1,4/18/2024,T002516,14,88,DOP29 W3 Organoids T002516,29,Default Group,#999999,20.3.2024,1
1,426,38,34,24492,1260,1942.5,N/A,N/A,N/A,N/A,N/A,93.4,188,0.17,0,4.15,0.43,10,0.61,4/18/2024,T002516,14,88,DOP29 W3 Organoids T002516,29,Default Group,#999999,20.3.2024,1
1,427,38,35,3790,875,297.5,0.402,595.4,218.4,572.2,2.75,133.7,186,0.17,0,7.36,0.5,10,0.61,4/18/2024,T002516,14,88,DOP29 W3 Organoids T002516,29,Default Group,#999999,20.3.2024,1
1,428,38,36,13022,735,1032.5,0.266,231.7,231.7,1046.1,1.45,126.2,313,0.29,0,N/A,N/A,17,1,4/18/2024,T002516,14,88,DOP29 W3 Organoids T002516,29,Default Group,#999999,20.3.2024,1
1,429,38,40,8453,1627.5,665,0.297,256.7,157.8,141.1,0.65,169.5,368,0.34,0,N/A,N/A,20,1,4/18/2024,T002516,14,88,DOP29 W3 Organoids T002516,29,Default Group,#999999,20.3.2024,1
1,430,38,41,19913,1977.5,1575,N/A,N/A,N/A,N/A,N/A,147.4,238,0.22,0,N/A,N/A,13,0.83,4/18/2024,T002516,14,88,DOP29 W3 Organoids T002516,29,Default Group,#999999,20.3.2024,1
1,431,38,44,9052,560,717.5,N/A,N/A,N/A,N/A,N/A,110.7,283,0.26,0,N/A,N/A,15,1,4/18/2024,T002516,14,88,DOP29 W3 Organoids T002516,29,Default Group,#999999,20.3.2024,1
1,432,39,1,7545,1137.5,595,0.415,252.1,252.1,156.5,0.65,221.1,727,0.71,0,4.35,0.41,42,1,4/18/2024,T002516,15,88,DOP29 W3 Organoids T002516,29,Default Group,#999999,20.3.2024,0
1,433,39,5,21418,1365,1697.5,0.484,271,151.5,165.1,0.45,342.6,198,0.19,0,8.02,0.51,11,0.71,4/18/2024,T002516,15,88,DOP29 W3 Organoids T002516,29,Default Group,#999999,20.3.2024,0
1,434,39,7,362,2485,17.5,N/A,N/A,N/A,N/A,N/A,187.3,314,0.31,0,8.37,0.46,18,1,4/18/2024,T002516,15,88,DOP29 W3 Organoids T002516,29,Default Group,#999999,20.3.2024,0
1,435,39,10,4252,1260,332.5,0.357,144.2,144.2,148.5,0.45,204.1,688,0.67,0,10.98,0.56,40,1,4/18/2024,T002516,15,88,DOP29 W3 Organoids T002516,29,Default Group,#999999,20.3.2024,0
1,436,39,11,20327,1522.5,1610,0.375,1628.5,331.8,1912.6,4.4,114,522,0.51,0,N/A,N/A,30,1,4/18/2024,T002516,15,88,DOP29 W3 Organoids T002516,29,Default Group,#999999,20.3.2024,0
1,437,39,14,26280,1750,2082.5,N/A,N/A,N/A,N/A,N/A,237.6,653,0.64,0,9.99,0.66,38,1,4/18/2024,T002516,15,88,DOP29 W3 Organoids T002516,29,Default Group,#999999,20.3.2024,0
1,438,39,15,22507,1172.5,1785,0.424,144.2,144.2,156.5,0.4,276.2,226,0.22,15.02,4.07,0.66,13,0.82,4/18/2024,T002516,15,88,DOP29 W3 Organoids T002516,29,Default Group,#999999,20.3.2024,0
1,439,39,16,2518,1715,192.5,0.424,179.2,179.2,150.5,0.45,160.9,411,0.4,0,N/A,N/A,24,0.94,4/18/2024,T002516,15,88,DOP29 W3 Organoids T002516,29,Default Group,#999999,20.3.2024,0
1,440,39,17,11724,1120,927.5,0.32,672.5,373.9,924,3.25,159.8,465,0.45,0,6.39,0.51,27,1,4/18/2024,T002516,15,88,DOP29 W3 Organoids T002516,29,Default Group,#999999,20.3.2024,0
1,441,39,18,16775,962.5,1330,N/A,N/A,N/A,N/A,N/A,262.6,483,0.47,0,5.21,0.47,28,0.76,4/18/2024,T002516,15,88,DOP29 W3 Organoids T002516,29,Default Group,#999999,20.3.2024,0
1,442,39,19,26340,2800,2082.5,N/A,N/A,N/A,N/A,N/A,122.1,660,0.65,0,5.23,0.38,38,1,4/18/2024,T002516,15,88,DOP29 W3 Organoids T002516,29,Default Group,#999999,20.3.2024,0
1,443,39,21,22611,2992.5,1785,0.442,299.8,197.8,178.5,0.55,115.6,208,0.2,0,4.9,0.42,12,0.82,4/18/2024,T002516,15,88,DOP29 W3 Organoids T002516,29,Default Group,#999999,20.3.2024,0
