Group,,instance,burstTime,SPB,SPBch,burstDur,burstPeak,IBI,bISI_mean,bISI_CV,date,wellplateID,wellNo,runID,assayTag,div,wellGroupName,wellGroupColor,Plating Date,control
1,44,1,182.87,12,0.32,0.42,0.65,2.15,36.87,0.03,4/17/2024,T002604,1,000083,DOP28 W3 Organoids T002604,28,Default Group,#999999,20.3.2024,0
1,45,1,185.02,37,0.97,1.12,0.8,3.96,52.02,0.66,4/17/2024,T002604,1,000083,DOP28 W3 Organoids T002604,28,Default Group,#999999,20.3.2024,0
1,46,1,188.98,19,0.5,0.58,0.69,3.93,41.67,0.35,4/17/2024,T002604,1,000083,DOP28 W3 Organoids T002604,28,Default Group,#999999,20.3.2024,0
1,47,1,192.91,30,0.79,0.58,0.93,1.45,59.13,1.25,4/17/2024,T002604,1,000083,DOP28 W3 Organoids T002604,28,Default Group,#999999,20.3.2024,0
1,48,1,194.36,21,0.55,0.63,0.77,3.48,74.43,1.25,4/17/2024,T002604,1,000083,DOP28 W3 Organoids T002604,28,Default Group,#999999,20.3.2024,0
1,49,1,197.84,20,0.53,0.61,0.72,2.55,115.33,0.73,4/17/2024,T002604,1,000083,DOP28 W3 Organoids T002604,28,Default Group,#999999,20.3.2024,0
1,50,1,200.39,18,0.47,0.55,0.76,2.4,61.43,0.44,4/17/2024,T002604,1,000083,DOP28 W3 Organoids T002604,28,Default Group,#999999,20.3.2024,0
1,51,1,202.79,21,0.55,0.47,0.74,2.04,62.16,0.77,4/17/2024,T002604,1,000083,DOP28 W3 Organoids T002604,28,Default Group,#999999,20.3.2024,0
1,52,1,204.83,36,0.95,0.99,0.8,1.65,69.59,0.88,4/17/2024,T002604,1,000083,DOP28 W3 Organoids T002604,28,Default Group,#999999,20.3.2024,0
1,53,1,206.48,17,0.45,0.35,0.68,1.63,42.6,0.53,4/17/2024,T002604,1,000083,DOP28 W3 Organoids T002604,28,Default Group,#999999,20.3.2024,0
1,54,1,208.11,22,0.58,0.93,0.7,2.68,81.71,1.34,4/17/2024,T002604,1,000083,DOP28 W3 Organoids T002604,28,Default Group,#999999,20.3.2024,0
1,55,1,210.79,22,0.58,0.73,0.64,2.53,53.39,0.34,4/17/2024,T002604,1,000083,DOP28 W3 Organoids T002604,28,Default Group,#999999,20.3.2024,0
1,56,1,213.32,20,0.53,0.85,0.64,2.98,38.09,0.42,4/17/2024,T002604,1,000083,DOP28 W3 Organoids T002604,28,Default Group,#999999,20.3.2024,0
1,57,1,216.3,18,0.47,0.7,0.67,3.31,86.88,0.43,4/17/2024,T002604,1,000083,DOP28 W3 Organoids T002604,28,Default Group,#999999,20.3.2024,0
1,58,1,219.61,34,0.89,0.55,1.1,2.5,58.03,0.77,4/17/2024,T002604,1,000083,DOP28 W3 Organoids T002604,28,Default Group,#999999,20.3.2024,0
1,59,1,222.11,32,0.84,1.15,0.64,4.9,196.68,1.45,4/17/2024,T002604,1,000083,DOP28 W3 Organoids T002604,28,Default Group,#999999,20.3.2024,0
1,60,1,227.01,15,0.39,0.52,0.72,1.81,64.35,0.49,4/17/2024,T002604,1,000083,DOP28 W3 Organoids T002604,28,Default Group,#999999,20.3.2024,0
1,61,1,228.82,33,0.87,0.81,1.04,4.31,112.37,0.99,4/17/2024,T002604,1,000083,DOP28 W3 Organoids T002604,28,Default Group,#999999,20.3.2024,0
1,62,1,233.13,43,1.13,0.93,0.97,4.86,155.69,1.46,4/17/2024,T002604,1,000083,DOP28 W3 Organoids T002604,28,Default Group,#999999,20.3.2024,0
1,63,1,237.99,20,0.53,0.62,0.77,4.57,48.82,0.54,4/17/2024,T002604,1,000083,DOP28 W3 Organoids T002604,28,Default Group,#999999,20.3.2024,0
1,64,1,242.56,28,0.74,0.6,1.02,5.47,47.55,0.43,4/17/2024,T002604,1,000083,DOP28 W3 Organoids T002604,28,Default Group,#999999,20.3.2024,0
1,65,1,248.03,23,0.61,0.9,0.62,4.98,90.36,1.03,4/17/2024,T002604,1,000083,DOP28 W3 Organoids T002604,28,Default Group,#999999,20.3.2024,0
1,66,1,253.01,24,0.63,0.86,0.65,2.75,196.11,1.12,4/17/2024,T002604,1,000083,DOP28 W3 Organoids T002604,28,Default Group,#999999,20.3.2024,0
1,67,1,255.76,25,0.66,0.98,0.83,3.78,96.58,1.44,4/17/2024,T002604,1,000083,DOP28 W3 Organoids T002604,28,Default Group,#999999,20.3.2024,0
1,68,1,259.54,31,0.82,0.77,0.88,2.55,169.37,1.13,4/17/2024,T002604,1,000083,DOP28 W3 Organoids T002604,28,Default Group,#999999,20.3.2024,0
1,69,1,262.09,22,0.58,0.52,0.87,3.69,59.74,0.59,4/17/2024,T002604,1,000083,DOP28 W3 Organoids T002604,28,Default Group,#999999,20.3.2024,0
1,70,1,265.78,26,0.68,0.61,0.9,1.08,53.13,0.48,4/17/2024,T002604,1,000083,DOP28 W3 Organoids T002604,28,Default Group,#999999,20.3.2024,0
1,71,1,266.86,14,0.37,0.38,0.76,4.14,23.9,0,4/17/2024,T002604,1,000083,DOP28 W3 Organoids T002604,28,Default Group,#999999,20.3.2024,0
1,72,1,271,25,0.66,0.76,0.84,2.02,82.89,1.11,4/17/2024,T002604,1,000083,DOP28 W3 Organoids T002604,28,Default Group,#999999,20.3.2024,0
1,73,1,273.02,15,0.39,0.51,0.62,6.38,41.37,0.19,4/17/2024,T002604,1,000083,DOP28 W3 Organoids T002604,28,Default Group,#999999,20.3.2024,0
1,74,1,279.4,17,0.45,0.48,0.62,3.5,52.7,0.24,4/17/2024,T002604,1,000083,DOP28 W3 Organoids T002604,28,Default Group,#999999,20.3.2024,0
1,75,1,282.9,20,0.53,0.56,0.64,2.71,59.5,1.06,4/17/2024,T002604,1,000083,DOP28 W3 Organoids T002604,28,Default Group,#999999,20.3.2024,0
1,76,1,285.61,21,0.55,0.45,0.75,3.48,45.36,0.2,4/17/2024,T002604,1,000083,DOP28 W3 Organoids T002604,28,Default Group,#999999,20.3.2024,0
1,77,1,289.09,23,0.61,0.55,0.77,2.04,57.44,0.9,4/17/2024,T002604,1,000083,DOP28 W3 Organoids T002604,28,Default Group,#999999,20.3.2024,0
1,78,1,291.13,20,0.53,0.7,0.63,8.89,66.42,1.02,4/17/2024,T002604,1,000083,DOP28 W3 Organoids T002604,28,Default Group,#999999,20.3.2024,0
1,79,1,300.02,26,0.68,0.9,0.74,3.47,217.83,0.94,4/17/2024,T002604,1,000083,DOP28 W3 Organoids T002604,28,Default Group,#999999,20.3.2024,0
1,80,1,303.49,40,1.05,0.92,0.9,1.62,188.18,1.08,4/17/2024,T002604,1,000083,DOP28 W3 Organoids T002604,28,Default Group,#999999,20.3.2024,0
1,81,1,305.11,30,0.79,0.86,0.87,3.98,66.53,1.21,4/17/2024,T002604,1,000083,DOP28 W3 Organoids T002604,28,Default Group,#999999,20.3.2024,0
1,82,1,309.09,24,0.63,0.56,0.83,4.1,68.71,0.73,4/17/2024,T002604,1,000083,DOP28 W3 Organoids T002604,28,Default Group,#999999,20.3.2024,0
1,83,1,313.19,34,0.89,0.84,1.12,3.56,72.74,1.07,4/17/2024,T002604,1,000083,DOP28 W3 Organoids T002604,28,Default Group,#999999,20.3.2024,0
1,84,1,316.75,24,0.63,0.75,0.79,3.11,61.16,0.39,4/17/2024,T002604,1,000083,DOP28 W3 Organoids T002604,28,Default Group,#999999,20.3.2024,0
1,85,1,319.86,25,0.66,0.95,0.62,2.92,227.21,1.12,4/17/2024,T002604,1,000083,DOP28 W3 Organoids T002604,28,Default Group,#999999,20.3.2024,0
1,86,1,322.78,32,0.84,0.71,1.17,10.65,58.87,1.11,4/17/2024,T002604,1,000083,DOP28 W3 Organoids T002604,28,Default Group,#999999,20.3.2024,0
1,87,1,333.43,82,2.16,0.57,2.83,2.85,83.14,0.74,4/17/2024,T002604,1,000083,DOP28 W3 Organoids T002604,28,Default Group,#999999,20.3.2024,0
1,88,1,336.28,49,1.29,0.66,1.51,3.49,115.48,1.24,4/17/2024,T002604,1,000083,DOP28 W3 Organoids T002604,28,Default Group,#999999,20.3.2024,0
1,89,1,339.77,75,1.97,0.63,2.44,5.95,78.28,1.18,4/17/2024,T002604,1,000083,DOP28 W3 Organoids T002604,28,Default Group,#999999,20.3.2024,0
1,90,1,345.72,29,0.76,0.57,0.94,4.11,97.38,0.82,4/17/2024,T002604,1,000083,DOP28 W3 Organoids T002604,28,Default Group,#999999,20.3.2024,0
1,91,1,349.83,19,0.5,0.8,0.67,4.91,47.7,0.13,4/17/2024,T002604,1,000083,DOP28 W3 Organoids T002604,28,Default Group,#999999,20.3.2024,0
1,92,1,354.74,22,0.58,0.62,0.83,3.39,50.1,0.28,4/17/2024,T002604,1,000083,DOP28 W3 Organoids T002604,28,Default Group,#999999,20.3.2024,0
1,93,1,358.13,27,0.71,0.62,0.89,5.23,49.46,0.72,4/17/2024,T002604,1,000083,DOP28 W3 Organoids T002604,28,Default Group,#999999,20.3.2024,0
1,94,1,363.36,23,0.61,0.52,0.8,7.31,53.78,0.55,4/17/2024,T002604,1,000083,DOP28 W3 Organoids T002604,28,Default Group,#999999,20.3.2024,0
1,95,1,370.67,21,0.55,0.62,0.8,5.82,57.02,0.45,4/17/2024,T002604,1,000083,DOP28 W3 Organoids T002604,28,Default Group,#999999,20.3.2024,0
1,96,1,376.49,22,0.58,0.66,0.69,4.58,48.37,0.91,4/17/2024,T002604,1,000083,DOP28 W3 Organoids T002604,28,Default Group,#999999,20.3.2024,0
1,97,1,381.07,38,1,0.67,1.24,2.03,76.16,1.06,4/17/2024,T002604,1,000083,DOP28 W3 Organoids T002604,28,Default Group,#999999,20.3.2024,0
1,98,1,383.1,18,0.47,0.76,0.68,2.21,49.97,0.43,4/17/2024,T002604,1,000083,DOP28 W3 Organoids T002604,28,Default Group,#999999,20.3.2024,0
1,99,1,385.31,26,0.68,0.63,0.92,3.03,89.67,1.16,4/17/2024,T002604,1,000083,DOP28 W3 Organoids T002604,28,Default Group,#999999,20.3.2024,0
1,100,1,388.34,20,0.53,0.52,0.73,4.79,44.72,0.3,4/17/2024,T002604,1,000083,DOP28 W3 Organoids T002604,28,Default Group,#999999,20.3.2024,0
1,101,1,393.13,19,0.5,0.33,0.68,1.35,34.35,0.33,4/17/2024,T002604,1,000083,DOP28 W3 Organoids T002604,28,Default Group,#999999,20.3.2024,0
1,102,1,394.48,29,0.76,1.05,0.83,3.07,127.51,1.12,4/17/2024,T002604,1,000083,DOP28 W3 Organoids T002604,28,Default Group,#999999,20.3.2024,0
1,103,1,397.55,44,1.16,0.67,1.29,7.43,80.87,1.36,4/17/2024,T002604,1,000083,DOP28 W3 Organoids T002604,28,Default Group,#999999,20.3.2024,0
1,104,1,404.98,15,0.39,0.45,0.64,1.01,121.2,1.11,4/17/2024,T002604,1,000083,DOP28 W3 Organoids T002604,28,Default Group,#999999,20.3.2024,0
1,105,1,405.99,20,0.53,0.55,0.71,2.47,39.3,0.23,4/17/2024,T002604,1,000083,DOP28 W3 Organoids T002604,28,Default Group,#999999,20.3.2024,0
1,106,1,408.46,21,0.55,0.55,0.79,4.03,37.55,0.2,4/17/2024,T002604,1,000083,DOP28 W3 Organoids T002604,28,Default Group,#999999,20.3.2024,0
1,107,1,412.49,18,0.47,0.74,0.69,1.25,48.8,0.51,4/17/2024,T002604,1,000083,DOP28 W3 Organoids T002604,28,Default Group,#999999,20.3.2024,0
1,108,1,413.74,36,0.95,1.12,0.66,2.81,83.8,1.87,4/17/2024,T002604,1,000083,DOP28 W3 Organoids T002604,28,Default Group,#999999,20.3.2024,0
1,109,1,416.55,14,0.37,0.54,0.61,1.17,123.13,1.18,4/17/2024,T002604,1,000083,DOP28 W3 Organoids T002604,28,Default Group,#999999,20.3.2024,0
1,110,1,417.72,24,0.63,0.58,0.83,3.25,66.42,0.59,4/17/2024,T002604,1,000083,DOP28 W3 Organoids T002604,28,Default Group,#999999,20.3.2024,0
1,111,1,420.97,23,0.61,0.61,0.68,2.19,117.56,0.93,4/17/2024,T002604,1,000083,DOP28 W3 Organoids T002604,28,Default Group,#999999,20.3.2024,0
1,112,1,423.16,19,0.5,0.67,0.66,2.2,39.28,0.44,4/17/2024,T002604,1,000083,DOP28 W3 Organoids T002604,28,Default Group,#999999,20.3.2024,0
1,113,1,425.36,30,0.79,0.66,0.96,2.71,59.48,0.64,4/17/2024,T002604,1,000083,DOP28 W3 Organoids T002604,28,Default Group,#999999,20.3.2024,0
1,114,1,428.07,32,0.84,1.29,0.63,5.36,40.16,0.39,4/17/2024,T002604,1,000083,DOP28 W3 Organoids T002604,28,Default Group,#999999,20.3.2024,0
1,115,1,433.43,26,0.68,0.89,0.83,2.93,152.61,1.02,4/17/2024,T002604,1,000083,DOP28 W3 Organoids T002604,28,Default Group,#999999,20.3.2024,0
1,116,1,436.36,40,1.05,0.66,1.25,4.54,46.12,0.36,4/17/2024,T002604,1,000083,DOP28 W3 Organoids T002604,28,Default Group,#999999,20.3.2024,0
1,117,1,440.9,21,0.55,0.61,0.79,6.7,46.55,0.22,4/17/2024,T002604,1,000083,DOP28 W3 Organoids T002604,28,Default Group,#999999,20.3.2024,0
1,118,1,447.6,42,1.11,1.62,0.71,3.95,88.08,1.97,4/17/2024,T002604,1,000083,DOP28 W3 Organoids T002604,28,Default Group,#999999,20.3.2024,0
1,119,1,451.55,17,0.45,0.52,0.62,7.4,45.86,0.55,4/17/2024,T002604,1,000083,DOP28 W3 Organoids T002604,28,Default Group,#999999,20.3.2024,0
1,120,1,458.95,28,0.74,0.66,0.83,2.57,74.38,1.67,4/17/2024,T002604,1,000083,DOP28 W3 Organoids T002604,28,Default Group,#999999,20.3.2024,0
1,121,1,461.52,38,1,0.61,1.21,4.97,68.99,0.95,4/17/2024,T002604,1,000083,DOP28 W3 Organoids T002604,28,Default Group,#999999,20.3.2024,0
1,122,1,466.49,21,0.55,0.51,0.85,1.85,47.11,0.69,4/17/2024,T002604,1,000083,DOP28 W3 Organoids T002604,28,Default Group,#999999,20.3.2024,0
1,123,1,468.34,23,0.61,0.77,0.77,3.77,49.74,0.12,4/17/2024,T002604,1,000083,DOP28 W3 Organoids T002604,28,Default Group,#999999,20.3.2024,0
1,124,1,472.11,23,0.61,0.55,0.89,4.39,39.95,0.47,4/17/2024,T002604,1,000083,DOP28 W3 Organoids T002604,28,Default Group,#999999,20.3.2024,0
1,125,1,476.5,20,0.53,0.43,0.63,1.66,75.03,1.04,4/17/2024,T002604,1,000083,DOP28 W3 Organoids T002604,28,Default Group,#999999,20.3.2024,0
1,126,1,478.16,27,0.71,0.57,0.9,1.97,42.3,0.58,4/17/2024,T002604,1,000083,DOP28 W3 Organoids T002604,28,Default Group,#999999,20.3.2024,0
1,127,1,480.13,19,0.5,0.66,0.72,3.29,87.3,0.79,4/17/2024,T002604,1,000083,DOP28 W3 Organoids T002604,28,Default Group,#999999,20.3.2024,0
1,128,1,483.42,39,1.03,1.28,0.8,2.71,127.28,1.65,4/17/2024,T002604,1,000083,DOP28 W3 Organoids T002604,28,Default Group,#999999,20.3.2024,0
1,129,1,486.13,16,0.42,0.46,0.64,3.1,43.22,0.18,4/17/2024,T002604,1,000083,DOP28 W3 Organoids T002604,28,Default Group,#999999,20.3.2024,0
1,130,1,489.23,30,0.79,1.19,0.75,3.04,192.69,1.12,4/17/2024,T002604,1,000083,DOP28 W3 Organoids T002604,28,Default Group,#999999,20.3.2024,0
1,131,1,492.27,17,0.45,0.81,0.62,3.02,43.75,0.11,4/17/2024,T002604,1,000083,DOP28 W3 Organoids T002604,28,Default Group,#999999,20.3.2024,0
1,132,1,495.29,31,0.82,0.71,1,3.31,99.27,1.3,4/17/2024,T002604,1,000083,DOP28 W3 Organoids T002604,28,Default Group,#999999,20.3.2024,0
1,133,1,498.6,17,0.45,0.46,0.65,3.3,35.58,0.39,4/17/2024,T002604,1,000083,DOP28 W3 Organoids T002604,28,Default Group,#999999,20.3.2024,0
1,134,1,501.9,16,0.42,0.6,0.64,3.55,47.89,0.41,4/17/2024,T002604,1,000083,DOP28 W3 Organoids T002604,28,Default Group,#999999,20.3.2024,0
1,135,1,505.45,32,0.84,0.74,0.82,2.64,111.19,1.11,4/17/2024,T002604,1,000083,DOP28 W3 Organoids T002604,28,Default Group,#999999,20.3.2024,0
1,136,1,508.09,27,0.71,0.67,0.73,2.69,61.73,0.43,4/17/2024,T002604,1,000083,DOP28 W3 Organoids T002604,28,Default Group,#999999,20.3.2024,0
1,137,1,510.78,28,0.74,0.66,0.94,2.83,52.09,0.71,4/17/2024,T002604,1,000083,DOP28 W3 Organoids T002604,28,Default Group,#999999,20.3.2024,0
1,138,1,513.61,11,0.29,0.33,0.66,1.54,35.52,0.48,4/17/2024,T002604,1,000083,DOP28 W3 Organoids T002604,28,Default Group,#999999,20.3.2024,0
1,139,1,515.15,67,1.76,1.75,0.99,1.8,187.26,1.5,4/17/2024,T002604,1,000083,DOP28 W3 Organoids T002604,28,Default Group,#999999,20.3.2024,0
1,140,1,516.95,17,0.45,0.36,0.74,2.69,37.63,0.23,4/17/2024,T002604,1,000083,DOP28 W3 Organoids T002604,28,Default Group,#999999,20.3.2024,0
1,141,1,519.64,32,0.84,0.92,0.87,4.8,58,0.57,4/17/2024,T002604,1,000083,DOP28 W3 Organoids T002604,28,Default Group,#999999,20.3.2024,0
1,142,1,524.44,29,0.76,0.74,0.87,1.7,128.78,1.33,4/17/2024,T002604,1,000083,DOP28 W3 Organoids T002604,28,Default Group,#999999,20.3.2024,0
1,143,1,526.14,22,0.58,0.66,0.72,6.65,38.17,0.36,4/17/2024,T002604,1,000083,DOP28 W3 Organoids T002604,28,Default Group,#999999,20.3.2024,0
1,144,1,532.79,20,0.53,0.56,0.7,2.37,43.44,0.37,4/17/2024,T002604,1,000083,DOP28 W3 Organoids T002604,28,Default Group,#999999,20.3.2024,0
1,145,1,535.16,24,0.63,0.62,0.72,2.6,126.32,0.94,4/17/2024,T002604,1,000083,DOP28 W3 Organoids T002604,28,Default Group,#999999,20.3.2024,0
1,146,1,537.76,33,0.87,0.59,1.1,1.27,49.39,0.61,4/17/2024,T002604,1,000083,DOP28 W3 Organoids T002604,28,Default Group,#999999,20.3.2024,0
1,147,1,539.03,19,0.5,0.49,0.73,2.3,38.24,0.27,4/17/2024,T002604,1,000083,DOP28 W3 Organoids T002604,28,Default Group,#999999,20.3.2024,0
1,148,1,541.33,19,0.5,0.44,0.67,3.46,57.7,0.73,4/17/2024,T002604,1,000083,DOP28 W3 Organoids T002604,28,Default Group,#999999,20.3.2024,0
1,149,1,544.79,30,0.79,0.77,1.09,4.52,64.86,0.54,4/17/2024,T002604,1,000083,DOP28 W3 Organoids T002604,28,Default Group,#999999,20.3.2024,0
1,150,1,549.31,21,0.55,0.48,0.73,3.24,43.73,0.69,4/17/2024,T002604,1,000083,DOP28 W3 Organoids T002604,28,Default Group,#999999,20.3.2024,0
1,151,1,552.55,37,0.97,1.08,0.73,1.42,225.01,1.26,4/17/2024,T002604,1,000083,DOP28 W3 Organoids T002604,28,Default Group,#999999,20.3.2024,0
1,152,1,553.97,24,0.63,0.64,0.82,5.63,42.77,0.75,4/17/2024,T002604,1,000083,DOP28 W3 Organoids T002604,28,Default Group,#999999,20.3.2024,0
1,153,1,559.6,39,1.03,0.68,1.08,3.38,75.8,1.18,4/17/2024,T002604,1,000083,DOP28 W3 Organoids T002604,28,Default Group,#999999,20.3.2024,0
1,154,1,562.98,26,0.68,0.61,0.81,3.36,128.54,1,4/17/2024,T002604,1,000083,DOP28 W3 Organoids T002604,28,Default Group,#999999,20.3.2024,0
