Group,,instance,burstTime,SPB,SPBch,burstDur,burstPeak,IBI,bISI_mean,bISI_CV,date,wellplateID,wellNo,runID,wellGroupName,wellGroupColor,Plating Date,control,assayTag,div
Group,Instance,Instance,,Spikes per Burst,Spikes per Burst per Electrode,Burst Duration,Burst Peak Firing Rate,IBI,Mean Burst ISI,Burst ISI CV,Date,Wellplate ID,Well Number,Assay Run ID,Well Group Name,Well Group Color,,Control,Assay Tag,DIV
2,0,1,1.52,393,0.39,0.88,0.43,N/A,75.02,1.57,8/19/2024,T002604,1,34,N/A,N/A,N/A,N/A,DOP26 W3 Organoids T002604,26
2,1,1,10.49,852,0.85,0.86,0.98,4.34,107.54,1.2,8/19/2024,T002604,1,34,Default Group,#999999,24.7.2024,0,DOP26 W3 Organoids T002604,26
2,2,1,14.83,367,0.37,0.99,0.37,6.78,124.78,1.51,8/19/2024,T002604,1,34,Default Group,#999999,24.7.2024,0,DOP26 W3 Organoids T002604,26
2,3,1,21.61,279,0.28,0.61,0.39,4.04,51.34,1.18,8/19/2024,T002604,1,34,Default Group,#999999,24.7.2024,0,DOP26 W3 Organoids T002604,26
2,4,1,25.65,915,0.91,2.42,0.4,9.37,337.36,1.34,8/19/2024,T002604,1,34,Default Group,#999999,24.7.2024,0,DOP26 W3 Organoids T002604,26
2,5,1,35.02,344,0.34,0.86,0.39,2.88,87.73,1.45,8/19/2024,T002604,1,34,Default Group,#999999,24.7.2024,0,DOP26 W3 Organoids T002604,26
2,6,1,37.9,352,0.35,0.88,0.38,9.8,77.22,1.62,8/19/2024,T002604,1,34,Default Group,#999999,24.7.2024,0,DOP26 W3 Organoids T002604,26
2,7,1,47.7,568,0.57,1.36,0.41,6.7,170.3,1.55,8/19/2024,T002604,1,34,Default Group,#999999,24.7.2024,0,DOP26 W3 Organoids T002604,26
2,8,1,54.4,551,0.55,1.51,0.38,9.69,188.2,1.36,8/19/2024,T002604,1,34,Default Group,#999999,24.7.2024,0,DOP26 W3 Organoids T002604,26
