Group,,instance,burstTime,SPB,SPBch,burstDur,burstPeak,IBI,bISI_mean,bISI_CV,date,wellplateID,wellNo,runID,assayTag,div,wellGroupName,wellGroupColor,Plating Date,control
1,16,2,143.91,929,0.91,0.88,1.02,15.4,79.84,1.38,5/22/2024, M05373,2,164,DOP28 W3 Organoids M05357,28,Default Group,#999999,24.4.2024,0
1,17,2,159.31,5135,5.03,0.71,6.24,4.4,68.06,1.07,5/22/2024, M05374,2,164,DOP28 W3 Organoids M05357,28,Default Group,#999999,24.4.2024,0
1,18,2,163.71,1428,1.4,1.21,1.21,86.6,124.02,1.56,5/22/2024, M05375,2,164,DOP28 W3 Organoids M05357,28,Default Group,#999999,24.4.2024,0
1,19,2,250.31,1274,1.25,1.4,0.9,16.55,110.97,1.68,5/22/2024, M05376,2,164,DOP28 W3 Organoids M05357,28,Default Group,#999999,24.4.2024,0
1,20,2,266.86,3443,3.38,1.89,1.91,30.66,177.28,1.56,5/22/2024, M05377,2,164,DOP28 W3 Organoids M05357,28,Default Group,#999999,24.4.2024,0
1,21,2,297.52,1411,1.38,1.62,0.9,41.83,143.81,1.74,5/22/2024, M05378,2,164,DOP28 W3 Organoids M05357,28,Default Group,#999999,24.4.2024,0
1,22,2,339.35,1896,1.86,1.72,1.12,7.47,169.12,1.53,5/22/2024, M05379,2,164,DOP28 W3 Organoids M05357,28,Default Group,#999999,24.4.2024,0
1,23,2,346.82,1330,1.3,1.34,0.97,44.54,125.99,1.57,5/22/2024, M05380,2,164,DOP28 W3 Organoids M05357,28,Default Group,#999999,24.4.2024,0
1,24,2,391.36,696,0.68,0.72,0.93,30.17,59.81,1.3,5/22/2024, M05381,2,164,DOP28 W3 Organoids M05357,28,Default Group,#999999,24.4.2024,0
1,25,2,421.53,773,0.76,0.64,1.12,1.25,64.62,1.18,5/22/2024, M05382,2,164,DOP28 W3 Organoids M05357,28,Default Group,#999999,24.4.2024,0
1,26,2,422.78,373,0.37,0.33,0.91,2.59,48.51,0.82,5/22/2024, M05383,2,164,DOP28 W3 Organoids M05357,28,Default Group,#999999,24.4.2024,0
1,27,2,425.37,2119,2.08,1.78,1.21,109.31,175.62,1.61,5/22/2024, M05384,2,164,DOP28 W3 Organoids M05357,28,Default Group,#999999,24.4.2024,0
1,28,2,534.68,1093,1.07,1.18,0.92,5.56,93,1.6,5/22/2024, M05385,2,164,DOP28 W3 Organoids M05357,28,Default Group,#999999,24.4.2024,0
1,29,2,540.24,343,0.34,0.33,0.98,1.21,49.87,0.8,5/22/2024, M05386,2,164,DOP28 W3 Organoids M05357,28,Default Group,#999999,24.4.2024,0
1,30,2,541.45,917,0.9,0.85,1,3.09,79.67,1.46,5/22/2024, M05387,2,164,DOP28 W3 Organoids M05357,28,Default Group,#999999,24.4.2024,0
1,31,2,544.54,5445,5.34,0.69,6.71,2.72,65.77,1.1,5/22/2024, M05388,2,164,DOP28 W3 Organoids M05357,28,Default Group,#999999,24.4.2024,0
1,32,2,547.26,4128,4.05,0.81,4.59,3.9,91.17,1.21,5/22/2024, M05389,2,164,DOP28 W3 Organoids M05357,28,Default Group,#999999,24.4.2024,0
1,33,2,551.16,2974,2.92,0.9,3.25,95.69,95.99,1.27,5/22/2024, M05390,2,164,DOP28 W3 Organoids M05357,28,Default Group,#999999,24.4.2024,0
1,34,2,646.85,2000,1.96,2.06,1,32.07,188.05,1.78,5/22/2024, M05391,2,164,DOP28 W3 Organoids M05357,28,Default Group,#999999,24.4.2024,0
1,35,2,678.92,963,0.94,0.97,0.98,33.16,85.93,1.43,5/22/2024, M05392,2,164,DOP28 W3 Organoids M05357,28,Default Group,#999999,24.4.2024,0
1,36,2,712.08,1155,1.13,1.17,0.99,54.32,92.44,1.55,5/22/2024, M05393,2,164,DOP28 W3 Organoids M05357,28,Default Group,#999999,24.4.2024,0
1,37,2,766.4,435,0.43,0.41,0.98,3.89,51.31,0.92,5/22/2024, M05394,2,164,DOP28 W3 Organoids M05357,28,Default Group,#999999,24.4.2024,0
1,38,2,770.29,4979,4.88,0.71,6.16,2.77,67.06,1.08,5/22/2024, M05395,2,164,DOP28 W3 Organoids M05357,28,Default Group,#999999,24.4.2024,0
1,39,2,773.06,4399,4.31,0.7,5.32,59.59,75.82,1.12,5/22/2024, M05396,2,164,DOP28 W3 Organoids M05357,28,Default Group,#999999,24.4.2024,0
1,40,2,832.65,1162,1.14,1.21,0.98,30.25,106.18,1.65,5/22/2024, M05397,2,164,DOP28 W3 Organoids M05357,28,Default Group,#999999,24.4.2024,0
1,41,2,862.9,903,0.89,0.94,0.91,N/A,74.68,1.6,5/22/2024, M05398,2,164,DOP28 W3 Organoids M05357,28,Default Group,#999999,24.4.2024,0
1,42,3,99.92,6100,6,0.64,7.62,N/A,54.38,1.01,5/22/2024, M05399,3,164,DOP28 W3 Organoids M05357,28,Default Group,#999999,24.4.2024,0
1,43,3,102.77,4491,4.42,0.78,5.29,98.63,78.22,1.14,5/22/2024, M05400,3,164,DOP28 W3 Organoids M05357,28,Default Group,#999999,24.4.2024,0
1,44,3,201.4,5904,5.81,0.69,7.25,3.71,61.87,1.06,5/22/2024, M05401,3,164,DOP28 W3 Organoids M05357,28,Default Group,#999999,24.4.2024,0
1,45,3,205.11,5325,5.24,0.72,6.41,114.01,68.1,1.1,5/22/2024, M05402,3,164,DOP28 W3 Organoids M05357,28,Default Group,#999999,24.4.2024,0
1,46,3,319.12,5835,5.74,0.72,7.14,3.01,61.34,1.05,5/22/2024, M05403,3,164,DOP28 W3 Organoids M05357,28,Default Group,#999999,24.4.2024,0
1,47,3,322.13,4374,4.3,0.86,4.74,123.16,89.82,1.2,5/22/2024, M05404,3,164,DOP28 W3 Organoids M05357,28,Default Group,#999999,24.4.2024,0
1,48,3,445.29,6177,6.07,0.66,7.64,4.35,56.02,1.06,5/22/2024, M05405,3,164,DOP28 W3 Organoids M05357,28,Default Group,#999999,24.4.2024,0
1,49,3,449.64,2105,2.07,1.84,1.16,84.59,169.33,1.63,5/22/2024, M05406,3,164,DOP28 W3 Organoids M05357,28,Default Group,#999999,24.4.2024,0
1,50,3,534.23,6178,6.07,0.68,7.57,4.12,59.4,1.11,5/22/2024, M05407,3,164,DOP28 W3 Organoids M05357,28,Default Group,#999999,24.4.2024,0
1,51,3,538.35,1654,1.63,1.09,1.54,79.02,100.65,1.54,5/22/2024, M05408,3,164,DOP28 W3 Organoids M05357,28,Default Group,#999999,24.4.2024,0
1,52,3,617.37,6126,6.02,0.66,7.58,2.38,57.25,1.08,5/22/2024, M05409,3,164,DOP28 W3 Organoids M05357,28,Default Group,#999999,24.4.2024,0
1,53,3,619.75,4587,4.51,0.74,5.38,114.78,73.34,1.13,5/22/2024, M05410,3,164,DOP28 W3 Organoids M05357,28,Default Group,#999999,24.4.2024,0
1,54,3,734.53,6083,5.98,0.67,7.54,2.92,57.85,1.06,5/22/2024, M05411,3,164,DOP28 W3 Organoids M05357,28,Default Group,#999999,24.4.2024,0
1,55,3,737.45,4312,4.24,0.86,4.86,103.2,89.42,1.19,5/22/2024, M05412,3,164,DOP28 W3 Organoids M05357,28,Default Group,#999999,24.4.2024,0
1,56,3,840.65,5907,5.81,0.71,7.28,3.32,61.62,1.08,5/22/2024, M05413,3,164,DOP28 W3 Organoids M05357,28,Default Group,#999999,24.4.2024,0
1,57,3,843.97,2425,2.38,1.5,1.64,N/A,149.8,1.49,5/22/2024, M05414,3,164,DOP28 W3 Organoids M05357,28,Default Group,#999999,24.4.2024,0
1,58,4,5.13,859,0.84,0.88,0.94,N/A,83.27,1.36,5/22/2024, M05415,4,164,DOP28 W3 Organoids M05357,28,Default Group,#999999,24.4.2024,0
1,59,4,29.03,994,0.98,1.09,0.95,5.35,97.84,1.34,5/22/2024, M05416,4,164,DOP28 W3 Organoids M05357,28,Default Group,#999999,24.4.2024,0
1,60,4,34.38,892,0.88,0.78,1.08,15.03,71.07,1.14,5/22/2024, M05417,4,164,DOP28 W3 Organoids M05357,28,Default Group,#999999,24.4.2024,0
1,61,4,49.41,2434,2.39,0.79,2.92,16.33,66.08,1.21,5/22/2024, M05418,4,164,DOP28 W3 Organoids M05357,28,Default Group,#999999,24.4.2024,0
1,62,4,65.74,680,0.67,0.77,0.82,4.63,67.6,1.11,5/22/2024, M05419,4,164,DOP28 W3 Organoids M05357,28,Default Group,#999999,24.4.2024,0
1,63,4,70.37,717,0.7,0.82,0.83,19.98,82.01,1.25,5/22/2024, M05420,4,164,DOP28 W3 Organoids M05357,28,Default Group,#999999,24.4.2024,0
1,64,4,90.35,1053,1.03,1.1,0.93,9.96,87.77,1.59,5/22/2024, M05421,4,164,DOP28 W3 Organoids M05357,28,Default Group,#999999,24.4.2024,0
1,65,4,100.31,960,0.94,1.17,0.82,22.68,96.02,1.49,5/22/2024, M05422,4,164,DOP28 W3 Organoids M05357,28,Default Group,#999999,24.4.2024,0
1,66,4,122.99,765,0.75,0.79,0.94,8.13,62.67,1.31,5/22/2024, M05423,4,164,DOP28 W3 Organoids M05357,28,Default Group,#999999,24.4.2024,0
1,67,4,131.12,517,0.51,0.52,0.78,3.91,53.37,1.09,5/22/2024, M05424,4,164,DOP28 W3 Organoids M05357,28,Default Group,#999999,24.4.2024,0
1,68,4,135.03,482,0.47,0.52,0.83,2.13,53.32,0.97,5/22/2024, M05425,4,164,DOP28 W3 Organoids M05357,28,Default Group,#999999,24.4.2024,0
1,69,4,137.16,1088,1.07,0.82,1.22,19.14,81.94,1.32,5/22/2024, M05426,4,164,DOP28 W3 Organoids M05357,28,Default Group,#999999,24.4.2024,0
1,70,4,156.3,847,0.83,0.85,0.95,5.92,83.28,1.44,5/22/2024, M05427,4,164,DOP28 W3 Organoids M05357,28,Default Group,#999999,24.4.2024,0
1,71,4,162.22,585,0.57,0.59,0.86,3.52,62.03,0.94,5/22/2024, M05428,4,164,DOP28 W3 Organoids M05357,28,Default Group,#999999,24.4.2024,0
1,72,4,165.74,4911,4.82,0.68,6.23,86.25,62.19,1.11,5/22/2024, M05429,4,164,DOP28 W3 Organoids M05357,28,Default Group,#999999,24.4.2024,0
1,73,4,251.99,942,0.93,1.22,0.79,8.36,75.97,1.33,5/22/2024, M05430,4,164,DOP28 W3 Organoids M05357,28,Default Group,#999999,24.4.2024,0
1,74,4,260.35,1128,1.11,1.06,1.03,8.94,89.17,1.55,5/22/2024, M05431,4,164,DOP28 W3 Organoids M05357,28,Default Group,#999999,24.4.2024,0
1,75,4,269.29,1168,1.15,1.38,0.86,22.26,112.81,1.61,5/22/2024, M05432,4,164,DOP28 W3 Organoids M05357,28,Default Group,#999999,24.4.2024,0
1,76,4,291.55,869,0.85,1.02,0.82,19.62,89.09,1.45,5/22/2024, M05433,4,164,DOP28 W3 Organoids M05357,28,Default Group,#999999,24.4.2024,0
1,77,4,311.17,933,0.92,1.03,0.88,7.67,88.18,1.52,5/22/2024, M05434,4,164,DOP28 W3 Organoids M05357,28,Default Group,#999999,24.4.2024,0
1,78,4,318.84,893,0.88,0.83,1.04,17.37,69.95,1.22,5/22/2024, M05435,4,164,DOP28 W3 Organoids M05357,28,Default Group,#999999,24.4.2024,0
1,79,4,336.21,626,0.61,0.74,0.79,13.16,59.33,1.03,5/22/2024, M05436,4,164,DOP28 W3 Organoids M05357,28,Default Group,#999999,24.4.2024,0
1,80,4,349.37,708,0.7,0.88,0.84,2.79,68.44,1.35,5/22/2024, M05437,4,164,DOP28 W3 Organoids M05357,28,Default Group,#999999,24.4.2024,0
1,81,4,352.16,2483,2.44,0.75,2.97,70.89,61.93,1.2,5/22/2024, M05438,4,164,DOP28 W3 Organoids M05357,28,Default Group,#999999,24.4.2024,0
1,82,4,423.05,2158,2.12,1.02,2.16,21.56,86.47,1.43,5/22/2024, M05439,4,164,DOP28 W3 Organoids M05357,28,Default Group,#999999,24.4.2024,0
1,83,4,444.61,746,0.73,0.86,0.86,21.68,70.58,1.44,5/22/2024, M05440,4,164,DOP28 W3 Organoids M05357,28,Default Group,#999999,24.4.2024,0
1,84,4,466.29,844,0.83,0.98,0.85,18.44,93.75,1.34,5/22/2024, M05441,4,164,DOP28 W3 Organoids M05357,28,Default Group,#999999,24.4.2024,0
1,85,4,484.73,1103,1.08,1.26,0.86,14.46,102.26,1.65,5/22/2024, M05442,4,164,DOP28 W3 Organoids M05357,28,Default Group,#999999,24.4.2024,0
1,86,4,499.19,734,0.72,0.88,0.83,6.95,66.74,1.31,5/22/2024, M05443,4,164,DOP28 W3 Organoids M05357,28,Default Group,#999999,24.4.2024,0
1,87,4,506.14,881,0.87,0.99,0.9,4.34,84.49,1.52,5/22/2024, M05444,4,164,DOP28 W3 Organoids M05357,28,Default Group,#999999,24.4.2024,0
1,88,4,510.48,5130,5.04,0.81,5.99,2.79,71.59,1.14,5/22/2024, M05445,4,164,DOP28 W3 Organoids M05357,28,Default Group,#999999,24.4.2024,0
1,89,4,513.27,3569,3.51,0.77,4.14,153.63,76.28,1.24,5/22/2024, M05446,4,164,DOP28 W3 Organoids M05357,28,Default Group,#999999,24.4.2024,0
1,90,4,666.9,2073,2.04,0.72,2.53,1.87,57.47,1.13,5/22/2024, M05447,4,164,DOP28 W3 Organoids M05357,28,Default Group,#999999,24.4.2024,0
1,91,4,668.77,513,0.5,0.48,0.8,18.8,51.82,0.9,5/22/2024, M05448,4,164,DOP28 W3 Organoids M05357,28,Default Group,#999999,24.4.2024,0
1,92,4,687.57,739,0.73,0.94,0.81,2.37,73.82,1.22,5/22/2024, M05449,4,164,DOP28 W3 Organoids M05357,28,Default Group,#999999,24.4.2024,0
1,93,4,689.94,1422,1.4,1.64,0.9,28.95,108.13,1.76,5/22/2024, M05450,4,164,DOP28 W3 Organoids M05357,28,Default Group,#999999,24.4.2024,0
1,94,4,718.89,1286,1.26,1.2,1.03,27.51,118.78,1.68,5/22/2024, M05451,4,164,DOP28 W3 Organoids M05357,28,Default Group,#999999,24.4.2024,0
1,95,4,746.4,850,0.83,0.98,0.83,17.35,73.23,1.32,5/22/2024, M05452,4,164,DOP28 W3 Organoids M05357,28,Default Group,#999999,24.4.2024,0
1,96,4,763.75,1855,1.82,0.65,2.36,15.62,54.4,1.16,5/22/2024, M05453,4,164,DOP28 W3 Organoids M05357,28,Default Group,#999999,24.4.2024,0
1,97,4,779.37,1044,1.03,1.01,1.03,13.43,73.49,1.51,5/22/2024, M05454,4,164,DOP28 W3 Organoids M05357,28,Default Group,#999999,24.4.2024,0
1,98,4,792.8,5223,5.13,0.76,6.21,55.85,69.18,1.18,5/22/2024, M05455,4,164,DOP28 W3 Organoids M05357,28,Default Group,#999999,24.4.2024,0
1,99,4,848.65,1180,1.16,0.97,1.2,17.21,87.2,1.4,5/22/2024, M05456,4,164,DOP28 W3 Organoids M05357,28,Default Group,#999999,24.4.2024,0
1,100,4,865.86,1240,1.22,1.55,0.85,19.51,115.96,1.67,5/22/2024, M05457,4,164,DOP28 W3 Organoids M05357,28,Default Group,#999999,24.4.2024,0
1,101,4,885.37,932,0.92,1.07,0.83,12.4,73.2,1.74,5/22/2024, M05458,4,164,DOP28 W3 Organoids M05357,28,Default Group,#999999,24.4.2024,0
1,102,4,897.77,1088,1.07,1.24,0.85,N/A,99.94,1.55,5/22/2024, M05459,4,164,DOP28 W3 Organoids M05357,28,Default Group,#999999,24.4.2024,0
1,103,5,8.5,1338,1.31,1.37,0.99,N/A,110.24,1.65,5/22/2024, M05460,5,164,DOP28 W3 Organoids M05357,28,Default Group,#999999,24.4.2024,0
1,104,5,20.26,1482,1.45,1.62,0.92,38.05,147.58,1.74,5/22/2024, M05461,5,164,DOP28 W3 Organoids M05357,28,Default Group,#999999,24.4.2024,0
1,105,5,58.31,1015,1,0.99,1.03,3.5,85.03,1.5,5/22/2024, M05462,5,164,DOP28 W3 Organoids M05357,28,Default Group,#999999,24.4.2024,0
1,106,5,61.81,2729,2.68,1.94,1.49,24.21,185.9,1.61,5/22/2024, M05463,5,164,DOP28 W3 Organoids M05357,28,Default Group,#999999,24.4.2024,0
1,107,5,86.02,957,0.94,0.99,0.93,17.99,77.99,1.64,5/22/2024, M05464,5,164,DOP28 W3 Organoids M05357,28,Default Group,#999999,24.4.2024,0
1,108,5,104.01,687,0.67,0.72,0.9,4.27,63.43,1.35,5/22/2024, M05465,5,164,DOP28 W3 Organoids M05357,28,Default Group,#999999,24.4.2024,0
1,109,5,108.28,903,0.89,1,0.91,14.95,101.27,1.49,5/22/2024, M05466,5,164,DOP28 W3 Organoids M05357,28,Default Group,#999999,24.4.2024,0
1,110,5,123.23,850,0.83,0.86,0.98,29.14,67.36,1.51,5/22/2024, M05467,5,164,DOP28 W3 Organoids M05357,28,Default Group,#999999,24.4.2024,0
1,111,5,152.37,1087,1.07,1.07,1.05,6.36,106.66,1.46,5/22/2024, M05468,5,164,DOP28 W3 Organoids M05357,28,Default Group,#999999,24.4.2024,0
1,112,5,158.73,1153,1.13,1.23,0.91,5.04,112.31,1.58,5/22/2024, M05469,5,164,DOP28 W3 Organoids M05357,28,Default Group,#999999,24.4.2024,0
1,113,5,163.77,1041,1.02,1.04,0.93,3.02,101.28,1.62,5/22/2024, M05470,5,164,DOP28 W3 Organoids M05357,28,Default Group,#999999,24.4.2024,0
1,114,5,166.79,802,0.79,0.81,0.94,36.27,75.48,1.49,5/22/2024, M05471,5,164,DOP28 W3 Organoids M05357,28,Default Group,#999999,24.4.2024,0
1,115,5,203.06,875,0.86,0.85,1,17.63,65.07,1.2,5/22/2024, M05472,5,164,DOP28 W3 Organoids M05357,28,Default Group,#999999,24.4.2024,0
1,116,5,220.69,1280,1.25,1.39,0.94,18.49,125.28,1.57,5/22/2024, M05473,5,164,DOP28 W3 Organoids M05357,28,Default Group,#999999,24.4.2024,0
1,117,5,239.18,939,0.92,0.99,0.93,4.26,89.72,1.53,5/22/2024, M05474,5,164,DOP28 W3 Organoids M05357,28,Default Group,#999999,24.4.2024,0
1,118,5,243.44,1024,1,1.1,0.94,23.3,106.14,1.58,5/22/2024, M05475,5,164,DOP28 W3 Organoids M05357,28,Default Group,#999999,24.4.2024,0
1,119,5,266.74,1749,1.71,1.64,1.09,5.52,152.18,1.68,5/22/2024, M05476,5,164,DOP28 W3 Organoids M05357,28,Default Group,#999999,24.4.2024,0
1,120,5,272.26,811,0.8,0.84,0.93,31.75,85.43,1.45,5/22/2024, M05477,5,164,DOP28 W3 Organoids M05357,28,Default Group,#999999,24.4.2024,0
1,121,5,304.01,3815,3.74,2.54,1.55,1.01,241.59,1.6,5/22/2024, M05478,5,164,DOP28 W3 Organoids M05357,28,Default Group,#999999,24.4.2024,0
1,122,5,305.02,9,0.01,0,1.41,17.71,N/A,N/A,5/22/2024, M05479,5,164,DOP28 W3 Organoids M05357,28,Default Group,#999999,24.4.2024,0
1,123,5,322.73,793,0.78,0.81,0.93,29.37,74.44,1.32,5/22/2024, M05480,5,164,DOP28 W3 Organoids M05357,28,Default Group,#999999,24.4.2024,0
1,124,5,352.1,1037,1.02,0.96,1.07,25.26,84.83,1.51,5/22/2024, M05481,5,164,DOP28 W3 Organoids M05357,28,Default Group,#999999,24.4.2024,0
1,125,5,377.36,1579,1.55,1.69,0.94,2.89,143.64,1.77,5/22/2024, M05482,5,164,DOP28 W3 Organoids M05357,28,Default Group,#999999,24.4.2024,0
1,126,5,380.25,712,0.7,0.75,0.91,8.36,64.78,1.34,5/22/2024, M05483,5,164,DOP28 W3 Organoids M05357,28,Default Group,#999999,24.4.2024,0
1,127,5,388.61,1118,1.1,0.98,1.1,1.95,89.54,1.48,5/22/2024, M05484,5,164,DOP28 W3 Organoids M05357,28,Default Group,#999999,24.4.2024,0
1,128,5,390.56,485,0.48,0.48,0.96,15.46,48.49,0.93,5/22/2024, M05485,5,164,DOP28 W3 Organoids M05357,28,Default Group,#999999,24.4.2024,0
1,129,5,406.02,4342,4.26,1.01,4.32,34.44,103.89,1.27,5/22/2024, M05486,5,164,DOP28 W3 Organoids M05357,28,Default Group,#999999,24.4.2024,0
1,130,5,440.46,2077,2.04,2.38,0.9,15.32,196.14,1.88,5/22/2024, M05487,5,164,DOP28 W3 Organoids M05357,28,Default Group,#999999,24.4.2024,0
1,131,5,455.78,1667,1.63,1.91,0.9,13.83,161.89,1.71,5/22/2024, M05488,5,164,DOP28 W3 Organoids M05357,28,Default Group,#999999,24.4.2024,0
1,132,5,469.61,3781,3.71,1.5,2.58,28.48,150.85,1.43,5/22/2024, M05489,5,164,DOP28 W3 Organoids M05357,28,Default Group,#999999,24.4.2024,0
1,133,5,498.09,794,0.78,0.77,0.97,9.79,71.43,1.42,5/22/2024, M05490,5,164,DOP28 W3 Organoids M05357,28,Default Group,#999999,24.4.2024,0
1,134,5,507.88,2101,2.06,2.4,0.9,16.89,197.79,1.84,5/22/2024, M05491,5,164,DOP28 W3 Organoids M05357,28,Default Group,#999999,24.4.2024,0
1,135,5,524.77,1571,1.54,1.63,0.94,4.5,152.18,1.74,5/22/2024, M05492,5,164,DOP28 W3 Organoids M05357,28,Default Group,#999999,24.4.2024,0
1,136,5,529.27,1102,1.08,1.06,1,14.85,91.08,1.54,5/22/2024, M05493,5,164,DOP28 W3 Organoids M05357,28,Default Group,#999999,24.4.2024,0
1,137,5,544.12,1518,1.49,1.21,1.28,8.62,112.64,1.53,5/22/2024, M05494,5,164,DOP28 W3 Organoids M05357,28,Default Group,#999999,24.4.2024,0
1,138,5,552.74,4149,4.07,1.18,3.68,42.04,116.87,1.36,5/22/2024, M05495,5,164,DOP28 W3 Organoids M05357,28,Default Group,#999999,24.4.2024,0
1,139,5,594.78,764,0.75,0.81,0.91,2.91,69.49,1.47,5/22/2024, M05496,5,164,DOP28 W3 Organoids M05357,28,Default Group,#999999,24.4.2024,0
1,140,5,597.69,724,0.71,0.66,0.98,32.42,60.3,1.15,5/22/2024, M05497,5,164,DOP28 W3 Organoids M05357,28,Default Group,#999999,24.4.2024,0
1,141,5,630.11,1801,1.77,1.31,1.33,21.01,126.54,1.55,5/22/2024, M05498,5,164,DOP28 W3 Organoids M05357,28,Default Group,#999999,24.4.2024,0
1,142,5,651.12,792,0.78,0.79,0.94,25.3,68.74,1.37,5/22/2024, M05499,5,164,DOP28 W3 Organoids M05357,28,Default Group,#999999,24.4.2024,0
1,143,5,676.42,790,0.77,0.8,0.96,4.37,72.85,1.34,5/22/2024, M05500,5,164,DOP28 W3 Organoids M05357,28,Default Group,#999999,24.4.2024,0
1,144,5,680.79,1740,1.71,1.88,0.97,19.11,164.55,1.76,5/22/2024, M05501,5,164,DOP28 W3 Organoids M05357,28,Default Group,#999999,24.4.2024,0
1,145,5,699.9,981,0.96,0.81,1.19,7.63,63.99,1.35,5/22/2024, M05502,5,164,DOP28 W3 Organoids M05357,28,Default Group,#999999,24.4.2024,0
1,146,5,707.53,839,0.82,0.84,0.96,24.34,83.12,1.38,5/22/2024, M05503,5,164,DOP28 W3 Organoids M05357,28,Default Group,#999999,24.4.2024,0
1,147,5,731.87,1709,1.68,1.97,0.9,4.97,164.69,1.84,5/22/2024, M05504,5,164,DOP28 W3 Organoids M05357,28,Default Group,#999999,24.4.2024,0
1,148,5,736.84,777,0.76,0.8,0.94,6.23,72.96,1.49,5/22/2024, M05505,5,164,DOP28 W3 Organoids M05357,28,Default Group,#999999,24.4.2024,0
1,149,5,743.07,5438,5.33,0.72,6.58,3.55,71.17,1.12,5/22/2024, M05506,5,164,DOP28 W3 Organoids M05357,28,Default Group,#999999,24.4.2024,0
1,150,5,746.62,1285,1.26,1.49,0.9,52.42,154.35,1.64,5/22/2024, M05507,5,164,DOP28 W3 Organoids M05357,28,Default Group,#999999,24.4.2024,0
1,151,5,799.04,1603,1.57,1.13,1.42,15.28,84.88,1.6,5/22/2024, M05508,5,164,DOP28 W3 Organoids M05357,28,Default Group,#999999,24.4.2024,0
1,152,5,814.32,1417,1.39,1.35,1.1,4.74,98.6,1.62,5/22/2024, M05509,5,164,DOP28 W3 Organoids M05357,28,Default Group,#999999,24.4.2024,0
1,153,5,819.06,955,0.94,0.93,1.03,25.45,75.37,1.44,5/22/2024, M05510,5,164,DOP28 W3 Organoids M05357,28,Default Group,#999999,24.4.2024,0
1,154,5,844.51,856,0.84,0.92,0.92,7.91,74.85,1.54,5/22/2024, M05511,5,164,DOP28 W3 Organoids M05357,28,Default Group,#999999,24.4.2024,0
1,155,5,852.42,1581,1.55,1.72,0.93,9.36,148.09,1.74,5/22/2024, M05512,5,164,DOP28 W3 Organoids M05357,28,Default Group,#999999,24.4.2024,0
