,activeArea,firingRate_mean,firingRate_std,firingRate_CV,firingRate_median,firingRate_P10,firingRate_P90,amplitude_mean,amplitude_std,amplitude_CV,amplitude_median,amplitude_P10,amplitude_P90,ISI_mean,ISI_std,ISI_CV,ISI_median,ISI_P10,ISI_P90,date,wellplateID,wellNo,runID,assayTag,Well Group Name,Well Group Color,control
10,2.73,0.37,0.34,0.91,0.25,0.13,0.78,52.42,23.33,0.44,45.43,33.13,78.64,61.24,31.46,0.51,51.99,30.85,106.19,2023-09-05,M04487,4,000366,DOP5 W6/7 AllWells M04487,Default Group,#999999,0
11,0.94,0.71,0.94,1.33,0.35,0.12,2.36,39.84,10.32,0.26,37.7,31.57,51.8,68.52,31.74,0.46,64.55,34.1,104.24,2023-09-05,M04487,5,000366,DOP5 W6/7 AllWells M04487,Default Group,#999999,0
12,2.53,0.38,0.33,0.85,0.27,0.13,0.83,46.57,19.09,0.41,40.58,31.1,70.18,69.47,38.97,0.56,58.34,30.56,124.35,2023-09-05,M04487,6,000366,DOP5 W6/7 AllWells M04487,Default Group,#999999,0
13,0.37,0.21,0.09,0.44,0.18,0.12,0.36,29.9,7.38,0.25,29.26,22.78,36.34,105.25,47.47,0.45,112.6,48.25,160.05,2023-09-06,M04487,1,000368,DOP6 W6/7 AllWells M04487,Default Group,#999999,0
14,0.11,0.27,0.23,0.85,0.17,0.12,0.5,33.6,10.55,0.31,32.66,20.9,49.74,81.28,31.55,0.39,82.44,45.68,127.58,2023-09-06,M04487,2,000368,DOP6 W6/7 AllWells M04487,Default Group,#999999,0
15,0.68,0.42,0.37,0.88,0.26,0.12,0.91,34.9,8.48,0.24,34.16,23.88,47.07,62.08,31.5,0.51,55.19,27.91,101.75,2023-09-06,M04487,3,000368,DOP6 W6/7 AllWells M04487,Default Group,#999999,0
16,5.02,0.38,0.35,0.91,0.27,0.13,0.81,57.21,31.0,0.54,48.4,34.22,90.83,63.56,30.49,0.48,55.83,31.86,105.45,2023-09-06,M04487,4,000368,DOP6 W6/7 AllWells M04487,Default Group,#999999,0
17,1.67,0.54,0.79,1.46,0.27,0.13,0.95,43.88,19.63,0.45,39.24,32.42,58.86,69.96,33.61,0.48,66.61,31.38,112.38,2023-09-06,M04487,5,000368,DOP6 W6/7 AllWells M04487,Default Group,#999999,0
18,3.7,0.41,0.36,0.87,0.28,0.13,0.87,46.89,21.17,0.45,40.16,31.05,71.97,71.19,37.6,0.53,61.59,32.54,122.97,2023-09-06,M04487,6,000368,DOP6 W6/7 AllWells M04487,Default Group,#999999,0
19,0.48,0.3,0.23,0.75,0.22,0.12,0.65,32.63,6.63,0.2,34.51,22.24,39.17,78.79,46.99,0.6,67.76,22.56,142.04,2023-09-07,M04487,1,000371,DOP7 W6/7 AllWells M04487,Default Group,#999999,0
20,0.31,0.48,0.44,0.91,0.32,0.12,1.2,37.35,10.13,0.27,35.11,24.91,50.63,59.39,33.27,0.56,47.8,32.32,97.56,2023-09-07,M04487,2,000371,DOP7 W6/7 AllWells M04487,Default Group,#999999,0
21,0.95,0.53,0.43,0.8,0.37,0.15,1.11,41.05,14.55,0.35,36.08,29.58,57.25,69.71,33.59,0.48,57.98,36.31,118.97,2023-09-07,M04487,3,000371,DOP7 W6/7 AllWells M04487,Default Group,#999999,0
22,8.36,0.39,0.38,0.96,0.25,0.13,0.85,63.04,49.52,0.79,50.12,34.97,102.16,60.29,29.84,0.49,53.63,29.58,99.83,2023-09-07,M04487,4,000371,DOP7 W6/7 AllWells M04487,Default Group,#999999,0
23,2.33,0.5,0.59,1.17,0.3,0.13,1.02,48.77,23.41,0.48,42.36,32.86,72.28,66.21,31.1,0.47,63.9,29.49,102.92,2023-09-07,M04487,5,000371,DOP7 W6/7 AllWells M04487,Default Group,#999999,0
24,5.66,0.51,0.5,0.98,0.32,0.13,1.2,49.17,26.71,0.54,41.14,31.63,75.75,68.16,33.76,0.5,62.22,30.47,112.77,2023-09-07,M04487,6,000371,DOP7 W6/7 AllWells M04487,Default Group,#999999,0
25,0.32,0.23,0.11,0.46,0.2,0.12,0.38,31.85,8.34,0.26,33.25,22.07,38.52,94.11,53.35,0.57,99.3,29.52,164.92,2023-09-08,M04487,1,000373,DOP8 W6/7 AllWells M04487,Default Group,#999999,0
26,0.62,0.48,0.47,0.98,0.28,0.13,1.26,36.15,11.39,0.32,32.83,26.1,49.3,63.27,39.91,0.63,51.3,28.04,121.69,2023-09-08,M04487,2,000373,DOP8 W6/7 AllWells M04487,Default Group,#999999,0
27,1.51,0.42,0.36,0.85,0.3,0.13,0.92,46.3,32.95,0.71,37.47,28.49,67.66,57.17,33.26,0.58,46.72,20.66,99.77,2023-09-08,M04487,3,000373,DOP8 W6/7 AllWells M04487,Default Group,#999999,0
28,13.76,0.44,0.43,0.99,0.28,0.13,0.95,63.71,44.44,0.7,51.0,34.18,104.42,58.67,28.85,0.49,51.82,29.09,97.66,2023-09-08,M04487,4,000373,DOP8 W6/7 AllWells M04487,Default Group,#999999,0
29,3.47,0.52,0.63,1.22,0.32,0.13,1.0,57.75,42.02,0.73,44.9,33.71,91.81,61.21,32.77,0.54,55.77,26.73,103.6,2023-09-08,M04487,5,000373,DOP8 W6/7 AllWells M04487,Default Group,#999999,0
30,7.6,0.52,0.53,1.01,0.32,0.13,1.15,51.48,34.27,0.67,42.29,31.88,77.47,67.31,33.83,0.5,61.2,29.5,111.31,2023-09-08,M04487,6,000373,DOP8 W6/7 AllWells M04487,Default Group,#999999,0
31,0.35,0.24,0.19,0.79,0.18,0.13,0.38,31.07,8.12,0.26,32.59,22.52,37.56,102.2,48.4,0.47,98.0,40.35,161.96,2023-09-10,M04487,1,000375,DOP10 W6/7 AllWells M04487,Default Group,#999999,0
32,1.13,0.45,0.48,1.05,0.28,0.13,1.07,45.38,26.87,0.59,37.56,28.33,65.18,60.15,38.9,0.65,47.08,24.4,109.53,2023-09-10,M04487,2,000375,DOP10 W6/7 AllWells M04487,Default Group,#999999,0
33,1.86,0.44,0.46,1.05,0.27,0.12,1.01,43.08,25.09,0.58,37.42,28.41,58.58,66.54,36.85,0.55,62.44,22.62,117.19,2023-09-10,M04487,3,000375,DOP10 W6/7 AllWells M04487,Default Group,#999999,0
34,19.83,0.45,0.44,0.96,0.3,0.13,0.97,65.96,48.6,0.74,51.69,34.65,110.34,59.42,30.01,0.51,52.69,28.81,98.87,2023-09-10,M04487,4,000375,DOP10 W6/7 AllWells M04487,Default Group,#999999,0
35,4.87,0.53,0.62,1.15,0.3,0.13,1.24,63.42,49.54,0.78,48.17,34.33,98.4,58.52,33.04,0.56,50.23,24.88,101.86,2023-09-10,M04487,5,000375,DOP10 W6/7 AllWells M04487,Default Group,#999999,0
36,10.73,0.6,0.66,1.11,0.33,0.13,1.41,50.73,29.66,0.58,41.89,30.86,78.28,69.09,33.0,0.48,64.37,31.13,113.05,2023-09-10,M04487,6,000375,DOP10 W6/7 AllWells M04487,Default Group,#999999,0
37,0.44,0.32,0.38,1.17,0.18,0.12,0.45,35.31,22.0,0.62,32.53,22.3,38.82,116.12,48.7,0.42,127.16,32.39,164.21,2023-09-11,M04487,1,000377,DOP11 W6/7 AllWells M04487,Default Group,#999999,0
38,1.47,0.61,0.78,1.26,0.3,0.13,1.54,43.14,35.14,0.81,34.85,26.52,59.37,57.36,32.98,0.57,46.6,25.06,96.35,2023-09-11,M04487,2,000377,DOP11 W6/7 AllWells M04487,Default Group,#999999,0
39,2.23,0.46,0.42,0.91,0.3,0.13,1.03,41.55,24.32,0.59,36.51,28.08,53.89,61.53,32.43,0.53,57.74,25.12,103.76,2023-09-11,M04487,3,000377,DOP11 W6/7 AllWells M04487,Default Group,#999999,0
40,31.01,0.56,0.55,0.98,0.37,0.13,1.2,63.57,47.34,0.74,49.91,33.86,105.46,57.4,27.09,0.47,52.39,28.38,93.15,2023-09-11,M04487,4,000377,DOP11 W6/7 AllWells M04487,Default Group,#999999,0
41,5.89,0.82,0.87,1.07,0.5,0.15,1.9,56.63,53.05,0.94,42.22,32.38,86.74,62.16,33.72,0.54,56.07,25.17,106.68,2023-09-11,M04487,5,000377,DOP11 W6/7 AllWells M04487,Default Group,#999999,0
42,13.83,0.78,0.93,1.18,0.43,0.13,1.9,47.55,27.31,0.57,40.42,30.18,68.18,70.53,35.21,0.5,65.39,29.29,115.37,2023-09-11,M04487,6,000377,DOP11 W6/7 AllWells M04487,Default Group,#999999,0
43,0.39,0.23,0.14,0.61,0.2,0.12,0.35,32.49,9.26,0.28,33.98,21.83,42.84,102.57,53.23,0.52,104.23,22.4,168.12,2023-09-13,M04487,1,000379,DOP13 W6/7 AllWells M04487,Default Group,#999999,0
44,2.05,0.6,0.74,1.22,0.33,0.13,1.45,46.89,25.04,0.53,38.79,29.78,71.4,58.56,30.65,0.52,51.22,28.2,97.1,2023-09-13,M04487,2,000379,DOP13 W6/7 AllWells M04487,Default Group,#999999,0
45,3.94,0.42,0.37,0.87,0.28,0.13,0.87,46.0,27.24,0.59,38.88,29.32,66.57,65.97,36.06,0.55,58.8,26.95,116.61,2023-09-13,M04487,3,000379,DOP13 W6/7 AllWells M04487,Default Group,#999999,0
46,35.66,0.55,0.52,0.95,0.37,0.15,1.15,72.81,59.37,0.82,54.78,35.37,124.08,61.24,29.4,0.48,55.51,30.15,99.94,2023-09-13,M04487,4,000379,DOP13 W6/7 AllWells M04487,Default Group,#999999,0
47,2.42,0.74,0.85,1.15,0.38,0.13,1.88,51.69,46.3,0.9,39.72,32.1,76.33,79.1,42.52,0.54,81.47,24.48,135.17,2023-09-13,M04487,5,000379,DOP13 W6/7 AllWells M04487,Default Group,#999999,0
48,15.61,0.87,0.94,1.09,0.48,0.15,2.21,48.6,29.58,0.61,40.85,30.42,70.97,72.92,33.02,0.45,69.29,32.43,116.25,2023-09-13,M04487,6,000379,DOP13 W6/7 AllWells M04487,Default Group,#999999,0
49,0.31,0.23,0.14,0.58,0.18,0.12,0.4,36.48,9.37,0.26,34.8,25.84,47.34,85.07,49.62,0.58,79.8,29.43,148.86,2023-09-15,M04487,1,000383,DOP15 W6/7 AllWells M04487,Default Group,#999999,0
50,2.2,0.69,0.95,1.39,0.32,0.13,1.6,50.53,34.55,0.68,39.03,28.52,82.66,62.18,34.32,0.55,53.3,27.87,113.57,2023-09-15,M04487,2,000383,DOP15 W6/7 AllWells M04487,Default Group,#999999,0
51,3.27,0.47,0.44,0.94,0.28,0.13,1.15,46.77,33.86,0.72,37.48,28.69,66.08,62.59,35.07,0.56,55.94,22.62,108.85,2023-09-15,M04487,3,000383,DOP15 W6/7 AllWells M04487,Default Group,#999999,0
52,38.97,0.6,0.56,0.94,0.42,0.15,1.26,72.06,59.6,0.83,53.96,34.96,125.0,62.38,28.38,0.45,57.3,31.82,98.48,2023-09-15,M04487,4,000383,DOP15 W6/7 AllWells M04487,Default Group,#999999,0
53,1.1,1.0,1.24,1.24,0.45,0.13,3.46,46.79,24.36,0.52,39.36,30.67,72.02,80.93,40.99,0.51,85.54,23.18,135.84,2023-09-15,M04487,5,000383,DOP15 W6/7 AllWells M04487,Default Group,#999999,0
54,13.91,0.97,1.03,1.06,0.55,0.15,2.46,44.71,23.5,0.53,38.68,29.21,64.62,75.08,33.69,0.45,73.1,32.93,116.15,2023-09-15,M04487,6,000383,DOP15 W6/7 AllWells M04487,Default Group,#999999,0
55,0.48,0.34,0.42,1.23,0.18,0.12,0.8,38.32,30.93,0.81,32.64,21.7,52.86,82.62,50.47,0.61,65.25,32.53,156.44,2023-09-18,M04487,1,000387,DOP18 W6/7 AllWells M04487,Default Group,#999999,0
56,1.92,0.89,1.38,1.56,0.35,0.13,2.33,54.6,51.64,0.95,39.47,28.64,89.63,64.41,34.93,0.54,59.98,21.53,106.05,2023-09-18,M04487,2,000387,DOP18 W6/7 AllWells M04487,Default Group,#999999,0
57,3.38,0.57,0.61,1.09,0.35,0.13,1.28,46.81,36.32,0.78,37.04,28.45,68.63,66.65,37.31,0.56,59.6,25.03,115.84,2023-09-18,M04487,3,000387,DOP18 W6/7 AllWells M04487,Default Group,#999999,0
58,43.75,0.64,0.59,0.91,0.45,0.15,1.38,71.12,59.96,0.84,52.9,34.53,122.54,62.77,29.67,0.47,57.61,30.37,101.15,2023-09-18,M04487,4,000387,DOP18 W6/7 AllWells M04487,Default Group,#999999,0
59,0.36,1.14,1.44,1.26,0.42,0.13,3.78,53.79,64.45,1.2,38.8,30.02,55.16,96.28,45.57,0.47,98.52,15.44,153.0,2023-09-18,M04487,5,000387,DOP18 W6/7 AllWells M04487,Default Group,#999999,0
60,13.56,1.23,1.4,1.14,0.62,0.17,3.53,43.82,19.19,0.44,38.06,29.27,64.45,80.82,34.2,0.42,78.98,38.41,125.28,2023-09-18,M04487,6,000387,DOP18 W6/7 AllWells M04487,Default Group,#999999,0
61,0.44,0.27,0.25,0.95,0.17,0.12,0.43,31.78,11.18,0.35,31.74,21.84,40.15,98.28,49.84,0.51,100.15,41.12,163.15,2023-09-19,M04487,1,000389,DOP19 W6/7 AllWells M04487,Default Group,#999999,0
62,1.42,0.96,1.51,1.57,0.3,0.13,3.35,58.6,57.25,0.98,38.99,27.75,108.63,53.6,38.16,0.71,38.78,17.69,105.35,2023-09-19,M04487,2,000389,DOP19 W6/7 AllWells M04487,Default Group,#999999,0
63,2.59,0.55,0.58,1.07,0.32,0.13,1.41,51.92,47.49,0.91,38.34,28.55,81.47,66.22,36.66,0.55,60.7,24.79,113.33,2023-09-19,M04487,3,000389,DOP19 W6/7 AllWells M04487,Default Group,#999999,0
64,33.73,0.61,0.58,0.96,0.4,0.13,1.36,71.43,61.69,0.86,52.9,34.93,122.9,63.3,31.98,0.51,56.43,28.95,107.07,2023-09-19,M04487,4,000389,DOP19 W6/7 AllWells M04487,Default Group,#999999,0
65,0.39,1.11,1.27,1.14,0.6,0.13,3.44,64.02,65.36,1.02,39.55,32.26,134.79,87.89,29.84,0.34,95.82,28.06,111.5,2023-09-19,M04487,5,000389,DOP19 W6/7 AllWells M04487,Default Group,#999999,0
66,11.02,0.94,0.94,1.0,0.55,0.15,2.56,45.56,21.22,0.47,39.28,29.6,68.38,81.43,33.65,0.41,78.6,40.95,123.17,2023-09-19,M04487,6,000389,DOP19 W6/7 AllWells M04487,Default Group,#999999,0
67,0.42,0.24,0.14,0.6,0.18,0.12,0.4,34.54,10.19,0.29,34.03,22.63,45.29,108.74,48.54,0.45,113.93,47.91,173.85,2023-09-20,M04487,1,000392,DOP20 W6/7 AllWells M04487,Default Group,#999999,0
68,1.62,0.93,1.28,1.37,0.42,0.13,2.46,63.17,87.86,1.39,37.04,27.6,116.76,57.82,39.3,0.68,45.94,18.23,115.16,2023-09-20,M04487,2,000392,DOP20 W6/7 AllWells M04487,Default Group,#999999,0
69,2.46,0.76,0.81,1.06,0.43,0.13,1.98,44.15,29.7,0.67,36.36,27.11,65.4,70.7,36.57,0.52,59.58,34.83,121.14,2023-09-20,M04487,3,000392,DOP20 W6/7 AllWells M04487,Default Group,#999999,0
70,38.55,0.64,0.62,0.96,0.43,0.15,1.4,70.57,64.52,0.91,51.48,33.73,121.08,64.58,31.01,0.48,58.8,30.3,106.33,2023-09-20,M04487,4,000392,DOP20 W6/7 AllWells M04487,Default Group,#999999,0
71,0.41,1.2,1.27,1.06,0.65,0.13,3.46,56.89,60.43,1.06,37.8,28.09,94.9,100.82,53.65,0.53,94.98,25.56,171.19,2023-09-20,M04487,5,000392,DOP20 W6/7 AllWells M04487,Default Group,#999999,0
72,11.5,1.2,1.42,1.19,0.63,0.15,3.31,42.61,20.13,0.47,36.7,28.9,62.47,79.14,34.09,0.43,79.16,34.84,121.81,2023-09-20,M04487,6,000392,DOP20 W6/7 AllWells M04487,Default Group,#999999,0
73,0.32,0.21,0.08,0.39,0.18,0.12,0.33,33.88,10.36,0.31,34.46,22.82,41.27,86.43,45.59,0.53,78.5,34.54,147.12,2023-09-21,M04487,1,000396,DOP21 W6/7 AllWells M04487,Default Group,#999999,0
74,1.1,0.97,1.47,1.52,0.3,0.12,2.91,56.34,60.47,1.07,39.26,27.16,89.89,62.91,34.38,0.55,53.75,27.87,107.71,2023-09-21,M04487,2,000396,DOP21 W6/7 AllWells M04487,Default Group,#999999,0
75,1.74,0.58,0.56,0.98,0.38,0.13,1.22,45.42,31.43,0.69,37.1,27.56,67.21,80.04,33.12,0.41,78.83,43.96,123.1,2023-09-21,M04487,3,000396,DOP21 W6/7 AllWells M04487,Default Group,#999999,0
76,37.46,0.62,0.58,0.92,0.42,0.15,1.4,67.99,57.74,0.85,49.96,33.45,117.95,65.39,31.85,0.49,59.58,29.68,108.1,2023-09-21,M04487,4,000396,DOP21 W6/7 AllWells M04487,Default Group,#999999,0
77,0.37,1.18,1.42,1.2,0.34,0.12,3.65,42.14,28.83,0.68,37.74,28.05,51.98,105.66,37.98,0.36,99.2,62.73,156.89,2023-09-21,M04487,5,000396,DOP21 W6/7 AllWells M04487,Default Group,#999999,0
78,9.95,0.82,0.96,1.17,0.47,0.15,1.83,42.84,19.78,0.46,36.57,28.91,64.23,74.13,36.89,0.5,67.84,30.97,122.86,2023-09-21,M04487,6,000396,DOP21 W6/7 AllWells M04487,Default Group,#999999,0
79,0.37,0.23,0.13,0.55,0.17,0.12,0.39,35.61,13.17,0.37,33.98,23.89,49.91,103.85,45.74,0.44,95.88,48.56,167.08,2023-09-22,M04487,1,000398,DOP22 W6/7 AllWells M04487,Default Group,#999999,0
80,1.01,0.81,1.19,1.47,0.3,0.13,2.1,59.7,70.61,1.18,37.86,26.44,107.77,67.93,33.85,0.5,60.84,33.78,119.66,2023-09-22,M04487,2,000398,DOP22 W6/7 AllWells M04487,Default Group,#999999,0
81,1.67,0.66,0.63,0.96,0.37,0.13,1.63,46.0,33.26,0.72,37.96,28.16,69.69,74.96,39.05,0.52,65.58,40.13,137.35,2023-09-22,M04487,3,000398,DOP22 W6/7 AllWells M04487,Default Group,#999999,0
82,36.48,0.66,0.59,0.89,0.47,0.15,1.46,69.06,61.46,0.89,50.27,33.48,118.23,64.88,31.62,0.49,58.56,31.06,106.95,2023-09-22,M04487,4,000398,DOP22 W6/7 AllWells M04487,Default Group,#999999,0
83,0.37,1.2,1.37,1.14,0.45,0.12,3.66,38.92,25.84,0.66,37.8,25.99,45.12,104.58,26.79,0.26,100.44,84.53,133.98,2023-09-22,M04487,5,000398,DOP22 W6/7 AllWells M04487,Default Group,#999999,0
84,8.53,0.72,0.77,1.06,0.45,0.13,1.6,44.56,23.76,0.53,37.16,28.82,68.15,76.53,35.81,0.47,75.4,31.91,122.82,2023-09-22,M04487,6,000398,DOP22 W6/7 AllWells M04487,Default Group,#999999,0
85,0.53,0.22,0.1,0.46,0.2,0.12,0.38,35.02,13.42,0.38,34.63,21.88,46.99,89.27,51.87,0.58,84.52,36.51,166.19,2023-09-25,M04487,1,000400,DOP25 W6/7 AllWells M04487,Default Group,#999999,0
86,1.45,0.84,1.2,1.42,0.38,0.13,1.85,55.77,51.33,0.92,39.12,28.04,98.04,67.1,37.15,0.55,62.32,22.4,115.25,2023-09-25,M04487,2,000400,DOP25 W6/7 AllWells M04487,Default Group,#999999,0
87,1.11,0.43,0.42,0.97,0.26,0.13,1.11,37.98,17.11,0.45,33.96,25.86,50.2,74.33,41.29,0.56,72.33,32.38,128.01,2023-09-25,M04487,3,000400,DOP25 W6/7 AllWells M04487,Default Group,#999999,0
88,33.95,0.63,0.57,0.91,0.43,0.15,1.36,69.23,60.66,0.88,50.74,33.66,117.7,65.26,32.3,0.5,58.87,30.44,109.22,2023-09-25,M04487,4,000400,DOP25 W6/7 AllWells M04487,Default Group,#999999,0
89,0.41,0.92,0.88,0.95,0.5,0.13,2.48,47.53,53.26,1.12,38.44,29.27,49.61,91.42,45.66,0.5,100.6,16.6,136.7,2023-09-25,M04487,5,000400,DOP25 W6/7 AllWells M04487,Default Group,#999999,0
90,9.12,0.74,0.73,0.98,0.47,0.15,1.73,45.13,26.32,0.58,38.25,29.25,65.97,75.15,35.91,0.48,70.05,32.6,122.94,2023-09-25,M04487,6,000400,DOP25 W6/7 AllWells M04487,Default Group,#999999,0
91,0.57,0.21,0.1,0.48,0.17,0.12,0.35,32.08,9.71,0.3,30.11,22.25,44.34,87.67,46.64,0.53,80.85,20.1,151.8,2023-09-26,M04487,1,000402,DOP26 W6/7 AllWells M04487,Default Group,#999999,0
92,1.65,0.63,0.8,1.27,0.33,0.13,1.46,55.76,60.07,1.08,38.17,28.04,92.75,75.52,39.51,0.52,68.47,30.64,134.93,2023-09-26,M04487,2,000402,DOP26 W6/7 AllWells M04487,Default Group,#999999,0
93,1.23,0.48,0.38,0.78,0.35,0.13,0.99,43.27,19.55,0.45,37.9,27.83,64.18,81.87,33.17,0.41,76.3,37.44,122.14,2023-09-26,M04487,3,000402,DOP26 W6/7 AllWells M04487,Default Group,#999999,0
94,32.95,0.62,0.58,0.94,0.43,0.15,1.33,67.71,61.3,0.91,49.31,33.24,115.57,65.46,32.4,0.49,59.34,30.2,109.26,2023-09-26,M04487,4,000402,DOP26 W6/7 AllWells M04487,Default Group,#999999,0
95,0.33,0.49,0.38,0.77,0.35,0.13,1.17,42.33,37.09,0.88,33.6,28.54,48.17,103.32,58.71,0.57,99.52,16.16,190.2,2023-09-26,M04487,5,000402,DOP26 W6/7 AllWells M04487,Default Group,#999999,0
96,8.56,0.7,0.69,0.98,0.43,0.13,1.61,45.41,29.72,0.65,37.92,29.03,67.19,76.79,38.34,0.5,71.52,31.19,131.08,2023-09-26,M04487,6,000402,DOP26 W6/7 AllWells M04487,Default Group,#999999,0
97,0.48,0.27,0.15,0.57,0.23,0.12,0.48,35.02,10.85,0.31,34.2,22.14,49.64,113.1,45.7,0.4,113.7,53.56,165.27,2023-09-28,M04487,1,000404,DOP28 W6/7 AllWells M04487,Default Group,#999999,0
98,1.91,0.67,0.68,1.02,0.37,0.13,1.69,55.79,79.8,1.43,40.98,29.13,87.19,65.1,33.66,0.52,60.54,28.31,107.3,2023-09-28,M04487,2,000404,DOP28 W6/7 AllWells M04487,Default Group,#999999,0
99,1.44,0.57,0.51,0.9,0.35,0.13,1.27,43.64,23.31,0.53,36.78,28.54,66.48,75.92,36.26,0.48,74.13,38.92,119.55,2023-09-28,M04487,3,000404,DOP28 W6/7 AllWells M04487,Default Group,#999999,0
100,31.29,0.61,0.56,0.92,0.4,0.13,1.36,63.95,55.63,0.87,47.61,32.76,108.05,63.72,33.53,0.53,56.15,28.52,110.59,2023-09-28,M04487,4,000404,DOP28 W6/7 AllWells M04487,Default Group,#999999,0
101,0.65,0.72,0.9,1.25,0.38,0.13,1.86,46.44,40.99,0.88,38.54,29.13,57.38,62.36,39.73,0.64,54.6,17.73,110.26,2023-09-28,M04487,5,000404,DOP28 W6/7 AllWells M04487,Default Group,#999999,0
102,12.21,0.87,0.88,1.01,0.52,0.15,2.16,45.38,26.04,0.57,38.73,29.58,65.31,72.69,35.25,0.48,68.95,28.8,119.31,2023-09-28,M04487,6,000404,DOP28 W6/7 AllWells M04487,Default Group,#999999,0
